"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","replicate1","replicate2","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","Pathway"
"RWDD2A",112611,6,0.098253,0.2583,0.995379,5280,4,-1.9024,0.89032,0.89044,0.99901,19333,0,-1.9024,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RWDD2B",10069,6,0.021605,0.079446,0.995379,1636,4,-3.484,0.85913,0.85911,0.994959,18728,1,-3.484,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RWDD3",25950,6,0.16546,0.37082,0.995379,7617,3,-0.21358,0.13948,0.28212,0.990367,5757,3,-0.21358,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RWDD4",201965,5,0.01607,0.061059,0.995379,1278,4,-3.014,0.89042,0.89053,0.99901,19336,0,-3.014,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RXFP1",59350,6,0.47075,0.69326,0.995579,14508,3,-0.39956,0.055978,0.15206,0.990367,3011,2,-0.39956,0,0,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0",NA
"RXFP2",122042,6,0.28009,0.5215,0.995379,10693,2,-0.08693,0.1296,0.26715,0.990367,5435,2,-0.08693,0,0,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0",NA
"RXFP3",51289,6,0.10477,0.26976,0.995379,5528,1,0.49722,0.10742,0.23358,0.990367,4719,1,0.49722,0,0,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0",NA
"RXFP4",339403,6,0.44796,0.67337,0.995579,14096,2,-0.039154,0.77278,0.79041,0.992015,17173,1,-0.039154,0,0,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0",NA
"RXRA",6256,6,0.044005,0.14386,0.995379,2929,4,-2.0449,0.28497,0.45438,0.990367,9375,1,-2.0449,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RXRB",6257,6,0.19626,0.41842,0.995379,8566,4,-1.0886,0.064834,0.16682,0.990367,3325,1,-1.0886,0,0,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0",NA
"RXRG",6258,6,0.2518,0.49491,0.995379,10110,3,-0.44594,0.29161,0.45999,0.990367,9516,1,-0.44594,0,0,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0",NA
"RYBP",23429,6,0.031434,0.10861,0.995379,2213,5,-2.4764,0.83595,0.83775,0.993482,18286,1,-2.4764,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RYK",6259,6,0.005288,0.024858,0.989847,486,6,-1.9866,0.99471,0.99474,0.999983,21569,0,-1.9866,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RYR1",6261,6,0.88268,0.92394,0.998285,19881,1,1.8085,0.0023939,0.010245,0.964095,210,4,1.8085,0,0,"MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Long-term depression, Apelin signaling pathway, Circadian entrainment"
"RYR2",6262,6,0.10553,0.27108,0.995379,5554,3,-1.0465,0.12964,0.26722,0.990367,5437,2,-1.0465,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RYR3",6263,6,0.024785,0.089106,0.995379,1826,4,-0.4189,0.49669,0.63883,0.990367,13503,1,-0.4189,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"S100A1",6271,6,0.98661,0.98667,0.999727,21395,0,0.89613,0.02895,0.086831,0.990367,1750,2,0.89613,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"S100A10",6281,6,0.0027833,0.013678,0.95193,286,6,-3.1087,0.99722,0.99726,0.999983,21623,0,-3.1087,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"S100A11",6282,6,0.069657,0.20671,0.995379,4202,3,-2.3771,0.88339,0.88347,0.998056,19201,0,-2.3771,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"S100A12",6283,6,0.13356,0.31877,0.995379,6560,2,-0.096137,0.33145,0.49371,0.990367,10264,2,-0.096137,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"S100A13",6284,6,0.4635,0.68697,0.995579,14375,2,2.0518,0.0092531,0.034947,0.973334,718,4,2.0518,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"S100A14",57402,6,0.18495,0.40118,0.995379,8232,3,-0.39094,0.56627,0.68825,0.991245,14561,1,-0.39094,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"S100A16",140576,6,0.14669,0.34048,0.995379,6992,1,1.877,0.0090612,0.034426,0.973334,702,4,1.877,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"S100A2",6273,6,0.41194,0.64159,0.995379,13408,2,0.063873,0.41012,0.56159,0.990367,11841,1,0.063873,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"S100A3",6274,6,0.024054,0.086931,0.995379,1781,3,-0.13565,0.80798,0.81508,0.992385,17786,1,-0.13565,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"S100A4",6275,6,0.16432,0.36903,0.995379,7584,4,-0.66973,0.90667,0.9068,0.99901,19665,0,-0.66973,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"S100A5",6276,6,0.11187,0.28204,0.995379,5801,3,-2.2786,0.53665,0.67575,0.990367,14245,2,-2.2786,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"S100A6",6277,6,0.42763,0.65547,0.995379,13716,2,0.43616,0.89342,0.89361,0.99901,19391,0,0.43616,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"S100A7",6278,6,0.081749,0.22881,0.995379,4660,2,0.11328,0.81558,0.82099,0.992728,17912,1,0.11328,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"S100A7A",338324,6,0.0032936,0.016001,0.980562,325,2,0.49365,0.50379,0.64533,0.990367,13628,1,0.49365,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"S100A8",6279,5,0.050048,0.14444,0.995379,3259,4,-1.3355,0.08505,0.18681,0.990367,3995,1,-1.3355,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"S100A9",6280,6,0.82495,0.9076,0.998285,19398,2,1.319,0.10954,0.23679,0.990367,4797,3,1.319,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"S100B",6285,5,0.025498,0.085946,0.995379,1865,3,-1.6372,0.68545,0.70874,0.991961,15909,1,-1.6372,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"S100G",795,6,0.04913,0.15761,0.995379,3209,4,-1.8195,0.87448,0.87455,0.997337,19021,0,-1.8195,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"S100P",6286,6,0.96724,0.96733,0.999345,20997,1,0.51855,0.18516,0.34938,0.990367,7019,2,0.51855,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"S100PBP",64766,6,0.16033,0.36264,0.995379,7465,3,-0.76228,0.70477,0.75038,0.992015,16177,1,-0.76228,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"S100Z",170591,6,0.052668,0.16708,0.995379,3384,4,-0.65633,0.12987,0.26758,0.990367,5445,2,-0.65633,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"S1PR1",1901,6,0.86028,0.91721,0.998285,19682,1,1.4125,0.018678,0.060244,0.990367,1226,3,1.4125,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"S1PR2",9294,6,0.27545,0.51723,0.995379,10603,3,-0.3439,0.56666,0.6884,0.991245,14564,1,-0.3439,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"S1PR3",1903,6,0.73155,0.85099,0.995987,18189,1,0.46959,0.7267,0.76229,0.992015,16490,1,0.46959,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"S1PR4",8698,5,0.29746,0.5112,0.995379,11063,2,-0.079238,0.18413,0.32414,0.990367,6995,1,-0.079238,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"S1PR5",53637,5,0.21144,0.40908,0.995379,9022,3,-0.89361,0.15783,0.29807,0.990367,6272,2,-0.89361,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SAA1",6288,6,0.67219,0.8188,0.99581,17384,2,2.0312,0.010441,0.038224,0.973334,794,4,2.0312,0,0,"MedConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf",NA
"SAA2",6289,6,0.74536,0.85885,0.995987,18360,1,0.40382,0.03556,0.10328,0.990367,2062,1,0.40382,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAA2-SAA4",100528017,3,0.89805,0.89814,0.998035,20037,0,0.9158,0.30325,0.36885,0.990367,9752,1,0.9158,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAA4",6291,3,0.59001,0.65344,0.995379,16367,1,0.86195,0.1959,0.30182,0.990367,7354,1,0.86195,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAAL1",113174,6,0.000034792,0.00021154,0.704758,6,5,-5.5039,0.87433,0.87439,0.997337,19015,0,-5.5039,1,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAC3D1",29901,6,0.23485,0.4753,0.995379,9692,4,-0.44612,0.15924,0.3116,0.990367,6308,2,-0.44612,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SACM1L",22908,6,0.25294,0.49605,0.995379,10155,3,-0.15527,0.93632,0.93653,0.99901,20283,0,-0.15527,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SACS",26278,6,0.4635,0.68697,0.995579,14381,2,-0.10406,0.30218,0.46884,0.990367,9728,1,-0.10406,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAE1",10055,4,0.23797,0.43098,0.995379,9783,2,-0.50232,0.6089,0.62632,0.990367,15008,1,-0.50232,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SAFB",6294,5,0.044511,0.13175,0.995379,2957,4,-2.4796,0.94444,0.94464,0.99901,20470,0,-2.4796,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAFB2",9667,6,0.99588,0.99593,0.999816,21605,0,1.8212,0.037771,0.10878,0.990367,2138,3,1.8212,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAG",6295,6,0.98519,0.98532,0.999727,21374,0,2.2873,0.00041335,0.0021854,0.895951,48,5,2.2873,0,0.5,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"SAGE1",55511,6,0.13607,0.32297,0.995379,6642,4,-1.2104,0.12167,0.25521,0.990367,5174,1,-1.2104,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SALL1",6299,6,0.060207,0.18665,0.995379,3790,3,-0.28076,0.09613,0.21616,0.990367,4335,2,-0.28076,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SALL2",6297,6,0.13684,0.32428,0.995379,6666,3,-1.1395,0.51999,0.66028,0.990367,13916,2,-1.1395,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SALL3",27164,5,0.29213,0.505,0.995379,10943,1,0.24231,0.19619,0.33614,0.990367,7363,2,0.24231,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SALL4",57167,6,0.38727,0.61957,0.995379,12931,2,-0.15081,0.3911,0.54501,0.990367,11443,1,-0.15081,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAMD1",90378,6,0.018136,0.06867,0.995379,1412,4,-0.87969,0.97491,0.97504,0.999983,21117,0,-0.87969,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAMD10",140700,6,0.40551,0.63588,0.995379,13279,3,0.38307,0.30245,0.46907,0.990367,9734,2,0.38307,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAMD11",148398,6,0.29683,0.537,0.995379,11039,2,0.76807,0.22008,0.39894,0.990367,8050,3,0.76807,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAMD12",401474,6,0.14895,0.34418,0.995379,7059,1,1.0738,0.10668,0.23243,0.990367,4698,3,1.0738,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAMD13",148418,6,0.10336,0.26722,0.995379,5466,4,-1.7459,0.52609,0.6659,0.990367,14026,1,-1.7459,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAMD14",201191,6,0.044731,0.1458,0.995379,2967,5,-1.3778,0.32737,0.4902,0.990367,10204,1,-1.3778,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAMD15",161394,6,0.18287,0.39794,0.995379,8176,4,-0.81169,0.24634,0.42193,0.990367,8585,2,-0.81169,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAMD3",154075,6,0.80411,0.89415,0.998011,19112,2,-0.12714,0.92393,0.92414,0.99901,20015,0,-0.12714,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAMD4A",23034,6,0.21428,0.44538,0.995379,9112,3,-0.21216,0.50158,0.64332,0.990367,13581,2,-0.21216,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAMD4B",55095,5,0.7277,0.84082,0.995872,18130,2,-0.83595,0.75255,0.7583,0.992015,16861,1,-0.83595,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAMD5",389432,6,0.20785,0.4358,0.995379,8910,3,-0.42942,0.28854,0.4574,0.990367,9451,2,-0.42942,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAMD7",344658,6,0.38882,0.62097,0.995379,12960,2,0.057432,0.90202,0.90214,0.99901,19571,0,0.057432,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAMD8",142891,6,0.11759,0.29183,0.995379,6017,1,1.1391,0.32378,0.48717,0.990367,10143,2,1.1391,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAMD9",54809,6,0.67863,0.82218,0.99581,17464,2,-0.082876,0.5712,0.69018,0.991245,14610,1,-0.082876,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAMD9L",219285,6,0.28071,0.52206,0.995379,10708,3,-1.204,0.20135,0.37269,0.990367,7503,2,-1.204,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAMHD1",25939,6,0.17571,0.38688,0.995379,7959,4,-0.68587,0.22433,0.40374,0.990367,8154,1,-0.68587,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAMM50",25813,5,0.31425,0.53039,0.995379,11409,2,0.38112,0.1832,0.32323,0.990367,6972,1,0.38112,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAMSN1",64092,6,0.018486,0.06978,0.995379,1432,2,1.1835,0.15476,0.30494,0.990367,6180,3,1.1835,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAP130",79595,6,0.078398,0.22276,0.995379,4532,4,-0.96458,0.25484,0.42915,0.990367,8759,1,-0.96458,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAP18",10284,6,0.65092,0.80776,0.99581,17120,2,-0.19334,0.024205,0.074765,0.990367,1511,2,-0.19334,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SAP25",100316904,6,0.32738,0.56535,0.995379,11658,3,-0.64188,0.7247,0.76117,0.992015,16462,1,-0.64188,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAP30",8819,6,0.35319,0.5888,0.995379,12213,2,0.79786,0.15625,0.30713,0.990367,6225,3,0.79786,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAP30BP",29115,6,0.48536,0.70597,0.995579,14763,1,1.2947,0.052935,0.14488,0.990367,2883,4,1.2947,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAP30L",79685,6,0.063783,0.19572,0.995379,3967,4,-2.049,0.76712,0.78667,0.992015,17086,1,-2.049,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAPCD1",401251,6,0.41829,0.64721,0.995379,13521,2,0.35749,0.50608,0.64744,0.990367,13672,2,0.35749,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAPCD2",89958,6,0.20841,0.43664,0.995379,8936,2,1.4274,0.12913,0.26645,0.990367,5417,3,1.4274,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAR1A",56681,6,0.27297,0.51491,0.995379,10556,2,0.15415,0.88386,0.88395,0.998056,19212,0,0.15415,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SAR1B",51128,6,0.47152,0.69392,0.995579,14520,2,0.49327,0.48052,0.62411,0.990367,13188,2,0.49327,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SARDH",1757,6,0.083764,0.23245,0.995379,4743,4,-1.3902,0.15145,0.30002,0.990367,6103,2,-1.3902,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SARNP",84324,6,0.27154,0.51361,0.995379,10521,3,-0.58415,0.30874,0.47438,0.990367,9883,2,-0.58415,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SARS",6301,6,0.055823,0.17538,0.995379,3543,4,-1.1431,0.42138,0.57145,0.990367,12070,1,-1.1431,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SARS2",54938,6,0.011351,0.04721,0.989847,973,4,-3.2221,0.29903,0.46617,0.990367,9666,2,-3.2221,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SART1",9092,6,0.036463,0.12291,0.995379,2504,5,-3.0412,0.73963,0.76975,0.992015,16676,1,-3.0412,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SART3",9733,4,0.26757,0.45573,0.995379,10446,2,-0.50232,0.038311,0.092881,0.990367,2169,2,-0.50232,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SASH1",23328,6,0.66344,0.81418,0.99581,17261,2,-0.0063114,0.36762,0.52464,0.990367,10993,2,-0.0063114,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SASH3",54440,6,0.50539,0.72347,0.995579,15108,1,1.5255,0.050796,0.13988,0.990367,2781,3,1.5255,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SASS6",163786,6,0.24844,0.49172,0.995379,10047,3,-1.0232,0.11144,0.23976,0.990367,4865,2,-1.0232,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAT1",6303,6,0.73312,0.85188,0.995987,18208,2,0.75074,0.47384,0.61803,0.990367,13075,2,0.75074,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SAT2",112483,5,0.29836,0.51222,0.995379,11084,3,-0.58916,0.23735,0.37733,0.990367,8423,2,-0.58916,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SATB1",6304,6,0.43204,0.65934,0.995379,13795,2,-0.91669,0.75217,0.77723,0.992015,16858,1,-0.91669,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SATB2",23314,5,0.63436,0.77341,0.99581,16887,2,-0.00005622,0.32583,0.46651,0.990367,10174,2,-0.00005622,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SATL1",340562,6,0.90182,0.93058,0.998285,20085,1,0.37161,0.46712,0.61205,0.990367,12943,2,0.37161,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SAV1",60485,6,0.36461,0.59912,0.995379,12454,3,-0.51619,0.11778,0.24937,0.990367,5062,2,-0.51619,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SAYSD1",55776,6,0.0315,0.1088,0.995379,2217,4,-3.4208,0.015326,0.051363,0.990367,1041,2,-3.4208,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SBDS",51119,5,0.079556,0.20964,0.995379,4583,4,-0.96091,0.93835,0.93856,0.99901,20330,0,-0.96091,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
