"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","replicate1","replicate2","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","Pathway"
"RPS27",6232,4,0.90512,0.90494,0.998285,20111,0,-0.24427,0.082487,0.1729,0.990367,3923,2,-0.24427,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS27A",6233,5,0.14328,0.32397,0.995379,6888,1,-0.17289,0.16345,0.30359,0.990367,6422,2,-0.17289,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS27L",51065,6,0.896,0.9285,0.998285,20022,1,0.99358,0.21329,0.38953,0.990367,7832,3,0.99358,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS28",6234,5,0.10309,0.25816,0.995379,5458,4,-1.9481,0.9477,0.9479,0.99901,20545,0,-1.9481,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS29",6235,6,0.057941,0.18087,0.995379,3647,3,-2.2441,0.43814,0.58619,0.990367,12389,2,-2.2441,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS3",6188,6,0.93557,0.94553,0.998806,20479,1,1.6259,0.028679,0.08615,0.990367,1736,3,1.6259,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS3A",6189,5,0.33195,0.5504,0.995379,11759,3,-0.73074,0.37946,0.52127,0.990367,11194,1,-0.73074,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS4X",6191,5,0.24961,0.45499,0.995379,10074,3,-0.71862,0.96789,0.96805,0.999983,20967,0,-0.71862,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS4Y1",6192,6,0.35703,0.59221,0.995379,12292,2,0.10562,0.7262,0.762,0.992015,16480,1,0.10562,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS4Y2",140032,6,0.29995,0.53991,0.995379,11103,3,-0.59129,0.6281,0.71363,0.991961,15229,1,-0.59129,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS5",6193,6,0.11763,0.29188,0.995379,6019,3,-1.6496,0.014215,0.048406,0.990367,981,2,-1.6496,0,0,"MedConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"RPS6",6194,6,0.45409,0.67879,0.995579,14208,3,-0.24371,0.71263,0.75458,0.992015,16289,1,-0.24371,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RPS6KA1",6195,6,0.4526,0.67747,0.995579,14180,3,-0.38065,0.14572,0.29152,0.990367,5940,1,-0.38065,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RPS6KA2",6196,6,0.21272,0.44305,0.995379,9070,3,-0.14961,0.32208,0.48575,0.990367,10118,2,-0.14961,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RPS6KA3",6197,6,0.018868,0.070953,0.995379,1459,3,-0.26114,0.10101,0.22373,0.990367,4491,3,-0.26114,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RPS6KA4",8986,6,0.9756,0.97573,0.999727,21166,0,1.4634,0.034166,0.099852,0.990367,2000,4,1.4634,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RPS6KA5",9252,5,0.050265,0.14494,0.995379,3266,2,-0.32066,0.74057,0.74873,0.992015,16697,1,-0.32066,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RPS6KA6",27330,6,0.043652,0.14289,0.995379,2908,4,-2.3671,0.69241,0.74386,0.992015,16008,1,-2.3671,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RPS6KB1",6198,6,0.49795,0.71698,0.995579,14986,2,0.59048,0.11261,0.24155,0.990367,4906,3,0.59048,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RPS6KB2",6199,6,0.044914,0.1463,0.995379,2983,3,-1.6988,0.090156,0.20683,0.990367,4147,3,-1.6988,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RPS6KC1",26750,6,0.0070649,0.032661,0.989847,652,2,0.92503,0.2055,0.37854,0.990367,7615,3,0.92503,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPS6KL1",83694,6,0.8202,0.90448,0.998285,19331,2,0.30148,0.64124,0.71943,0.992015,15381,1,0.30148,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPS7",6201,5,0.0012719,0.0056609,0.877192,142,5,-3.6285,0.99873,0.99874,0.999983,21658,0,-3.6285,0.5,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS8",6202,5,0.41096,0.62844,0.995379,13396,2,0.1547,0.19184,0.33179,0.990367,7216,2,0.1547,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS9",6203,6,0.34338,0.57988,0.995379,12021,3,-0.6789,0.10887,0.23578,0.990367,4774,3,-0.6789,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPSA",3921,4,0.49651,0.64983,0.995379,14958,2,-0.50232,0.12383,0.22267,0.990367,5232,2,-0.50232,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPTN",126638,6,0.014568,0.057508,0.991427,1195,4,-4.4861,0.79968,0.80892,0.992362,17624,1,-4.4861,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPTOR",57521,4,0.43502,0.59684,0.995379,13851,2,-0.50232,0.49588,0.54924,0.990367,13481,1,-0.50232,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RPUSD1",113000,6,0.15088,0.34736,0.995379,7139,3,-0.95924,0.41673,0.56733,0.990367,11983,1,-0.95924,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPUSD2",27079,6,0.27947,0.52092,0.995379,10679,3,-0.31711,0.69722,0.74634,0.992015,16082,1,-0.31711,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPUSD3",285367,6,0.16218,0.36561,0.995379,7510,3,-0.53705,0.29589,0.46355,0.990367,9596,1,-0.53705,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPUSD4",84881,6,0.52771,0.74271,0.995579,15509,2,0.026778,0.33375,0.49566,0.990367,10322,2,0.026778,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RRAD",6236,5,0.33798,0.55717,0.995379,11889,2,0.36711,0.13409,0.27087,0.990367,5571,3,0.36711,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RRAGA",10670,6,0.41219,0.6418,0.995379,13411,2,2.4688,0.0082227,0.032079,0.973334,647,4,2.4688,0,0,"MedConf","No","MedConf","No","MedConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Autophagy - animal"
"RRAGB",10325,6,0.32886,0.56672,0.995379,11707,3,-0.26773,0.44691,0.59405,0.990367,12550,2,-0.26773,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RRAGC",64121,6,0.023082,0.083965,0.995379,1728,5,-1.5488,0.98534,0.98547,0.999983,21360,0,-1.5488,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RRAGD",58528,6,0.61039,0.78747,0.99581,16618,2,0.062143,0.80534,0.81308,0.992362,17726,1,0.062143,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RRAS",6237,6,0.22246,0.4573,0.995379,9353,3,-0.38189,0.937,0.93722,0.99901,20303,0,-0.38189,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RRAS2",22800,6,0.039453,0.1313,0.995379,2667,4,-4.2292,0.039952,0.11411,0.990367,2247,2,-4.2292,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RRBP1",6238,5,0.06302,0.17386,0.995379,3920,3,-1.2314,0.0909,0.19717,0.990367,4170,2,-1.2314,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RREB1",6239,6,0.068461,0.20449,0.995379,4147,2,-0.05557,0.9161,0.91632,0.99901,19869,0,-0.05557,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RRH",10692,6,0.55465,0.7608,0.99581,15944,2,0.029504,0.021677,0.068199,0.990367,1370,2,0.029504,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RRM1",6240,5,0.68557,0.80984,0.99581,17537,1,1.3196,0.021605,0.066831,0.990367,1367,3,1.3196,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RRM2",6241,6,0.047068,0.15212,0.995379,3099,4,-2.8159,0.76631,0.78612,0.992015,17073,1,-2.8159,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RRM2B",50484,6,0.012355,0.050401,0.989847,1046,1,1.4445,0.090735,0.20775,0.990367,4160,3,1.4445,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RRN3",54700,5,0.18495,0.3765,0.995379,8231,2,0.33786,0.027236,0.080048,0.990367,1662,3,0.33786,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RRNAD1",51093,6,0.41983,0.64858,0.995379,13549,3,-0.28758,0.44289,0.59049,0.990367,12481,2,-0.28758,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RRP1",8568,6,0.42334,0.65171,0.995379,13639,2,-0.062633,0.66229,0.72913,0.992015,15612,1,-0.062633,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RRP12",23223,6,0.79493,0.88848,0.998011,18989,1,1.7357,0.024215,0.074792,0.990367,1512,4,1.7357,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RRP15",51018,6,0.086613,0.23755,0.995379,4855,4,-2.2734,0.92388,0.92408,0.99901,20012,0,-2.2734,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RRP1B",23076,5,0.024417,0.083203,0.995379,1804,3,-2.6881,0.66966,0.69827,0.991961,15682,1,-2.6881,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RRP36",88745,6,0.38981,0.62186,0.995379,12977,3,-0.43999,0.057108,0.15444,0.990367,3057,2,-0.43999,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RRP7A",27341,6,0.53937,0.75254,0.99581,15722,3,-0.26619,0.37938,0.53483,0.990367,11191,2,-0.26619,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RRP8",23378,6,0.10477,0.26976,0.995379,5531,2,-0.024932,0.14716,0.29365,0.990367,5981,2,-0.024932,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RRP9",9136,6,0.30383,0.54349,0.995379,11163,3,-0.080675,0.28275,0.45251,0.990367,9332,2,-0.080675,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RRS1",23212,5,0.67716,0.80371,0.99581,17439,1,-0.25277,0.095521,0.20525,0.990367,4320,2,-0.25277,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RS1",6247,6,0.50539,0.72347,0.995579,15098,1,0.45673,0.85761,0.8576,0.994699,18700,1,0.45673,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSAD1",55316,6,0.97478,0.9749,0.999727,21141,0,1.4659,0.037281,0.10756,0.990367,2115,4,1.4659,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSAD2",91543,6,0.18963,0.4083,0.995379,8372,4,-0.55889,0.42241,0.57237,0.990367,12086,1,-0.55889,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSBN1",54665,6,0.11148,0.28137,0.995379,5787,3,0.024872,0.19678,0.36614,0.990367,7381,2,0.024872,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSBN1L",222194,5,0.26531,0.47359,0.995379,10401,2,0.11654,0.72033,0.73329,0.992015,16398,1,0.11654,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSC1A1",6248,6,0.35703,0.59221,0.995379,12295,1,1.8776,0.011288,0.040512,0.977604,847,4,1.8776,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"RSF1",51773,6,0.13356,0.31877,0.995379,6563,3,-1.0081,0.858,0.85799,0.994699,18711,1,-1.0081,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSG1",79363,6,0.24633,0.48975,0.995379,10007,3,0.32791,0.19584,0.36477,0.990367,7353,3,0.32791,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSL1D1",26156,6,0.49795,0.71698,0.995579,14989,2,0.20635,0.75173,0.77697,0.992015,16852,1,0.20635,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSL24D1",51187,6,0.1505,0.34673,0.995379,7110,4,-1.3388,0.070848,0.17643,0.990367,3519,2,-1.3388,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RSPH1",89765,6,0.013488,0.054075,0.991427,1120,4,-2.359,0.64919,0.72305,0.992015,15463,1,-2.359,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSPH10B",222967,6,0.49249,0.71214,0.995579,14914,2,0.46425,0.023775,0.073649,0.990367,1483,2,0.46425,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSPH10B2",728194,6,0.013914,0.055438,0.991427,1145,4,-3.6348,0.80871,0.81561,0.992455,17798,1,-3.6348,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSPH3",83861,6,0.96591,0.9661,0.999018,20978,1,0.75294,0.1942,0.36244,0.990367,7301,3,0.75294,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSPH4A",345895,6,0.33421,0.57158,0.995379,11811,3,0.14797,0.087626,0.20287,0.990367,4072,3,0.14797,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSPH6A",81492,6,0.78803,0.88427,0.997824,18911,2,-0.024506,0.87793,0.87796,0.997337,19087,0,-0.024506,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSPH9",221421,6,0.053077,0.16809,0.995379,3407,2,1.4573,0.01404,0.047928,0.990367,972,3,1.4573,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"RSPO1",284654,6,0.23962,0.48212,0.995379,9844,3,-0.55041,0.93632,0.93653,0.99901,20284,0,-0.55041,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSPO2",340419,6,0.7574,0.86584,0.995987,18511,1,1.3816,0.10173,0.22482,0.990367,4517,3,1.3816,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSPO3",84870,6,0.60402,0.78436,0.99581,16548,1,0.34757,0.82244,0.82646,0.993104,18027,1,0.34757,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSPO4",343637,6,0.57129,0.76856,0.99581,16129,2,0.81661,0.072633,0.17924,0.990367,3585,3,0.81661,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSPRY1",89970,6,0.35829,0.59332,0.995379,12332,3,0.0075808,0.4278,0.57708,0.990367,12191,2,0.0075808,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSRC1",51319,6,0.087023,0.2383,0.995379,4866,4,-1.1302,0.09415,0.21303,0.990367,4283,2,-1.1302,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSRC2",65117,6,0.2377,0.47942,0.995379,9777,1,0.76203,0.027935,0.084228,0.990367,1696,2,0.76203,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RSU1",6251,6,0.3053,0.54487,0.995379,11197,2,0.9679,0.15937,0.3118,0.990367,6312,3,0.9679,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTBDN",83546,6,0.14895,0.34418,0.995379,7058,3,0.51387,0.010658,0.03882,0.973334,811,3,0.51387,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"RTCA",8634,6,0.034481,0.1173,0.995379,2385,5,-1.6736,0.54423,0.67999,0.990991,14335,1,-1.6736,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTCB",51493,4,0.20362,0.38546,0.995379,8792,2,-2.0861,0.54571,0.58132,0.990367,14351,1,-2.0861,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTEL1",51750,5,0.51913,0.69605,0.995579,15360,2,0.01324,0.18561,0.32565,0.990367,7035,2,0.01324,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTF1",23168,6,0.86838,0.9195,0.998285,19753,1,1.2844,0.043235,0.12198,0.990367,2428,4,1.2844,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTFDC1",51507,6,0.68852,0.82746,0.99581,17576,2,0.13985,0.025449,0.077929,0.990367,1577,3,0.13985,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTKN",6242,6,0.97957,0.97971,0.999727,21250,0,0.61331,0.41522,0.56598,0.990367,11945,2,0.61331,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTKN2",219790,6,0.33619,0.57339,0.995379,11834,2,1.7631,0.0081028,0.031727,0.973334,642,4,1.7631,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"RTL1",388015,6,0.010875,0.045655,0.989847,927,3,-1.2405,0.87932,0.87937,0.997337,19125,0,-1.2405,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTN1",6252,6,0.36985,0.60383,0.995379,12569,2,0.37079,0.30788,0.47364,0.990367,9865,2,0.37079,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTN2",6253,5,0.97459,0.97467,0.999727,21136,0,1.3072,0.094316,0.20314,0.990367,4291,3,1.3072,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTN3",10313,6,0.94007,0.94802,0.998806,20547,1,0.63247,0.27592,0.44688,0.990367,9187,2,0.63247,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTN4",57142,6,0.031179,0.10787,0.995379,2179,4,-3.4426,0.87137,0.87139,0.996649,18966,0,-3.4426,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTN4IP1",84816,6,0.31135,0.55056,0.995379,11323,3,-0.4856,0.2294,0.40793,0.990367,8260,2,-0.4856,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTN4R",65078,6,0.16262,0.36632,0.995379,7525,2,0.77376,0.90005,0.9002,0.99901,19528,0,0.77376,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTN4RL1",146760,5,0.11345,0.27879,0.995379,5858,4,-0.53321,0.70924,0.72526,0.992015,16241,1,-0.53321,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTN4RL2",349667,6,0.10183,0.26453,0.995379,5407,3,-0.52605,0.089356,0.20559,0.990367,4121,3,-0.52605,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTP1",132112,6,0.56093,0.76365,0.99581,16011,1,1.0063,0.34762,0.50755,0.990367,10604,2,1.0063,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTP2",344892,6,0.062004,0.19123,0.995379,3872,3,-0.16575,0.77559,0.79225,0.992015,17211,1,-0.16575,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTP3",83597,6,0.12385,0.30238,0.995379,6248,3,-0.65777,0.28493,0.45434,0.990367,9374,2,-0.65777,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTP4",64108,6,0.077022,0.2203,0.995379,4496,3,0.11543,0.47952,0.62319,0.990367,13171,2,0.11543,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RTTN",25914,6,0.92785,0.94164,0.998806,20367,1,1.7657,0.030088,0.08966,0.990367,1807,4,1.7657,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RUFY1",80230,6,0.086286,0.237,0.995379,4841,3,-1.1631,0.41382,0.56477,0.990367,11919,2,-1.1631,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RUFY2",55680,6,0.81084,0.89851,0.998035,19204,1,1.8651,0.017863,0.058089,0.990367,1175,3,1.8651,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RUFY3",22902,5,0.60635,0.75405,0.99581,16578,2,-0.32864,0.84978,0.84969,0.99405,18539,0,-0.32864,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RUNDC1",146923,6,0.35771,0.5928,0.995379,12323,3,0.046211,0.21107,0.38639,0.990367,7768,2,0.046211,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RUNDC3A",10900,6,0.49659,0.71576,0.995579,14959,2,0.48613,0.39097,0.54492,0.990367,11440,2,0.48613,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RUNDC3B",154661,6,0.067462,0.20264,0.995379,4105,2,0.1404,0.9182,0.91842,0.99901,19903,0,0.1404,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RUNX1",861,5,0.099476,0.25093,0.995379,5333,4,-1.5203,0.017632,0.05565,0.990367,1165,1,-1.5203,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RUNX1T1",862,6,0.84048,0.91195,0.998285,19515,1,0.93818,0.16913,0.32618,0.990367,6592,2,0.93818,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RUNX2",860,6,0.32754,0.56549,0.995379,11672,2,2.3198,0.015232,0.051127,0.990367,1035,4,2.3198,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RUNX3",864,6,0.38727,0.61957,0.995379,12928,1,1.1392,0.044363,0.12471,0.990367,2478,2,1.1392,0,0,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0",NA
"RUSC1",23623,6,0.17834,0.39095,0.995379,8029,4,-1.6608,0.069988,0.17501,0.990367,3488,2,-1.6608,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RUSC2",9853,6,0.28009,0.5215,0.995379,10690,2,0.078968,0.15602,0.30678,0.990367,6220,1,0.078968,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RUVBL1",8607,5,0.085141,0.22143,0.995379,4799,3,-1.7946,0.83417,0.83427,0.993208,18251,0,-1.7946,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RUVBL2",10856,6,0.59372,0.77935,0.99581,16415,2,0.55168,0.88129,0.88137,0.997849,19160,0,0.55168,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RWDD1",51389,6,0.038733,0.12928,0.995379,2634,5,-0.98657,0.39059,0.54458,0.990367,11429,1,-0.98657,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
