"GeneSymbol","EntrezID","sgRNA","CRISPR.beta","CRISPR.z","CRISPR.p.value","CRISPR.fdr","CRISPR.wald.p.value","CRISPR.wald.fdr","replicate1","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","Pathway"
"SLC16A3",9123,6,0.32922,0.45706,0.75683,0.99455,0.64763,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC16A4",9122,6,0.017198,0.047499,0.39157,0.97543,0.96212,0.99112,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC16A5",9121,6,0.14436,0.41633,0.69632,0.9938,0.67717,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC16A6",9120,6,0.19846,0.54366,0.85058,0.99688,0.58668,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC16A7",9194,6,0.14533,0.19491,0.69908,0.9938,0.84547,0.96673,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC16A8",23539,6,0.37297,1.1373,0.63318,0.99122,0.25542,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC16A9",220963,6,0.48837,0.75676,0.35129,0.97257,0.44919,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC17A1",6568,6,0.83073,1.2532,0.023045,0.54171,0.21014,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SLC17A2",10246,6,0.32156,0.71464,0.77955,0.99598,0.47483,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC17A3",10786,6,0.43236,0.90464,0.47643,0.98191,0.36566,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC17A4",10050,6,0.53178,1.1024,0.2717,0.95663,0.27027,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC17A5",26503,6,0.058517,0.13185,0.47772,0.98191,0.8951,0.9764,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC17A6",57084,6,0.52971,1.1498,0.27497,0.95663,0.25023,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC17A7",57030,6,-0.012145,-0.042149,0.33359,0.97058,0.96638,0.99231,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC17A8",246213,6,0.47401,0.94316,0.38001,0.97543,0.3456,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC17A9",63910,6,0.15862,0.40289,0.73605,0.9938,0.68703,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC18A1",6570,6,0.7516,1.1377,0.050283,0.70798,0.25525,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC18A2",6571,6,0.28819,0.7508,0.87819,0.9983,0.45277,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC18A3",6572,6,0.3536,0.57424,0.68558,0.9938,0.56581,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC18B1",116843,6,0.37664,0.5968,0.6223,0.98967,0.55064,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC19A1",6573,6,0.017794,0.053618,0.39236,0.97543,0.95724,0.98896,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC19A2",10560,6,0.30458,0.80684,0.82753,0.99668,0.41976,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC19A3",80704,6,0.4551,0.8485,0.42057,0.97594,0.39616,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC1A1",6505,6,0.19796,0.48584,0.84887,0.99688,0.62708,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC1A2",6506,6,0.36966,0.8804,0.64221,0.99266,0.37864,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC1A3",6507,6,0.50907,0.95497,0.31345,0.96945,0.3396,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC1A4",6509,6,0.32327,0.53079,0.77412,0.99598,0.59556,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC1A5",6510,6,0.42659,0.92822,0.49053,0.98209,0.35329,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC1A6",6511,6,0.42094,0.9545,0.50491,0.98209,0.33983,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC1A7",6512,6,-0.043517,-0.11626,0.28059,0.95663,0.90745,0.97806,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC20A1",6574,6,0.70603,1.2547,0.074711,0.78347,0.2096,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC20A2",6575,6,0.52665,0.80409,0.28018,0.95663,0.42135,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A1",6580,6,0.33912,0.58112,0.7278,0.9938,0.56116,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC22A10",387775,6,0.35144,0.80974,0.69203,0.9938,0.41809,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A11",55867,6,0.45922,1.4189,0.41126,0.97594,0.15592,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A12",116085,6,0.023266,0.066257,0.40245,0.97543,0.94717,0.98692,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A13",9390,6,0.33532,0.86812,0.73886,0.9938,0.38533,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A14",9389,6,0.47943,0.92881,0.36881,0.97382,0.35299,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A15",55356,6,0.35743,0.61273,0.67636,0.9938,0.54005,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A16",85413,6,0.59046,0.9717,0.18182,0.91314,0.3312,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A17",51310,6,-0.29542,-0.84753,0.052311,0.71563,0.3967,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A18",5002,6,0.42468,0.97308,0.49541,0.98209,0.33051,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A18AS",5003,6,0.15709,0.3948,0.73148,0.9938,0.69299,0.94503,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A2",6582,6,0.53187,1.0005,0.27156,0.95663,0.31708,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A23",63027,6,0.24068,0.67249,0.97944,0.9993,0.50127,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A24",283238,6,0.64061,0.83953,0.12711,0.86855,0.40117,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A25",387601,6,0.10415,0.25787,0.5893,0.98885,0.79651,0.95592,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A3",6581,6,0.68553,0.86692,0.088722,0.80339,0.38599,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A31",146429,6,0.36223,0.89808,0.66295,0.9938,0.36914,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A4",6583,6,0.39652,1.0077,0.56658,0.98716,0.31361,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A5",6584,6,0.21761,0.71463,0.90764,0.99913,0.47484,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A6",9356,6,0.33358,0.79954,0.74411,0.9938,0.42398,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A7",10864,6,0.48054,0.8985,0.36664,0.97382,0.36892,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC22A8",9376,6,0.20043,0.49363,0.85616,0.99732,0.62157,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC22A9",114571,6,0.25668,0.67622,0.97405,0.9993,0.4989,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC23A1",9963,6,0.27275,0.75219,0.92469,0.99913,0.45194,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC23A2",9962,6,0.28344,0.73669,0.89257,0.99835,0.46131,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC23A3",151295,6,0.37126,0.72868,0.63774,0.99199,0.4662,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC24A1",9187,6,0.0062703,0.021113,0.36895,0.97382,0.98316,0.9965,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC24A2",25769,6,0.19031,0.50805,0.82735,0.99668,0.61142,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC24A3",57419,6,0.47138,0.75787,0.3854,0.97543,0.44853,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC24A4",123041,6,0.65246,1.0862,0.11568,0.85428,0.2774,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC24A5",283652,6,0.57988,1.0846,0.19657,0.91985,0.2781,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A1",6576,6,-0.065435,-0.13091,0.24579,0.9507,0.89585,0.97647,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A10",1468,6,0.27689,0.79035,0.91317,0.99913,0.42932,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC25A11",8402,6,0.13817,0.283,0.6794,0.9938,0.77718,0.95291,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A12",8604,6,0.41094,0.78927,0.53141,0.98209,0.42995,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A13",10165,6,0.46404,1.0498,0.4007,0.97543,0.29381,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A14",9016,6,0.14919,0.33846,0.70844,0.9938,0.73502,0.94754,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A15",10166,6,0.22553,0.48972,0.9328,0.99913,0.62433,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A16",8034,6,0.38489,0.87204,0.59985,0.98885,0.38319,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A17",10478,6,0.15406,0.55836,0.72346,0.9938,0.5766,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC25A18",83733,6,0.17859,0.46313,0.79338,0.99598,0.64327,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A19",60386,6,-0.10419,-0.27181,0.19422,0.91985,0.78577,0.95343,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A2",83884,6,0.37295,1.0101,0.63322,0.99122,0.31245,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A20",788,6,0.1274,0.2629,0.6488,0.9938,0.79263,0.95497,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A21",89874,6,0.40589,0.75176,0.54381,0.98209,0.45219,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A22",79751,6,0.0042486,0.014476,0.36517,0.97382,0.98845,0.99765,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A23",79085,6,0.29886,0.73582,0.84519,0.99688,0.46184,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A24",29957,6,0.45327,0.84068,0.42425,0.97594,0.40053,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A25",114789,6,0.79021,1.114,0.03406,0.62781,0.26526,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SLC25A26",115286,6,-0.26197,-0.8473,0.068074,0.77059,0.39683,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A27",9481,6,0.3117,0.69622,0.8073,0.99668,0.48629,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A28",81894,6,0.057998,0.14285,0.47675,0.98191,0.88641,0.97527,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A29",123096,6,0.26955,0.75064,0.93465,0.99913,0.45287,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A3",5250,6,0.039077,0.097671,0.43508,0.97974,0.92219,0.98067,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A30",253512,6,0.19552,0.67392,0.84214,0.99668,0.50036,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A31",83447,6,0.18733,0.38557,0.81878,0.99668,0.69981,0.94531,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC25A32",81034,6,0.95462,1.0106,0.007236,0.37972,0.31223,0.94395,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SLC25A33",84275,6,0.30361,0.54132,0.83085,0.99668,0.58829,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A34",284723,6,0.19596,0.44039,0.84339,0.99673,0.65965,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A35",399512,5,0.50561,1.2766,0.35936,0.97382,0.20175,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A36",55186,6,0.14106,0.50412,0.68807,0.9938,0.61418,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A37",51312,6,0.16138,0.62324,0.74453,0.9938,0.53312,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A38",54977,6,0.48958,0.79994,0.3494,0.97257,0.42374,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A39",51629,6,0.41853,1.0192,0.51122,0.98209,0.30809,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A4",291,6,0.12804,0.40371,0.65055,0.9938,0.68642,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC25A40",55972,6,0.49278,1.2292,0.34313,0.97156,0.219,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A41",284427,6,0.29675,0.4199,0.85205,0.99688,0.67456,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A42",284439,6,0.17059,0.52302,0.77015,0.99512,0.60096,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A43",203427,6,0.51502,0.95272,0.3023,0.96525,0.34073,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A44",9673,6,0.010893,0.032621,0.37867,0.97543,0.97398,0.99389,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A45",283130,6,0.69452,1.1341,0.082915,0.79788,0.25675,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A46",91137,6,-0.327,-1.0511,0.040881,0.6585,0.2932,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SLC25A47",283600,6,0.42342,0.7472,0.4985,0.98209,0.45494,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A48",153328,6,0.25309,0.4354,0.98456,0.9993,0.66327,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A5",292,6,0.26043,0.66465,0.96258,0.9993,0.50627,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC25A51",92014,6,0.11867,0.16659,0.62483,0.99024,0.86769,0.9702,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A52",147407,6,-0.075413,-0.12313,0.23137,0.94699,0.90201,0.97683,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A53",401612,6,0.20892,0.69189,0.88164,0.9983,0.48901,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC26A1",10861,6,0.081422,0.25954,0.531,0.98209,0.79522,0.95542,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC26A10",65012,6,0.27231,0.77668,0.92589,0.99913,0.43735,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC26A11",284129,6,0.52057,0.99036,0.29082,0.96132,0.322,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC26A2",1836,6,0.079941,0.16159,0.528,0.98209,0.87163,0.97166,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC26A3",1811,6,0.094341,0.27683,0.56386,0.98653,0.78191,0.95305,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC26A4",5172,6,-0.087962,-0.25038,0.21413,0.93397,0.8023,0.95791,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC26A5",375611,6,0.29793,0.679,0.84814,0.99688,0.49714,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC26A6",65010,6,-0.01416,-0.043488,0.32995,0.97019,0.96531,0.9921,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC26A7",115111,6,0.74644,1.2744,0.052219,0.71563,0.20253,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC26A8",116369,6,0.3609,1.0669,0.66691,0.9938,0.286,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC26A9",115019,6,0.024098,0.049465,0.4042,0.97543,0.96055,0.99058,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC27A1",376497,6,0.0000719,0.00023237,0.35645,0.97353,0.99981,0.99997,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC27A2",11001,6,0.090796,0.12372,0.55418,0.98372,0.90154,0.97683,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC27A3",11000,6,0.45151,1.196,0.42849,0.97791,0.23168,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC27A4",10999,6,0.22344,0.5633,0.92557,0.99913,0.57323,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC27A5",10998,6,0.046953,0.11394,0.45154,0.98007,0.90928,0.97806,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC27A6",28965,6,0.072418,0.28001,0.50966,0.98209,0.77947,0.95305,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC28A1",9154,6,0.38323,0.6801,0.60432,0.98945,0.49644,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC28A2",9153,6,0.59431,0.97799,0.1762,0.90935,0.32808,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC28A3",64078,6,0.46141,0.84827,0.40595,0.97543,0.39629,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC29A1",2030,6,0.29257,0.55858,0.86523,0.9983,0.57645,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC29A2",3177,6,0.078854,0.16202,0.52551,0.98209,0.87129,0.97155,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC29A3",55315,6,0.71832,1.022,0.06683,0.7676,0.30679,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC29A4",222962,6,0.16357,0.30841,0.75024,0.9938,0.75777,0.95003,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A1",6513,6,-0.10921,-0.32191,0.18795,0.91657,0.74752,0.94916,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC2A10",81031,6,0.4138,0.75263,0.52413,0.98209,0.45167,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A11",66035,6,0.065796,0.16779,0.49491,0.98209,0.86675,0.9702,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A12",154091,6,0.0015792,0.0044491,0.3595,0.97382,0.99645,0.99975,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A13",114134,6,0.21123,0.57108,0.88833,0.9983,0.56794,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A14",144195,6,0.32001,0.62636,0.78324,0.99598,0.53108,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A2",6514,6,0.40171,0.79538,0.55409,0.98364,0.42639,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC2A3",6515,6,0.4018,0.79118,0.55386,0.98355,0.42884,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A4",6517,6,-0.062484,-0.17614,0.25013,0.95129,0.86018,0.97006,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC2A4RG",56731,6,0.39977,0.82972,0.55837,0.98432,0.4067,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A5",6518,6,0.18722,0.36052,0.81818,0.99668,0.71846,0.94548,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC2A6",11182,6,0.41944,0.874,0.50919,0.98209,0.38212,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A7",155184,6,0.077057,0.14976,0.52118,0.98209,0.88096,0.97369,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A8",29988,6,0.081991,0.19705,0.53242,0.98209,0.84379,0.96639,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A9",56606,6,0.62427,1.0795,0.14278,0.8848,0.28036,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC30A1",7779,6,0.56189,1.1849,0.22284,0.9392,0.23607,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC30A10",55532,6,0.54987,1.17,0.24165,0.9507,0.242,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC30A2",7780,6,-0.10897,-0.30288,0.18827,0.91657,0.76198,0.95045,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC30A3",7781,6,0.13701,0.29567,0.67627,0.9938,0.76748,0.95084,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC30A4",7782,6,0.40973,0.8497,0.53487,0.98209,0.39549,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC30A5",64924,4,0.11093,0.22542,0.6635,0.9938,0.82165,0.96245,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC30A6",55676,6,0.57775,1.215,0.19947,0.91998,0.22438,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC30A7",148867,6,0.027492,0.092174,0.41149,0.97594,0.92656,0.98119,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC30A8",169026,6,0.24316,0.56343,0.98645,0.9993,0.57314,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC30A9",10463,6,0.44368,0.82838,0.44762,0.98007,0.40746,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC31A1",1317,6,0.19147,0.41277,0.83076,0.99668,0.67977,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC31A2",1318,6,0.14901,0.36836,0.70793,0.9938,0.7126,0.94548,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC32A1",140679,6,0.62561,0.91948,0.14163,0.8848,0.35784,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC33A1",9197,6,0.38932,0.80864,0.58695,0.98867,0.41872,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC34A1",6569,6,0.50277,0.6849,0.32465,0.96993,0.49341,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC34A2",10568,6,0.59678,1.0047,0.17233,0.90382,0.31504,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC34A3",142680,6,0.14653,0.41541,0.7024,0.9938,0.67784,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
