"GeneSymbol","EntrezID","SCORE","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","KEGG.5","KEGG.class.iteration5","Network.5","Network.class.iteration5","Pathway"
"Cebpd",12609,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cebpg",12611,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cel",12613,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Celsr1",12614,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cenpa",12615,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cenpb",12616,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cenpc1",12617,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cer1",12622,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Ces1g",12623,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cetn3",12626,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cfc1",12627,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cfh",12628,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Cfi",12630,1,"Yes",1,"No",1,"Yes",1,"No",1,"Yes",1,"No",1,"Yes",1,"No",1,"Yes",1,"No",1,"Complement and coagulation cascades"
"Cfl1",12631,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cfl2",12632,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cflar",12633,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Cftr",12638,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cga",12640,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Ch25h",12642,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Chad",12643,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Chat",12647,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Chd1",12648,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Chek1",12649,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Chkb",12651,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Chga",12652,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Chgb",12653,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Chil1",12654,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Chil3",12655,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Ovgp1",12659,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Chl1",12661,1,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,NA
"Chm",12662,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Chml",12663,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Chrd",12667,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Chrm1",12669,0,"No",0,"No",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Chrm3",12671,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Chrm4",12672,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Chuk",12675,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Vsx2",12677,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cidea",12683,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cideb",12684,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Elovl3",12686,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cirbp",12696,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cish",12700,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Socs3",12702,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Socs1",12703,0.5,"No",0.5,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"No",0.5,"Yes",1,"No",0.5,"Yes",1,NA
"Cit",12704,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cited1",12705,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Ckb",12709,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Ckm",12715,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Ckmt1",12716,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Coro1a",12721,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Clca3a1",12722,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Clcn1",12723,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Clcn2",12724,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Clcn3",12725,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Clcn4",12727,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Clcn5",12728,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Clns1a",12729,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Clcnka",12733,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cldn1",12737,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cldn2",12738,1,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,NA
"Cldn3",12739,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cldn4",12740,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cldn5",12741,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Clgn",12745,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Clk1",12747,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Clk2",12748,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Clk4",12750,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Tpp1",12751,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cln3",12752,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Clock",12753,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Clta",12757,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Clu",12759,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Cmah",12763,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cmas",12764,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cxcr2",12765,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Cxcr3",12766,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Cxcr4",12767,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Ccr1",12768,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Ccr9",12769,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Ccr1l1",12770,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Ccr3",12771,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Ccr2",12772,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Ccr4",12773,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Ccr5",12774,1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Cytokine-cytokine receptor interaction, Chemokine signaling pathway"
"Ccr7",12775,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Ccr8",12776,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Ccr10",12777,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Ackr3",12778,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Abcc2",12780,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cnbp",12785,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cnga1",12788,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cnga2",12789,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cnga3",12790,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cnih1",12793,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cnih2",12794,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Plk3",12795,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Camp",12796,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cnn1",12797,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cnn2",12798,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cnp",12799,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cnr1",12801,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cnr2",12802,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cntf",12803,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Cntfr",12804,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Cntn1",12805,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Hps3",12807,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cobl",12808,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Coch",12810,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Coil",12812,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Col10a1",12813,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col11a1",12814,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col11a2",12815,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col12a1",12816,0.5,"No",0.5,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Protein digestion and absorption"
"Col13a1",12817,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col14a1",12818,0.5,"No",0.5,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Protein digestion and absorption"
"Col15a1",12819,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col17a1",12821,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col18a1",12822,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col19a1",12823,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Col2a1",12824,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col3a1",12825,1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Protein digestion and absorption, Relaxin signaling pathway, AGE-RAGE signaling pathway in diabetic complications"
"Col4a1",12826,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col4a2",12827,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col4a3",12828,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col4a4",12829,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col4a5",12830,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col5a1",12831,1,"No",0.5,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Protein digestion and absorption"
"Col5a2",12832,0.5,"No",0.5,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Protein digestion and absorption"
"Col6a1",12833,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col6a2",12834,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col6a3",12835,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col7a1",12836,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col8a1",12837,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Col9a1",12839,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col9a2",12840,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col9a3",12841,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Col1a1",12842,0.5,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Yes",1,"Protein digestion and absorption, ECM-receptor interaction, Focal adhesion, PI3K-Akt signaling pathway, Relaxin signaling pathway, AGE-RAGE signaling pathway in diabetic complications"
"Col1a2",12843,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Comp",12845,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Comt",12846,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Copa",12847,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cops2",12848,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Coq7",12850,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cort",12854,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cox17",12856,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cox4i1",12857,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cox5a",12858,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cox5b",12859,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cox6a1",12861,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cox6a2",12862,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cox6c",12864,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cox7a1",12865,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cox7a2",12866,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cox7c",12867,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cox8a",12868,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cox8b",12869,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cp",12870,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cpa3",12873,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Cpd",12874,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cpe",12876,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cpeb1",12877,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cys1",12879,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cplx1",12889,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cplx2",12890,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cpne6",12891,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cpox",12892,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cpt1a",12894,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cpt1b",12895,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cpt2",12896,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Cr2",12902,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Crabp1",12903,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Crabp2",12904,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Cradd",12905,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Crat",12908,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Crcp",12909,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Creb1",12912,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Creb3",12913,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Crebbp",12914,0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Atf6b",12915,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Crem",12916,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Crh",12918,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Crhbp",12919,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Crhr1",12921,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Crhr2",12922,0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"Crip1",12925,0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,NA
"Bcar1",12927,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Crk",12928,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
"Crkl",12929,0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,NA
