"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","KEGG.5","KEGG.class.iteration5","Network.5","Network.class.iteration5","Pathway"
"SLC22A6",9356,6,0.75276,0.60129,0.732868,17781,2,-0.1005,0.80257,0.85783,1,16630,1,-0.1005,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC22A7",10864,6,0.53973,0.4187,0.587881,15353,2,0.22823,0.74588,0.80649,1,15654,1,0.22823,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC22A8",9376,6,0.14238,0.1174,0.359646,6838,3,-1.0865,0.52344,0.6996,1,13002,1,-1.0865,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC22A9",114571,6,0.02665,0.032641,0.329107,1910,4,-1.7623,0.12146,0.27513,1,5008,1,-1.7623,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC23A1",9963,6,0.39677,0.2947,0.494453,12902,3,0.39931,0.13584,0.30039,1,5459,3,0.39931,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC23A2",9962,6,0.020354,0.029192,0.329107,1566,4,-3.7492,0.3325,0.51242,1,9751,2,-3.7492,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC23A3",151295,6,0.31669,0.25051,0.471022,11344,1,0.86158,0.051842,0.15174,1,2704,2,0.86158,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC24A1",9187,6,0.16025,0.1251,0.361813,7445,3,-0.15159,0.41941,0.60799,1,11352,1,-0.15159,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC24A2",25769,6,0.91858,0.79128,0.887092,19384,1,0.70313,0.61977,0.7371,1,13968,1,0.70313,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC24A3",57419,6,0.21031,0.16624,0.403718,8926,3,-0.4358,0.64503,0.74814,1,14261,1,-0.4358,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC24A4",123041,6,0.94953,0.84315,0.928117,19753,1,0.84096,0.2656,0.44412,1,8498,2,0.84096,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC24A5",283652,6,0.053822,0.057576,0.329107,3444,3,-1.0032,0.67328,0.75621,1,14614,1,-1.0032,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A1",6576,6,0.21787,0.17733,0.418657,9134,3,-0.89075,0.40142,0.58331,1,11013,1,-0.89075,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A10",1468,6,0.9211,0.79634,0.891511,19419,1,2.7243,0.00091219,0.009087,1,71,4,2.7243,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"SLC25A11",8402,6,0.0030611,0.0016469,0.107324,302,4,-2.8932,0.69582,0.76736,1,14916,1,-2.8932,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A12",8604,6,0.064831,0.063206,0.330326,4040,5,-2.8827,0.9532,0.98151,1,19687,0,-2.8827,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A13",10165,6,0.94163,0.82612,0.91457,19645,1,1.1999,0.17932,0.36914,1,6712,3,1.1999,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A14",9016,6,0.14628,0.11854,0.359646,7004,2,1.0384,0.24296,0.43255,1,8025,2,1.0384,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A15",10166,6,0.086926,0.078239,0.33459,4917,4,-1.6711,0.4523,0.64586,1,11978,2,-1.6711,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A16",8034,6,0.21512,0.17191,0.411142,9061,3,-0.12337,0.20742,0.40418,1,7323,2,-0.12337,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A17",10478,6,0.98307,0.93446,0.998605,20338,0,0.7268,0.60732,0.72903,1,13827,1,0.7268,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC25A18",83733,6,0.56431,0.44803,0.613729,15722,2,0.31558,0.081319,0.19043,1,3708,1,0.31558,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A19",60386,6,0.040341,0.052483,0.329107,2710,4,-2.741,0.37552,0.55845,1,10538,1,-2.741,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A2",83884,6,0.18481,0.14172,0.374342,8168,2,1.0516,0.082781,0.19222,1,3746,2,1.0516,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A20",788,6,0.74539,0.5917,0.725379,17705,2,0.28282,0.53759,0.70369,1,13139,1,0.28282,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A21",89874,6,0.094153,0.08533,0.33459,5186,3,-0.49372,0.76502,0.82368,1,15967,1,-0.49372,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A22",79751,6,0.757,0.60567,0.737129,17828,2,0.0027153,0.61713,0.73503,1,13937,1,0.0027153,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A23",79085,6,0.15705,0.12198,0.359646,7344,3,-0.6733,0.86821,0.91224,1,17968,0,-0.6733,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A24",29957,4,0.76831,0.57824,0.713235,17960,1,0.35877,0.098082,0.18868,1,4243,2,0.35877,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A25",114789,6,0.10561,0.088261,0.33459,5583,4,-2.2816,0.91272,0.95234,1,18815,0,-2.2816,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A26",115286,6,0.10628,0.088262,0.33459,5616,3,-2.1119,0.52389,0.6996,1,13008,1,-2.1119,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A27",9481,6,0.19583,0.14915,0.382018,8494,4,-0.98869,0.94588,0.97774,1,19527,0,-0.98869,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A28",81894,6,0.8759,0.74797,0.851654,19052,1,0.65654,0.55839,0.71071,1,13328,1,0.65654,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A29",123096,6,0.17022,0.13001,0.363988,7745,2,0.89977,0.046379,0.14588,1,2507,2,0.89977,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A3",5250,5,0.33224,0.24855,0.470634,11658,3,-2.0157,0.53773,0.64619,1,13141,1,-2.0157,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A30",253512,6,0.061407,0.061297,0.329107,3873,5,-0.98339,0.79984,0.8538,1,16586,1,-0.98339,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A31",83447,6,0.97001,0.89343,0.967561,20092,1,0.6862,0.0037691,0.026011,1,307,3,0.6862,"MedConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Necroptosis, Cellular senescence"
"SLC25A32",81034,6,0.050326,0.05653,0.329107,3245,5,-1.175,0.65962,0.74913,1,14443,1,-1.175,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A33",84275,6,0.40455,0.30029,0.497544,13033,3,-0.31217,0.77082,0.82666,1,16080,1,-0.31217,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A34",284723,6,0.67197,0.52258,0.671381,16858,2,1.3583,0.032532,0.11645,1,1895,4,1.3583,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A35",399512,5,0.11585,0.10213,0.35622,5934,4,-0.5783,0.97709,0.995,1,20190,0,-0.5783,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A36",55186,6,0.17562,0.13635,0.374268,7878,3,-0.29876,0.21015,0.40583,1,7383,1,-0.29876,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A37",51312,6,0.12339,0.10304,0.35622,6207,2,0.19069,0.023136,0.078534,1,1409,2,0.19069,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A38",54977,5,0.32889,0.24735,0.470634,11594,3,-0.53645,0.30165,0.46618,1,9189,1,-0.53645,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A39",51629,6,0.34027,0.26187,0.474827,11832,3,-0.42076,0.15007,0.32405,1,5903,1,-0.42076,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A4",291,6,0.99954,0.99882,1,20682,0,1.6784,0.019737,0.072646,1,1232,4,1.6784,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SLC25A40",55972,6,0.090715,0.079764,0.33459,5058,3,-1.3389,0.8527,0.8963,1,17646,0,-1.3389,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A41",284427,5,0.15939,0.1232,0.360988,7419,2,0.2297,0.45864,0.6138,1,12089,1,0.2297,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A42",284439,6,0.98494,0.93806,1,20375,0,1.1991,0.13452,0.29676,1,5415,3,1.1991,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A43",203427,6,0.062091,0.061678,0.329107,3902,3,-0.52829,0.75811,0.81656,1,15848,1,-0.52829,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A44",9673,6,0.67459,0.52433,0.672472,16884,2,0.74047,0.25968,0.44127,1,8374,2,0.74047,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A45",283130,6,0.81209,0.67227,0.787524,18479,2,1.016,0.18766,0.38369,1,6956,3,1.016,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A46",91137,5,0.082791,0.07259,0.33459,4757,3,-0.51613,0.6419,0.70634,1,14227,1,-0.51613,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A47",283600,6,0.55647,0.44093,0.607681,15615,2,0.94567,0.18062,0.37343,1,6756,2,0.94567,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A48",153328,6,0.22966,0.19642,0.442811,9475,4,-0.67231,0.040251,0.13233,1,2243,2,-0.67231,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A5",292,6,0.20444,0.15957,0.395811,8736,1,0.62882,0.48437,0.67988,1,12549,2,0.62882,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SLC25A51",92014,5,0.26569,0.20407,0.449869,10399,3,-0.62543,0.42251,0.59578,1,11407,1,-0.62543,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A52",147407,6,0.21826,0.1783,0.418797,9144,3,-0.62662,0.17536,0.36588,1,6601,1,-0.62662,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC25A53",401612,6,0.00059216,0.00057574,0.107324,68,6,-4.7931,0.99782,0.99991,1,20647,0,-4.7931,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC26A1",10861,6,0.16313,0.12559,0.361813,7534,1,0.51878,0.79995,0.85482,1,16588,1,0.51878,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC26A10",65012,6,0.73008,0.56925,0.704826,17531,1,0.73186,0.096774,0.2271,1,4191,2,0.73186,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC26A11",284129,6,0.16219,0.12559,0.361813,7491,3,-0.89909,0.50832,0.6976,1,12881,1,-0.89909,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC26A2",1836,6,0.32691,0.25816,0.473134,11543,3,-0.4556,0.82757,0.87489,1,17146,1,-0.4556,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC26A3",1811,6,0.11338,0.099637,0.35622,5854,3,-0.53036,0.32515,0.50751,1,9624,2,-0.53036,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC26A4",5172,6,0.45053,0.33525,0.523192,13862,2,0.11961,0.90396,0.94785,1,18635,0,0.11961,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC26A5",375611,6,0.18153,0.1405,0.374342,8084,3,-0.14325,0.64279,0.74814,1,14240,1,-0.14325,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC26A6",65010,6,0.42249,0.31344,0.507555,13383,3,0.065627,0.1449,0.31369,1,5723,2,0.065627,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC26A7",115111,6,0.94682,0.83964,0.925801,19714,1,1.5155,0.037475,0.12404,1,2118,3,1.5155,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC26A8",116369,6,0.73489,0.57727,0.712558,17580,2,0.98679,0.30438,0.47666,1,9231,2,0.98679,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC26A9",115019,6,0.20049,0.1518,0.38355,8627,3,-0.90163,0.45212,0.64586,1,11973,1,-0.90163,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC27A1",376497,6,0.53767,0.41744,0.587015,15312,1,0.50133,0.48794,0.68371,1,12614,2,0.50133,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC27A2",11001,5,0.09372,0.081702,0.33459,5162,2,-0.69803,0.29741,0.46457,1,9097,2,-0.69803,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC27A3",11000,6,0.59852,0.46691,0.628207,16070,2,0.49948,0.19194,0.38643,1,7060,2,0.49948,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC27A4",10999,6,0.016802,0.028111,0.329107,1331,4,-3.5609,0.9635,0.98843,1,19899,0,-3.5609,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC27A5",10998,6,0.25819,0.22468,0.462088,10263,3,-0.15296,0.31802,0.49837,1,9497,2,-0.15296,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC27A6",28965,6,0.58688,0.46084,0.62336,15979,1,0.66679,0.41611,0.59998,1,11293,2,0.66679,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC28A1",9154,6,0.025215,0.031912,0.329107,1833,4,-2.8364,0.46372,0.65583,1,12183,2,-2.8364,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC28A2",9153,5,0.26733,0.20448,0.450264,10424,2,-0.080854,0.72196,0.77721,1,15280,1,-0.080854,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC28A3",64078,6,0.23625,0.20392,0.449862,9672,1,0.26515,0.22977,0.41909,1,7773,2,0.26515,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC29A1",2030,5,0.99209,0.97841,1,20528,0,1.3205,0.033872,0.099488,1,1953,3,1.3205,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC29A2",3177,6,0.99852,0.99589,1,20656,0,1.3626,0.030502,0.10637,1,1795,4,1.3626,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC29A3",55315,6,0.19466,0.1483,0.381783,8454,4,-0.95574,0.90888,0.94887,1,18746,0,-0.95574,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC29A4",222962,5,0.025365,0.028934,0.329107,1842,4,-1.4835,0.77552,0.82781,1,16166,1,-1.4835,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A1",6513,6,0.50106,0.37976,0.55516,14747,3,-0.12439,0.58764,0.71883,1,13631,1,-0.12439,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SLC2A10",81031,6,0.11956,0.10238,0.35622,6070,4,-1.005,0.71511,0.7835,1,15188,1,-1.005,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A11",66035,6,0.1219,0.10284,0.35622,6139,4,-1.2596,0.10472,0.23825,1,4466,1,-1.2596,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A12",154091,6,0.03906,0.052292,0.329107,2618,2,0.04083,0.096879,0.22784,1,4196,1,0.04083,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A13",114134,6,0.14127,0.11714,0.359646,6807,3,-0.84626,0.20164,0.39816,1,7225,1,-0.84626,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A14",144195,6,0.066461,0.064168,0.330403,4103,5,-0.52534,0.10523,0.23825,1,4483,1,-0.52534,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A2",6514,6,0.024466,0.031791,0.329107,1797,4,-2.8578,0.46892,0.661,1,12263,1,-2.8578,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SLC2A3",6515,6,0.0027955,0.0016054,0.107324,273,6,-2.034,0.9972,0.99984,1,20629,0,-2.034,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A4",6517,6,0.065732,0.063929,0.330403,4079,3,-1.281,0.54012,0.70468,1,13159,1,-1.281,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SLC2A4RG",56731,6,0.15324,0.12107,0.359646,7223,3,-0.66578,0.83933,0.88397,1,17400,0,-0.66578,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A5",6518,5,0.015019,0.024869,0.329107,1201,3,-2.4035,0.42942,0.60189,1,11524,1,-2.4035,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC2A6",11182,6,0.56271,0.44541,0.611377,15704,2,0.50184,0.85683,0.90075,1,17739,0,0.50184,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A7",155184,6,0.80706,0.66629,0.7837,18424,2,0.34543,0.027516,0.098139,1,1631,2,0.34543,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A8",29988,6,0.33175,0.25862,0.473134,11641,3,-0.044035,0.014081,0.056014,1,946,2,-0.044035,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC2A9",56606,6,0.42488,0.31703,0.511126,13428,2,0.89958,0.035634,0.12139,1,2033,2,0.89958,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC30A1",7779,6,0.0022082,0.0012836,0.107324,220,3,-2.3201,0.95291,0.9815,1,19680,0,-2.3201,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC30A10",55532,6,0.050413,0.05653,0.329107,3253,3,-0.53658,0.77924,0.83067,1,16229,1,-0.53658,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC30A2",7780,6,0.14929,0.11921,0.359646,7102,3,-0.070436,0.08823,0.21013,1,3920,3,-0.070436,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC30A3",7781,6,0.17848,0.13787,0.374342,7977,2,0.64965,0.53967,0.70369,1,13157,1,0.64965,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC30A4",7782,6,0.22327,0.19002,0.435763,9277,4,-0.4573,0.30927,0.48424,1,9315,1,-0.4573,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC30A5",64924,4,0.06238,0.052723,0.329107,3922,3,-3.4308,0.95458,0.98752,1,19712,0,-3.4308,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC30A6",55676,6,0.72983,0.56925,0.704826,17529,2,0.3782,0.20901,0.40583,1,7358,2,0.3782,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC30A7",148867,6,0.9298,0.80908,0.900944,19519,1,1.1574,0.31271,0.49186,1,9382,2,1.1574,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC30A8",169026,6,0.17571,0.13656,0.374268,7900,2,0.70242,0.1008,0.23365,1,4333,2,0.70242,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC30A9",10463,6,0.040376,0.052483,0.329107,2716,5,-2.7556,0.97204,0.99259,1,20068,0,-2.7556,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC31A1",1317,6,0.24336,0.21002,0.453224,9874,2,0.51349,0.28327,0.46026,1,8838,2,0.51349,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"SLC31A2",1318,6,0.0078402,0.0098017,0.286184,701,5,-2.8803,0.81015,0.86485,1,16771,1,-2.8803,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC32A1",140679,6,0.17164,0.13088,0.365122,7778,2,0.014761,0.28,0.45549,1,8774,2,0.014761,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC33A1",9197,6,0.056853,0.058523,0.329107,3610,3,-0.55876,0.26371,0.44218,1,8460,1,-0.55876,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC34A1",6569,6,0.1456,0.11828,0.359646,6976,3,-1.6548,0.36129,0.54698,1,10266,2,-1.6548,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"SLC34A2",10568,5,0.32821,0.24735,0.470634,11583,3,-0.54297,0.87929,0.92956,1,18163,0,-0.54297,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"SLC34A3",142680,6,0.96258,0.87129,0.949168,19959,1,0.38817,0.42192,0.61193,1,11393,2,0.38817,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
