"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","Pathway"
"SPATA25",128497,6,0.070283,0.54859,1,4378,5,-8.3297,0.97658,0.95872,1,20145,0,-8.3297,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA2L",124044,5,0.0056992,0.14722,1,594,4,-8.5401,0.66044,0.74664,1,13661,0,-8.5401,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"SPATA3",130560,6,0.085403,0.59239,1,5028,3,-7.1908,0.31969,0.43983,1,6545,0,-7.1908,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA31A1",647060,4,0.072544,0.45908,1,4475,2,-7.5641,0.67745,0.72248,1,14017,0,-7.5641,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA31A3",727830,2,0.91746,0.91025,1,19403,0,-5.7904,0.2954,0.39344,1,6035,0,-5.7904,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA31A5",727905,3,0.010769,0.12361,1,1002,2,-8.8012,0.027963,0.044418,1,592,1,-8.8012,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA31A6",389730,5,0.39847,0.84791,1,12994,3,-7.562,0.51848,0.67907,1,10732,0,-7.562,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA31A7",26165,2,0.76584,0.82299,1,17830,0,-5.8502,0.23067,0.34914,1,4724,0,-5.8502,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA31C1",441452,6,0.023777,0.33464,1,1884,5,-8.8644,0.25116,0.3148,1,5131,0,-8.8644,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA31C2",645961,6,0.22482,0.76607,1,9329,3,-7.559,0.6461,0.77708,1,13370,0,-7.559,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA31D1",389763,6,0.16997,0.71227,1,7843,3,-7.7117,0.58089,0.74405,1,12018,0,-7.7117,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA31D3",389762,6,0.43834,0.89216,1,13607,3,-7.7506,0.17427,0.21749,1,3554,0,-7.7506,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA31D4",389761,2,0.85408,0.8714,1,18757,0,-6.9254,0.60634,0.58225,1,12534,0,-6.9254,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA31E1",286234,6,0.058648,0.5042,1,3806,5,-8.1665,0.48472,0.67341,1,10034,0,-8.1665,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA32",124783,6,0.080757,0.58165,1,4836,2,-4.9078,0.29803,0.39385,1,6089,0,-4.9078,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA33",124045,3,0.23796,0.62947,1,9683,2,-6.8693,0.72209,0.69942,1,14948,0,-6.8693,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA4",132851,6,0.1785,0.72122,1,8070,3,-7.5361,0.4381,0.60839,1,9100,0,-7.5361,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA5",166378,6,0.59808,0.93742,1,16025,3,-7.5818,0.8654,0.87806,1,17880,0,-7.5818,"LowConf","No","0","No","0","No","0","No","0",NA
"SPATA5L1",79029,6,0.92022,0.984,1,19433,1,-4.4022,0.17816,0.22242,1,3637,0,-4.4022,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA6",54558,6,0.4562,0.8985,1,13890,2,-6.9107,0.13272,0.15164,1,2702,0,-6.9107,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA6L",55064,6,0.040412,0.42817,1,2855,4,-8.1715,0.61556,0.76116,1,12736,0,-8.1715,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA7",55812,6,0.05255,0.48169,1,3487,5,-8.3064,0.98003,0.96122,1,20232,0,-8.3064,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA8",145946,6,0.74591,0.96267,1,17641,2,-6.4212,0.13167,0.15164,1,2681,0,-6.4212,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATA9",83890,6,0.235,0.77607,1,9601,3,-7.7005,0.76585,0.82559,1,15890,0,-7.7005,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATC1",375686,5,0.018348,0.25913,1,1565,4,-7.2806,0.82026,0.83303,1,16964,0,-7.2806,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATC1L",84221,6,0.83839,0.97542,1,18593,2,-7.3564,0.25346,0.32349,1,5176,0,-7.3564,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATS1",221409,6,0.020079,0.30702,1,1654,5,-8.9241,0.98388,0.96504,1,20319,0,-8.9241,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATS2",65244,6,0.10356,0.63119,1,5795,5,-8.1692,0.93046,0.9177,1,19194,0,-8.1692,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPATS2L",26010,6,0.18012,0.72289,1,8131,3,-6.9113,0.7342,0.81264,1,15175,0,-6.9113,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPC24",147841,5,0.76049,0.95099,1,17781,2,-5.6815,0.38144,0.54205,1,7858,0,-5.6815,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPC25",57405,6,0.30008,0.82753,1,11143,4,-7.9482,0.83201,0.8614,1,17189,0,-7.9482,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPCS1",28972,5,0.58377,0.9101,1,15777,2,-7.2843,0.72462,0.77802,1,14994,0,-7.2843,"LowConf","No","0","No","0","No","0","No","0",NA
"SPCS2",9789,6,0.99208,0.9959,1,20499,0,-6.0691,0.55839,0.73416,1,11591,0,-6.0691,"LowConf","No","0","No","0","No","0","No","0",NA
"SPCS3",60559,6,0.2581,0.80403,1,10201,3,-8.0394,0.054604,0.087268,1,1110,1,-8.0394,"LowConf","No","0","No","0","No","0","No","0",NA
"SPDEF",25803,6,0.58545,0.93412,1,15797,3,-7.5896,0.84078,0.86492,1,17400,0,-7.5896,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPDL1",54908,5,0.087027,0.54819,1,5107,4,-8.1909,0.90691,0.8895,1,18689,0,-8.1909,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPDYA",245711,6,0.34893,0.85701,1,12215,3,-6.8707,0.70142,0.79389,1,14545,0,-6.8707,"LowConf","No","0","No","0","No","0","No","0",NA
"SPDYC",387778,6,0.034818,0.40526,1,2547,4,-8.7571,0.83853,0.86374,1,17330,0,-8.7571,"LowConf","No","0","No","0","No","0","No","0",NA
"SPDYE1",285955,3,0.93638,0.94937,1,19611,0,-5.3399,0.40915,0.52754,1,8478,0,-5.3399,"LowConf","No","0","No","0","No","0","No","0",NA
"SPDYE2",441273,4,0.42449,0.81321,1,13390,2,-7.9848,0.4727,0.6186,1,9786,0,-7.9848,"LowConf","No","0","No","0","No","0","No","0",NA
"SPDYE3",441272,5,0.73391,0.9432,1,17530,1,-5.2471,0.20505,0.26589,1,4186,0,-5.2471,"LowConf","No","0","No","0","No","0","No","0",NA
"SPDYE4",388333,6,0.62338,0.94134,1,16360,3,-7.3676,0.66408,0.77883,1,13773,0,-7.3676,"LowConf","No","0","No","0","No","0","No","0",NA
"SPDYE5",442590,4,0.19963,0.66381,1,8687,2,-7.7356,0.084968,0.10399,1,1713,0,-7.7356,"LowConf","No","0","No","0","No","0","No","0",NA
"SPDYE6",729597,1,0.72572,0.70982,1,17447,0,-6.237,0.27428,0.29018,1,5597,0,-6.237,"LowConf","No","0","No","0","No","0","No","0",NA
"SPECC1",92521,6,0.18669,0.73049,1,8313,4,-8.1773,0.15116,0.17734,1,3076,0,-8.1773,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPECC1L",23384,6,0.94068,0.98593,1,19657,1,-6.6203,0.247,0.3148,1,5049,0,-6.6203,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPEF1",25876,6,0.01257,0.25598,1,1165,4,-9.0195,0.8909,0.89367,1,18362,0,-9.0195,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPEF2",79925,6,0.30635,0.83177,1,11294,3,-7.5879,0.52928,0.70711,1,10968,0,-7.5879,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPEG",10290,6,0.19319,0.7377,1,8512,2,-6.4981,0.3946,0.54536,1,8133,0,-6.4981,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPEM1",374768,6,0.95775,0.98847,1,19851,1,-6.8583,0.46974,0.66628,1,9723,0,-6.8583,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPEN",23013,6,0.26075,0.8054,1,10254,3,-7.8722,0.64839,0.77708,1,13419,0,-7.8722,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPERT",220082,6,0.24817,0.79032,1,9961,4,-7.8972,0.33963,0.46881,1,6988,0,-7.8972,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPESP1",246777,5,0.084215,0.54184,1,4970,4,-8.3887,0.90277,0.88692,1,18629,0,-8.3887,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPG11",80208,6,0.96693,0.98966,1,19989,1,-6.8626,0.72355,0.80809,1,14980,0,-6.8626,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPG21",51324,6,0.30162,0.82753,1,11185,3,-7.2628,0.062271,0.092655,1,1262,1,-7.2628,"LowConf","No","0","No","0","No","0","No","0",NA
"SPG7",6687,6,0.02299,0.32891,1,1839,5,-8.3862,0.14238,0.162,1,2893,0,-8.3862,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPHAR",10638,1,0.80347,0.75778,1,18228,0,-5.5419,0.19653,0.24222,1,4011,0,-5.5419,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPHK1",8877,6,0.21331,0.75889,1,9048,4,-8.1034,0.7953,0.84046,1,16491,0,-8.1034,"LowConf","No","0","No","0","No","0","No","0",NA
"SPHK2",56848,6,0.15927,0.7017,1,7491,4,-8.2386,0.5892,0.74405,1,12199,0,-8.2386,"LowConf","No","0","No","0","No","0","No","0",NA
"SPHKAP",80309,6,0.095877,0.61262,1,5489,5,-8.1296,0.92673,0.91461,1,19109,0,-8.1296,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPI1",6688,6,0.4655,0.90193,1,14023,3,-7.6774,0.47027,0.66628,1,9733,0,-7.6774,"LowConf","No","0","No","0","No","0","No","0",NA
"SPIB",6689,5,0.6663,0.93141,1,16905,2,-7.3082,0.48497,0.65827,1,10039,0,-7.3082,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPIC",121599,5,0.5487,0.90218,1,15244,1,-5.9501,0.60171,0.71533,1,12453,0,-5.9501,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPICE1",152185,6,0.098184,0.61849,1,5581,3,-7.5317,0.29906,0.39385,1,6121,0,-7.5317,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPIDR",23514,2,0.8428,0.86327,1,18633,0,-6.0924,0.31184,0.3965,1,6375,0,-6.0924,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPIN1",10927,5,0.51329,0.89187,1,14730,2,-7.1249,0.81612,0.83066,1,16862,0,-7.1249,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPIN2A",54466,6,0.057185,0.49794,1,3727,3,-7.9252,0.21516,0.27893,1,4411,0,-7.9252,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPIN2B",474343,1,0.12298,0.26957,1,6448,1,-8.4876,0.87702,0.73043,1,18097,0,-8.4876,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPIN3",169981,6,0.66735,0.9499,1,16906,1,-6.0362,0.099738,0.13053,1,2021,0,-6.0362,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPIN4",139886,6,0.011744,0.24716,1,1101,4,-9.0933,0.56776,0.74014,1,11742,0,-9.0933,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPINK1",6690,6,0.020755,0.31236,1,1698,4,-8.7215,0.48352,0.67341,1,10007,0,-8.7215,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPINK13",153218,6,0.15393,0.6942,1,7369,2,-6.4268,0.011726,0.027885,1,293,1,-6.4268,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPINK14",408187,5,0.02696,0.32375,1,2088,4,-7.9373,0.92172,0.90021,1,19010,0,-7.9373,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPINK2",6691,6,0.25522,0.79795,1,10133,3,-7.5977,0.54466,0.72396,1,11296,0,-7.5977,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPINK4",27290,6,0.043695,0.44714,1,3035,3,-8.1279,0.64333,0.77621,1,13328,0,-8.1279,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPINK5",11005,6,0.12666,0.66516,1,6559,3,-7.0918,0.22733,0.28811,1,4656,0,-7.0918,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPINK6",404203,6,0.056332,0.49004,1,3693,3,-7.2743,0.53492,0.70711,1,11088,0,-7.2743,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPINK7",84651,6,0.069838,0.54623,1,4357,1,-6.531,0.059347,0.087268,1,1201,1,-6.531,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPINK8",646424,6,0.1049,0.63232,1,5860,4,-8.558,0.53941,0.71984,1,11194,0,-8.558,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPINK9",643394,6,0.87285,0.97952,1,18976,1,-7.3897,0.52313,0.70285,1,10824,0,-7.3897,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPINT1",6692,6,0.26742,0.80695,1,10421,4,-8.0101,0.87019,0.88214,1,17962,0,-8.0101,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPINT2",10653,6,0.57664,0.93163,1,15665,2,-4.8123,0.14581,0.16715,1,2964,0,-4.8123,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPINT3",10816,6,0.4655,0.90193,1,14020,2,-7.2447,0.51409,0.69629,1,10635,0,-7.2447,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPINT4",391253,6,0.15701,0.69972,1,7437,4,-8.2321,0.50539,0.68959,1,10447,0,-8.2321,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPIRE1",56907,6,0.016711,0.29154,1,1451,3,-7.6109,0.49763,0.6827,1,10306,0,-7.6109,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPIRE2",84501,6,0.52483,0.91714,1,14920,3,-7.6151,0.66408,0.77883,1,13723,0,-7.6151,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPN",6693,6,0.35759,0.86374,1,12375,2,-7.0515,0.67411,0.78055,1,13903,0,-7.0515,"LowConf","No","0","No","0","No","0","No","0",NA
"SPNS1",83985,6,0.011928,0.24789,1,1116,4,-8.7578,0.35944,0.50324,1,7400,0,-8.7578,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPNS2",124976,6,0.005296,0.16959,1,557,5,-8.9341,0.58885,0.74405,1,12191,0,-8.9341,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPNS3",201305,6,0.9767,0.99219,1,20161,1,-6.8282,0.28609,0.36569,1,5842,0,-6.8282,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPO11",23626,6,0.52593,0.91746,1,14925,1,-6.7934,0.16698,0.20757,1,3391,0,-6.7934,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPOCD1",90853,5,0.84717,0.96346,1,18681,1,-0.44097,0.00087112,0.0022198,1,36,2,-0.44097,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"SPOCK1",6695,6,0.24448,0.78381,1,9855,4,-8.0034,0.22567,0.28811,1,4627,0,-8.0034,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPOCK2",9806,6,0.082797,0.58671,1,4910,3,-8.2915,0.73918,0.81264,1,15328,0,-8.2915,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPOCK3",50859,6,0.51655,0.91591,1,14779,3,-7.3127,0.58395,0.74405,1,12070,0,-7.3127,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPON1",10418,6,0.042412,0.44124,1,2958,3,-7.3635,0.89542,0.89548,1,18463,0,-7.3635,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPON2",10417,6,0.002703,0.11108,1,313,5,-9.2272,0.96288,0.94622,1,19860,0,-9.2272,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPOP",8405,6,0.085143,0.59189,1,4999,4,-8.5015,0.12677,0.15164,1,2582,0,-8.5015,"LowConf","No","0","No","0","No","0","No","0",NA
"SPOPL",339745,6,0.59188,0.93629,1,15918,2,-7.1397,0.35736,0.50324,1,7344,0,-7.1397,"LowConf","No","0","No","0","No","0","No","0",NA
"SPP1",6696,6,0.0039566,0.13898,1,423,3,-6.982,0.05964,0.087268,1,1206,1,-6.982,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"SPP2",6694,6,0.4102,0.88146,1,13153,3,-7.1087,0.45554,0.65663,1,9445,0,-7.1087,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPPL2A",84888,6,0.50075,0.91214,1,14545,2,-7.1396,0.52546,0.70711,1,10873,0,-7.1396,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPPL2B",56928,6,0.83337,0.97391,1,18541,2,-6.9155,0.39814,0.55152,1,8232,0,-6.9155,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPPL2C",162540,6,0.80007,0.96932,1,18181,2,-7.1277,0.70142,0.79389,1,14486,0,-7.1277,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPPL3",121665,6,0.45696,0.89863,1,13900,3,-7.6212,0.79787,0.843,1,16518,0,-7.6212,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPR",6697,6,0.54512,0.92238,1,15210,3,-7.7336,0.63194,0.76834,1,13036,0,-7.7336,"LowConf","No","0","No","0","No","0","No","0",NA
"SPRED1",161742,6,0.42122,0.88544,1,13336,1,-6.568,0.25108,0.3148,1,5128,0,-6.568,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRED2",200734,6,0.027155,0.35529,1,2101,4,-8.6337,0.95297,0.93751,1,19657,0,-8.6337,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRED3",399473,6,0.80713,0.97067,1,18272,2,-7.4912,0.70978,0.79874,1,14711,0,-7.4912,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRN",503542,6,0.28828,0.82073,1,10906,2,-6.1997,0.30116,0.40173,1,6159,0,-6.1997,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRR1A",6698,6,0.30338,0.82913,1,11217,2,-7.2127,0.57927,0.74212,1,11984,0,-7.2127,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRR1B",6699,6,0.056816,0.49458,1,3720,4,-8.7484,0.74203,0.8141,1,15414,0,-8.7484,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRR2A",6700,5,0.015313,0.23235,1,1374,4,-9.0604,0.91718,0.89662,1,18931,0,-9.0604,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRR2B",6701,1,0.77519,0.74178,1,17907,0,-5.7705,0.22481,0.25822,1,4613,0,-5.7705,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRR2D",6703,3,0.047567,0.31344,1,3248,2,-8.4425,0.237,0.35105,1,4861,0,-8.4425,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRR2E",6704,2,0.0094338,0.077566,1,889,2,-9.6301,0.93204,0.83637,1,19221,0,-9.6301,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRR2F",6705,4,0.10393,0.51423,1,5823,3,-8.4757,0.49706,0.6311,1,10251,0,-8.4757,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRR2G",6706,6,0.26742,0.80695,1,10439,4,-8.0677,0.065187,0.098086,1,1320,1,-8.0677,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRR3",6707,6,0.028375,0.36228,1,2184,4,-8.3418,0.83643,0.86257,1,17286,0,-8.3418,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRR4",163778,6,0.44797,0.89588,1,13778,3,-7.271,0.1799,0.22726,1,3672,0,-7.271,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRTN",83932,6,0.040412,0.42817,1,2857,2,-7.5414,0.66408,0.77883,1,13763,0,-7.5414,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRY1",10252,6,0.20342,0.7485,1,8798,1,-5.7607,0.0051492,0.011621,1,162,1,-5.7607,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRY2",10253,6,0.60516,0.93879,1,16106,2,-6.6083,0.0026367,0.011103,1,102,2,-6.6083,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRY4",81848,6,0.027103,0.35494,1,2093,4,-8.9712,0.31753,0.43983,1,6495,0,-8.9712,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRYD3",84926,6,0.3325,0.84837,1,11883,3,-7.5485,0.082479,0.11426,1,1668,1,-7.5485,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRYD4",283377,6,0.98356,0.99359,1,20292,1,-6.3393,0.025576,0.06564,1,546,1,-6.3393,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPRYD7",57213,6,0.022351,0.32603,1,1788,3,-7.7346,0.086248,0.11968,1,1739,1,-7.7346,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPSB1",80176,6,0.08392,0.58989,1,4965,4,-8.5713,0.17116,0.21259,1,3493,0,-8.5713,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPSB2",84727,6,0.3216,0.84133,1,11653,3,-7.214,0.24659,0.3148,1,5038,0,-7.214,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPSB3",90864,6,0.064844,0.53027,1,4123,5,-8.5006,0.14649,0.16715,1,2978,0,-8.5006,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPSB4",92369,6,0.26742,0.80695,1,10434,4,-7.5589,0.003512,0.011621,1,133,1,-7.5589,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPTA1",6708,6,0.42869,0.88769,1,13455,3,-7.2223,0.084198,0.11968,1,1698,1,-7.2223,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"SPTAN1",6709,6,0.30346,0.83007,1,11226,3,-8.0345,0.92475,0.90992,1,19067,0,-8.0345,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"SPTB",6710,6,0.12028,0.65667,1,6376,3,-6.4337,0.21255,0.27893,1,4355,0,-6.4337,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPTBN1",6711,6,0.4635,0.90148,1,13994,3,-7.7057,0.7953,0.84046,1,16452,0,-7.7057,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPTBN2",6712,6,0.21641,0.76156,1,9117,4,-8.1028,0.071335,0.10339,1,1436,1,-8.1028,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPTBN4",57731,6,0.082221,0.58389,1,4886,4,-8.2321,0.8654,0.87806,1,17869,0,-8.2321,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPTBN5",51332,6,0.13345,0.67301,1,6755,4,-8.4447,0.48664,0.67575,1,10080,0,-8.4447,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPTLC1",10558,6,0.55327,0.92513,1,15325,1,-6.0629,0.054702,0.087268,1,1112,1,-6.0629,"LowConf","No","0","No","0","No","0","No","0",NA
"SPTLC2",9517,6,0.058349,0.50258,1,3779,5,-8.6273,0.98299,0.96432,1,20293,0,-8.6273,"LowConf","No","0","No","0","No","0","No","0",NA
"SPTLC3",55304,6,0.06987,0.54661,1,4362,3,-7.3818,0.84078,0.86492,1,17373,0,-7.3818,"LowConf","No","0","No","0","No","0","No","0",NA
"SPTSSA",171546,6,0.20179,0.74716,1,8756,4,-7.9337,0.76988,0.82841,1,15985,0,-7.9337,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPTSSB",165679,6,0.58545,0.93412,1,15813,3,-7.5559,0.70415,0.79389,1,14575,0,-7.5559,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPTY2D1",144108,6,0.59188,0.93629,1,15928,2,-7.2534,0.38277,0.53915,1,7897,0,-7.2534,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SPZ1",84654,6,0.075223,0.56539,1,4593,3,-7.9171,0.60901,0.75557,1,12593,0,-7.9171,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SQLE",6713,6,0.71923,0.95841,1,17392,2,-6.3262,0.10584,0.13583,1,2149,0,-6.3262,"LowConf","No","0","No","0","No","0","No","0",NA
"SQSTM1",8878,6,0.93818,0.98572,1,19626,1,-6.2947,0.49347,0.6827,1,10211,0,-6.2947,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"SRA1",10011,5,0.29583,0.78891,1,11053,1,-7.0604,0.81198,0.82583,1,16809,0,-7.0604,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SRBD1",55133,6,0.010531,0.23868,1,983,1,-5.7509,0.11134,0.14115,1,2262,0,-5.7509,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SRC",6714,6,0.41174,0.88166,1,13184,2,-7.5417,0.66408,0.77883,1,13762,0,-7.5417,"LowConf","No","0","No","0","No","0","No","0",NA
"SRCAP",10847,6,0.88025,0.9805,1,19069,2,-6.8371,0.7928,0.83782,1,16408,0,-6.8371,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SRCIN1",80725,6,0.22235,0.76379,1,9276,4,-8.2416,0.87248,0.88413,1,18003,0,-8.2416,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SRD5A1",6715,6,0.99422,0.99663,1,20550,0,-6.212,0.63194,0.76834,1,13027,0,-6.212,"LowConf","No","0","No","0","No","0","No","0",NA
"SRD5A2",6716,6,0.39286,0.87507,1,12895,3,-5.5536,0.11552,0.14115,1,2354,0,-5.5536,"LowConf","No","0","No","0","No","0","No","0",NA
"SRD5A3",79644,6,0.061015,0.52067,1,3924,5,-8.2034,0.52928,0.70711,1,10908,0,-8.2034,"LowConf","No","0","No","0","No","0","No","0",NA
"SREBF1",6720,6,0.37864,0.87121,1,12696,3,-7.4262,0.032639,0.06564,1,684,1,-7.4262,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"SREBF2",6721,6,0.93238,0.98526,1,19561,1,-6.5206,0.075094,0.10883,1,1504,1,-6.5206,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SREK1",140890,6,0.81514,0.97092,1,18373,2,-6.8673,0.29669,0.38591,1,6064,0,-6.8673,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"SREK1IP1",285672,6,0.42149,0.88586,1,13352,2,-6.1028,0.15089,0.17734,1,3070,0,-6.1028,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
