"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","Pathway"
"ACOX2",8309,6,0.087113,0.59595,1,5117,4,-8.5071,0.45601,0.65663,1,9449,0,-8.5071,"LowConf","No","0","No","0","No","0","No","0",NA
"ACOX3",8310,6,0.024592,0.34115,1,1945,2,-7.0252,0.72385,0.80809,1,14986,0,-7.0252,"LowConf","No","0","No","0","No","0","No","0",NA
"ACOXL",55289,6,0.32387,0.84318,1,11696,4,-7.9482,0.93046,0.9177,1,19188,0,-7.9482,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACP1",52,6,0.30925,0.83516,1,11371,3,-7.6351,0.52928,0.70711,1,10914,0,-7.6351,"LowConf","No","0","No","0","No","0","No","0",NA
"ACP2",53,6,0.84348,0.97607,1,18652,2,-6.5548,0.2091,0.27432,1,4284,0,-6.5548,"LowConf","No","0","No","0","No","0","No","0",NA
"ACP5",54,5,0.16402,0.66843,1,7639,4,-8.1177,0.49889,0.67088,1,10337,0,-8.1177,"LowConf","No","0","No","0","No","0","No","0",NA
"ACP6",51205,6,0.53358,0.91956,1,15047,2,-6.911,0.69581,0.79058,1,14388,0,-6.911,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACPP",55,6,0.2512,0.79256,1,10023,4,-7.8998,0.82753,0.85844,1,17103,0,-7.8998,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACR",49,5,0.86303,0.96478,1,18860,1,-6.3597,0.11968,0.13674,1,2437,0,-6.3597,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACRBP",84519,6,0.23675,0.77694,1,9629,3,-7.8745,0.97841,0.95937,1,20184,0,-7.8745,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACRV1",56,6,0.060165,0.51253,1,3887,4,-8.5721,0.30515,0.40562,1,6241,0,-8.5721,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACSBG1",23205,5,0.0033761,0.11077,1,369,5,-8.543,0.99662,0.98308,1,20617,0,-8.543,"LowConf","No","0","No","0","No","0","No","0",NA
"ACSBG2",81616,5,0.00045773,0.027621,1,60,2,-5.5853,0.22558,0.30417,1,4624,0,-5.5853,"LowConf","No","0","No","0","No","0","No","0",NA
"ACSF2",80221,6,0.050845,0.47516,1,3404,5,-8.5487,0.679,0.7856,1,14050,0,-8.5487,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACSF3",197322,6,0.24448,0.78381,1,9860,4,-8.053,0.38267,0.53915,1,7896,0,-8.053,"LowConf","No","0","No","0","No","0","No","0",NA
"ACSL1",2180,6,0.097701,0.61764,1,5547,3,-8.2294,0.88982,0.89367,1,18353,0,-8.2294,"LowConf","No","0","No","0","No","0","No","0",NA
"ACSL3",2181,6,0.7817,0.96665,1,17982,2,-6.5906,0.16592,0.20256,1,3372,0,-6.5906,"LowConf","No","0","No","0","No","0","No","0",NA
"ACSL4",2182,6,0.84525,0.97618,1,18662,2,-6.7168,0.80313,0.84556,1,16626,0,-6.7168,"LowConf","No","0","No","0","No","0","No","0",NA
"ACSL5",51703,6,0.4352,0.89072,1,13560,2,-6.0308,0.19171,0.24644,1,3912,0,-6.0308,"LowConf","No","0","No","0","No","0","No","0",NA
"ACSL6",23305,6,0.59188,0.93629,1,15927,2,-5.9938,0.10232,0.13583,1,2074,0,-5.9938,"LowConf","No","0","No","0","No","0","No","0",NA
"ACSM1",116285,5,0.023913,0.30501,1,1906,5,-8.4036,0.97609,0.94637,1,20138,0,-8.4036,"LowConf","No","0","No","0","No","0","No","0",NA
"ACSM2A",123876,6,0.041822,0.43878,1,2933,5,-8.2435,0.23237,0.31037,1,4764,0,-8.2435,"LowConf","No","0","No","0","No","0","No","0",NA
"ACSM2B",348158,6,0.68621,0.95301,1,17073,2,-6.6623,0.26605,0.35737,1,5422,0,-6.6623,"LowConf","No","0","No","0","No","0","No","0",NA
"ACSM3",6296,6,0.068653,0.54237,1,4298,4,-8.6128,0.84967,0.87053,1,17544,0,-8.6128,"LowConf","No","0","No","0","No","0","No","0",NA
"ACSM4",341392,6,0.070283,0.54859,1,4369,5,-8.0201,0.83201,0.8614,1,17195,0,-8.0201,"LowConf","No","0","No","0","No","0","No","0",NA
"ACSM5",54988,6,0.45103,0.89638,1,13805,1,-6.2761,0.58395,0.74405,1,12127,0,-6.2761,"LowConf","No","0","No","0","No","0","No","0",NA
"ACSS1",84532,6,0.08681,0.59464,1,5094,5,-8.0172,0.61602,0.76295,1,12742,0,-8.0172,"LowConf","No","0","No","0","No","0","No","0",NA
"ACSS2",55902,6,0.067147,0.54014,1,4235,3,-7.5808,0.47134,0.6687,1,9756,0,-7.5808,"LowConf","No","0","No","0","No","0","No","0",NA
"ACSS3",79611,6,0.11226,0.64653,1,6120,3,-7.0867,0.095213,0.13053,1,1926,0,-7.0867,"LowConf","No","0","No","0","No","0","No","0",NA
"ACTA1",58,6,0.038866,0.42413,1,2778,5,-8.5338,0.80093,0.84491,1,16590,0,-8.5338,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACTA2",59,6,0.094622,0.60799,1,5420,2,-6.4234,0.58395,0.74405,1,12115,0,-6.4234,"LowConf","No","0","No","0","No","0","No","0",NA
"ACTB",60,5,0.397,0.84725,1,12969,2,-6.1244,0.48087,0.65827,1,9995,0,-6.1244,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"ACTBL2",345651,6,0.0026817,0.1089,1,308,4,-8.9325,0.20397,0.26044,1,4164,0,-8.9325,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACTC1",70,6,0.041913,0.43932,1,2940,4,-8.6846,0.48387,0.67341,1,10016,0,-8.6846,"LowConf","No","0","No","0","No","0","No","0",NA
"ACTG1",71,6,0.45502,0.89793,1,13858,3,-6.7754,0.4381,0.60839,1,9115,0,-6.7754,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"ACTG2",72,5,0.16154,0.66399,1,7563,4,-7.6605,0.70836,0.769,1,14646,0,-7.6605,"LowConf","No","0","No","0","No","0","No","0",NA
"ACTL10",170487,6,0.64018,0.94534,1,16606,3,-7.4986,0.73786,0.81264,1,15299,0,-7.4986,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACTL6A",86,6,0.36658,0.86724,1,12489,1,-6.0762,0.12125,0.14643,1,2472,0,-6.0762,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACTL6B",51412,6,0.77567,0.96592,1,17926,2,-6.1194,0.60307,0.75173,1,12488,0,-6.1194,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACTL7A",10881,6,0.027183,0.35529,1,2110,5,-8.636,0.94436,0.93096,1,19466,0,-8.636,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACTL7B",10880,6,0.051848,0.47927,1,3441,5,-8.5133,0.32404,0.43983,1,6644,0,-8.5133,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACTL8",81569,6,0.98271,0.99319,1,20276,1,-6.7951,0.70978,0.79874,1,14689,0,-6.7951,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACTL9",284382,6,0.039958,0.426,1,2831,2,-6.9442,0.70382,0.79389,1,14568,0,-6.9442,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACTN1",87,6,0.44266,0.8944,1,13675,1,-7.3206,0.39736,0.54844,1,8209,0,-7.3206,"LowConf","No","0","No","0","No","0","No","0",NA
"ACTN2",88,6,0.42949,0.8878,1,13476,3,-7.1971,0.4197,0.58153,1,8691,0,-7.1971,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACTN4",81,6,0.89884,0.9825,1,19258,1,-6.8296,0.62058,0.76568,1,12848,0,-6.8296,"LowConf","No","0","No","0","No","0","No","0",NA
"ACTR10",55860,5,0.97283,0.98661,1,20088,0,-5.3961,0.45779,0.63426,1,9480,0,-5.3961,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACTR1A",10121,6,0.046331,0.45789,1,3182,4,-8.0386,0.12663,0.15164,1,2579,0,-8.0386,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACTR1B",10120,4,0.91583,0.9599,1,19389,1,-6.0262,0.55327,0.65058,1,11454,0,-6.0262,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACTR2",10097,6,0.80713,0.97067,1,18278,2,-6.1498,0.029038,0.06564,1,616,1,-6.1498,"LowConf","No","0","No","0","No","0","No","0",NA
"ACTR3",10096,6,0.21553,0.76051,1,9103,3,-6.7011,0.24898,0.3148,1,5087,0,-6.7011,"LowConf","No","0","No","0","No","0","No","0",NA
"ACTR3B",57180,5,0.61153,0.91576,1,16207,2,-6.4975,0.36132,0.51033,1,7442,0,-6.4975,"LowConf","No","0","No","0","No","0","No","0",NA
"ACTR3C",653857,6,0.31594,0.83839,1,11542,4,-7.7776,0.10134,0.13053,1,2057,0,-7.7776,"LowConf","No","0","No","0","No","0","No","0",NA
"ACTR5",79913,6,0.62338,0.94134,1,16378,3,-7.3506,0.8386,0.86374,1,17332,0,-7.3506,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACTR6",64431,6,0.58928,0.93474,1,15871,1,-6.6003,0.24769,0.3148,1,5062,0,-6.6003,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACTR8",93973,6,0.043709,0.44755,1,3050,5,-8.2627,0.9421,0.92934,1,19434,0,-8.2627,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACTRT1",139741,6,0.61509,0.94038,1,16252,2,-5.5092,0.20219,0.25586,1,4132,0,-5.5092,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACTRT2",140625,5,0.18482,0.69095,1,8269,2,-5.1493,0.30035,0.41897,1,6146,0,-5.1493,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACTRT3",84517,5,0.13887,0.63272,1,6893,3,-7.0656,0.0093143,0.022534,1,242,1,-7.0656,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACVR1",90,6,0.0013055,0.068434,1,171,6,-9.2426,0.99319,0.97904,1,20534,0,-9.2426,"LowConf","No","0","No","0","Yes","0","No","0",NA
"ACVR1B",91,6,0.14451,0.683,1,7084,3,-7.5654,0.66408,0.77883,1,13747,0,-7.5654,"LowConf","No","0","No","0","Yes","0","No","0",NA
"ACVR1C",130399,6,0.088341,0.59883,1,5160,3,-6.8318,0.13007,0.15164,1,2650,0,-6.8318,"LowConf","No","0","No","0","No","0","No","0",NA
"ACVR2A",92,6,0.33198,0.84775,1,11874,4,-7.8718,0.81486,0.85367,1,16848,0,-7.8718,"LowConf","No","0","No","0","Yes","0","No","0",NA
"ACVR2B",93,5,0.082218,0.53332,1,4885,4,-8.2128,0.61678,0.72436,1,12762,0,-8.2128,"LowConf","No","0","No","0","Yes","0","No","0",NA
"ACVRL1",94,6,0.073698,0.56154,1,4528,4,-7.5482,0.27383,0.35737,1,5585,0,-7.5482,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACY1",95,6,0.64783,0.94678,1,16699,2,-7.2546,0.87248,0.88413,1,18019,0,-7.2546,"LowConf","No","0","No","0","No","0","No","0",NA
"ACY3",91703,6,0.50859,0.9136,1,14655,3,-7.6937,0.83827,0.86257,1,17321,0,-7.6937,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ACYP1",97,5,0.62612,0.91869,1,16406,1,-7.4889,0.28688,0.38936,1,5856,0,-7.4889,"LowConf","No","0","No","0","No","0","No","0",NA
"ACYP2",98,6,0.80438,0.96979,1,18231,2,-7.3569,0.2007,0.25586,1,4098,0,-7.3569,"LowConf","No","0","No","0","No","0","No","0",NA
"ADA",100,6,0.64018,0.94534,1,16608,3,-7.2053,0.56497,0.73811,1,11676,0,-7.2053,"LowConf","No","0","No","0","No","0","No","0",NA
"ADAD1",132612,6,0.020171,0.30739,1,1659,2,-6.4066,0.27732,0.36152,1,5658,0,-6.4066,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAD2",161931,6,0.088542,0.59883,1,5183,5,-8.2357,0.67868,0.78395,1,14043,0,-8.2357,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAL",161823,5,0.082936,0.53547,1,4914,3,-7.3793,0.81365,0.82823,1,16825,0,-7.3793,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAM10",102,6,0.84076,0.97581,1,18620,2,-5.5115,0.0022315,0.010102,1,89,1,-5.5115,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAM11",4185,6,0.62557,0.94156,1,16395,2,-6.8941,0.67946,0.7856,1,14056,0,-6.8941,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAM12",8038,6,0.036133,0.41209,1,2628,4,-8.8821,0.057247,0.087268,1,1163,1,-8.8821,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAM15",8751,6,0.88366,0.98122,1,19117,1,-5.9515,0.37361,0.53597,1,7712,0,-5.9515,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAM17",6868,6,0.11962,0.65573,1,6347,4,-8.2251,0.89553,0.89548,1,18466,0,-8.2251,"LowConf","No","0","No","0","No","0","No","0",NA
"ADAM18",8749,6,0.096576,0.6144,1,5525,2,-6.7796,0.36382,0.51328,1,7499,0,-6.7796,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAM19",8728,6,0.44886,0.89599,1,13788,3,-7.4564,0.19412,0.24644,1,3961,0,-7.4564,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAM2",2515,6,0.22235,0.76379,1,9271,4,-8.0258,0.75626,0.81919,1,15674,0,-8.0258,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAM20",8748,6,0.44886,0.89599,1,13787,2,-6.3642,0.5966,0.74594,1,12338,0,-6.3642,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAM21",8747,6,0.24817,0.79032,1,9960,4,-8.1367,0.83643,0.86257,1,17272,0,-8.1367,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAM22",53616,6,0.21641,0.76156,1,9131,4,-8.0099,0.82001,0.85547,1,16959,0,-8.0099,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAM23",8745,6,0.222,0.76379,1,9256,2,-7.2332,0.70978,0.79874,1,14702,0,-7.2332,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAM28",10863,6,0.02513,0.34499,1,1976,5,-8.4694,0.46052,0.65908,1,9523,0,-8.4694,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAM29",11086,6,0.064844,0.53027,1,4127,5,-8.0387,0.92167,0.90913,1,19009,0,-8.0387,"LowConf","No","0","No","0","No","0","No","0",NA
"ADAM30",11085,6,0.089851,0.60052,1,5235,4,-7.9443,0.15692,0.18753,1,3184,0,-7.9443,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAM32",203102,6,0.97157,0.99089,1,20061,1,-6.679,0.14833,0.17734,1,3012,0,-6.679,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAM33",80332,6,0.19531,0.74064,1,8558,3,-7.5916,0.67876,0.78395,1,14044,0,-7.5916,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAM7",8756,6,0.15701,0.69972,1,7441,4,-7.9753,0.03179,0.06564,1,666,1,-7.9753,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAM8",101,6,0.23233,0.77393,1,9512,2,-7.4205,0.53792,0.7156,1,11162,0,-7.4205,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAM9",8754,6,0.066576,0.53766,1,4210,3,-7.8307,0.076825,0.10883,1,1543,1,-7.8307,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMDEC1",27299,6,0.12452,0.66251,1,6498,3,-8.0212,0.85193,0.87053,1,17610,0,-8.0212,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS1",9510,6,0.18335,0.72545,1,8211,3,-7.7072,0.8032,0.84556,1,16627,0,-7.7072,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS10",81794,5,0.77823,0.95354,1,17948,2,-5.8439,0.21853,0.28145,1,4473,0,-5.8439,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS12",81792,6,0.088937,0.5992,1,5196,4,-7.4059,0.48074,0.67341,1,9982,0,-7.4059,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS13",11093,6,0.15466,0.69576,1,7397,4,-8.2561,0.3346,0.45089,1,6867,0,-8.2561,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS14",140766,6,0.22104,0.76344,1,9241,4,-8.157,0.26207,0.35326,1,5336,0,-8.157,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS15",170689,5,0.014288,0.22705,1,1305,5,-8.2692,0.98571,0.96054,1,20357,0,-8.2692,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS16",170690,6,0.06256,0.52617,1,4017,3,-7.3543,0.14143,0.15686,1,2874,0,-7.3543,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS17",170691,5,0.39241,0.84571,1,12893,2,-5.7321,0.53842,0.68894,1,11170,0,-5.7321,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS18",170692,5,0.95379,0.98186,1,19797,1,-5.3194,0.49394,0.6688,1,10233,0,-5.3194,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS19",171019,6,0.095877,0.61262,1,5490,5,-8.0496,0.083386,0.11426,1,1684,1,-8.0496,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS2",9509,6,0.04568,0.45761,1,3141,5,-8.2721,0.98346,0.96487,1,20308,0,-8.2721,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS20",80070,6,0.64783,0.94678,1,16698,2,-7.2095,0.12084,0.14643,1,2462,0,-7.2095,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS3",9508,6,0.95941,0.98885,1,19873,1,-6.32,0.3594,0.50324,1,7399,0,-6.32,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS4",9507,6,0.042107,0.44006,1,2947,4,-8.1506,0.69555,0.79058,1,14379,0,-8.1506,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS5",11096,6,0.50937,0.91439,1,14672,2,-7.1719,0.56248,0.73615,1,11634,0,-7.1719,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS6",11174,5,0.1692,0.67052,1,7826,2,-6.2548,0.59426,0.71533,1,12291,0,-6.2548,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS7",11173,5,0.35845,0.82838,1,12381,2,-6.6493,0.71288,0.769,1,14747,0,-6.6493,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS8",11095,6,0.37701,0.87037,1,12672,2,-6.1699,0.07495,0.10883,1,1501,1,-6.1699,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS9",56999,6,0.081596,0.583,1,4862,4,-8.7184,0.30101,0.40173,1,6156,0,-8.7184,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTSL1",92949,6,0.11802,0.65408,1,6301,3,-7.811,0.69572,0.79058,1,14386,0,-7.811,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTSL2",9719,6,0.10134,0.62591,1,5688,4,-8.0812,0.073602,0.10883,1,1480,1,-8.0812,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTSL3",57188,6,0.58132,0.93316,1,15722,3,-7.675,0.76988,0.82841,1,15961,0,-7.675,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTSL4",54507,6,0.058349,0.50258,1,3777,2,-7.458,0.026229,0.06564,1,560,1,-7.458,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTSL5",339366,6,0.39914,0.87768,1,13001,2,-7.3863,0.70741,0.79874,1,14641,0,-7.3863,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAP1",11033,6,0.43889,0.89236,1,13615,3,-7.6306,0.89681,0.89595,1,18499,0,-7.6306,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAP2",55803,6,0.051858,0.47981,1,3451,5,-8.5777,0.203,0.26044,1,4150,0,-8.5777,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAR",103,6,0.0092049,0.22549,1,866,4,-8.8303,0.91295,0.90669,1,18851,0,-8.8303,"LowConf","No","0","No","0","No","0","No","0",NA
"ADARB1",104,6,0.20761,0.75245,1,8896,4,-8.0781,0.058273,0.087268,1,1183,1,-8.0781,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADARB2",105,6,0.54494,0.92238,1,15192,3,-7.4428,0.76988,0.82841,1,15971,0,-7.4428,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAT1",23536,6,0.050833,0.47473,1,3399,5,-8.2842,0.8909,0.89367,1,18361,0,-8.2842,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAT2",134637,6,0.30008,0.82753,1,11139,4,-7.5238,0.62366,0.76657,1,12886,0,-7.5238,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADAT3",113179,6,0.2747,0.81391,1,10593,3,-7.5639,0.17951,0.22726,1,3661,0,-7.5639,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADCK1",57143,6,0.44797,0.89588,1,13770,3,-7.7668,0.38845,0.54221,1,8005,0,-7.7668,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADCK2",90956,6,0.20179,0.74716,1,8744,4,-8.1827,0.57491,0.74014,1,11883,0,-8.1827,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADCK5",203054,6,0.59891,0.93765,1,16039,1,-6.5493,0.0000915,0.00066294,1,6,2,-6.5493,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ADCY1",107,6,0.65975,0.94904,1,16842,2,-6.0346,0.50635,0.68959,1,10465,0,-6.0346,"LowConf","No","0","No","0","No","0","No","0",NA
"ADCY10",55811,6,0.42312,0.88605,1,13361,1,-4.6853,0.035632,0.06564,1,745,1,-4.6853,"LowConf","No","0","No","0","No","0","No","0",NA
"ADCY2",108,6,0.15006,0.68798,1,7249,3,-7.6374,0.29703,0.38989,1,6071,0,-7.6374,"LowConf","No","0","No","0","No","0","No","0",NA
"ADCY3",109,6,0.10757,0.63974,1,5955,3,-8.0487,0.65126,0.77708,1,13467,0,-8.0487,"LowConf","No","0","No","0","No","0","No","0",NA
"ADCY4",196883,5,0.090378,0.55731,1,5263,3,-7.3096,0.063388,0.091554,1,1286,1,-7.3096,"LowConf","No","0","No","0","No","0","No","0",NA
"ADCY5",111,6,0.16997,0.71227,1,7847,3,-7.9739,0.16715,0.20757,1,3394,0,-7.9739,"LowConf","No","0","No","0","No","0","No","0",NA
"ADCY6",112,6,0.080316,0.58035,1,4821,5,-8.0595,0.92673,0.91461,1,19106,0,-8.0595,"LowConf","No","0","No","0","No","0","No","0",NA
"ADCY7",113,6,0.10356,0.63119,1,5798,5,-8.4443,0.80093,0.84491,1,16575,0,-8.4443,"LowConf","No","0","No","0","No","0","No","0",NA
"ADCY8",114,6,0.018082,0.3006,1,1545,5,-8.6556,0.25096,0.3148,1,5126,0,-8.6556,"LowConf","No","0","No","0","No","0","No","0",NA
"ADCY9",115,6,0.001565,0.080824,1,191,4,-7.8265,0.97599,0.95787,1,20137,0,-7.8265,"LowConf","No","0","No","0","No","0","No","0",NA
"ADCYAP1",116,6,0.47606,0.90449,1,14166,3,-7.28,0.1384,0.15686,1,2813,0,-7.28,"LowConf","No","0","No","0","No","0","No","0",NA
"ADCYAP1R1",117,6,0.075703,0.56614,1,4610,5,-8.0009,0.0012573,0.0032431,1,48,1,-8.0009,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ADD1",118,6,0.12448,0.66201,1,6494,3,-7.4816,0.12801,0.15164,1,2605,0,-7.4816,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADD2",119,6,0.82946,0.97253,1,18507,1,-6.4482,0.34394,0.47587,1,7085,0,-6.4482,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADD3",120,6,0.49724,0.91161,1,14492,3,-7.6259,0.13002,0.15164,1,2648,0,-7.6259,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADH1A",124,6,0.98133,0.99279,1,20254,1,-6.8094,0.15661,0.18753,1,3176,0,-6.8094,"LowConf","No","0","No","0","No","0","No","0",NA
"ADH1B",125,6,0.018779,0.30309,1,1584,4,-8.593,0.33526,0.45089,1,6880,0,-8.593,"LowConf","No","0","No","0","No","0","No","0",NA
"ADH4",127,6,0.015266,0.27993,1,1368,6,-8.4574,0.98473,0.96539,1,20341,0,-8.4574,"LowConf","No","0","No","0","No","0","No","0",NA
"ADH5",128,6,0.43654,0.89118,1,13575,3,-7.762,0.46977,0.66628,1,9724,0,-7.762,"LowConf","No","0","No","0","No","0","No","0",NA
"ADH6",130,6,0.85007,0.97695,1,18720,2,-6.3478,0.42616,0.593,1,8857,0,-6.3478,"LowConf","No","0","No","0","No","0","No","0",NA
"ADH7",131,6,0.28137,0.81741,1,10760,3,-7.7055,0.43048,0.593,1,8943,0,-7.7055,"LowConf","No","0","No","0","No","0","No","0",NA
"ADHFE1",137872,5,0.94559,0.97884,1,19698,1,-5.8352,0.086942,0.11436,1,1751,0,-5.8352,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADI1",55256,5,0.47583,0.88066,1,14157,3,-7.4667,0.2502,0.32627,1,5108,0,-7.4667,"LowConf","No","0","No","0","No","0","No","0",NA
"ADIG",149685,6,0.98525,0.99389,1,20332,0,-6.8801,0.76328,0.82559,1,15859,0,-6.8801,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADIPOQ",9370,6,0.58263,0.93326,1,15756,2,-6.3802,0.38903,0.54221,1,8021,0,-6.3802,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"ADIPOR1",51094,6,0.53524,0.91957,1,15068,3,-7.6827,0.7763,0.82841,1,16122,0,-7.6827,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"ADIPOR2",79602,6,0.10794,0.64004,1,5991,3,-4.9836,0.0018947,0.010102,1,74,2,-4.9836,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"ADIRF",10974,6,0.4655,0.90193,1,14014,3,-7.8757,0.36586,0.51983,1,7543,0,-7.8757,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADK",132,6,0.0096444,0.23025,1,908,6,-8.6776,0.99036,0.97194,1,20475,0,-8.6776,"LowConf","No","0","No","0","No","0","No","0",NA
"ADM",133,6,0.032466,0.3898,1,2432,4,-8.835,0.83486,0.86257,1,17263,0,-8.835,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADM2",79924,6,0.11739,0.65373,1,6280,3,-7.6532,0.037225,0.076403,1,772,1,-7.6532,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ADM5",199800,6,0.87212,0.97952,1,18968,1,-5.7917,0.24071,0.31037,1,4967,0,-5.7917,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
