Column1,EntrezID,Zscore,GeneSymbol,NetworkDegree,Exp_Stat_Value,KEGGdb,LowestCSAscore,LowestCSAscoreCorrected,ZSdes,NAdes,CSAdes,Replicate1
7610,3593,0.118,IL12B,0,1,Present,0.627,0.627,0,0,0,0
7630,3606,0.118,IL18,0,1,Present,0.928,0.928,0,0,0,0
8007,387758,0.118,FIBIN,0,0,Absent,0.283,0.283,0,0,0,0
8162,3899,0.118,AFF3,0,1,Absent,0.373,0.373,0,0,0,0
8187,390142,0.118,OR5D13,0,1,Present,0.537,0.537,0,0,0,0
13496,6548,0.118,SLC9A1,0,1,Present,0.871,0.871,0,0,0,0
13506,6559,0.118,SLC12A3,0,1,Absent,0.213,0.213,0,0,0,0
14385,7593,0.118,MZF1,0,1,Absent,0.56,0.56,0,0,0,0
14514,7841,0.118,MOGS,0,1,Present,0.086,0.086,0,0,0,0
15371,81542,0.118,TMX1,0,1,Absent,0.319,0.319,0,0,0,0
15750,83890,0.118,SPATA9,0,1,Absent,0.079,0.079,0,0,0,0
15786,83985,0.118,SPNS1,0,1,Absent,0.062,0.062,0,0,0,0
1191,11332,0.119,ACOT7,0,1,Present,0.411,0.411,0,0,0,0
5019,245973,0.119,ATP6V1C2,0,1,Present,0.176,0.176,0,0,0,0
2960,1562,0.12,CYP2C18,0,0,Present,1,1,0,0,0,0
4692,23334,0.12,SZT2,0,1,Absent,0.777,0.777,0,0,0,0
4996,245711,0.12,SPDYA,0,1,Present,0.622,0.622,0,0,0,0
5751,266722,0.12,HS6ST3,0,1,Present,0.585,0.585,0,0,0,0
7120,3351,0.12,HTR1B,0,0,Present,0.583,0.583,0,0,0,0
7288,340485,0.12,ACER2,0,1,Present,0.731,0.731,0,0,0,0
7560,353333,0.12,KRTAP10-10,0,0,Absent,0.232,0.232,0,0,0,0
8805,4359,0.12,MPZ,0,1,Present,0.054,0.054,0,0,0,0
9353,5027,0.12,P2RX7,0,1,Present,0.698,0.698,0,0,0,0
10410,54466,0.12,SPIN2A,0,1,Absent,0.662,0.662,0,0,0,0
11171,55552,0.12,ZNF823,0,1,Absent,0.547,0.547,0,0,0,0
11190,55584,0.12,CHRNA9,0,1,Present,0.444,0.444,0,0,0,0
11396,55813,0.12,UTP6,0,1,Present,0.119,0.119,0,0,0,0
11617,5626,0.12,PROP1,0,1,Absent,0.995,0.995,0,0,0,0
12561,60,0.12,ACTB,0,1,Present,0.395,0.395,0,0,0,0
12589,6038,0.12,RNASE4,0,1,Absent,0.351,0.351,0,0,0,0
14224,7374,0.12,UNG,0,1,Present,0.791,0.791,0,0,0,0
14273,7439,0.12,BEST1,0,1,Absent,0.825,0.825,0,0,0,0
16000,84332,0.12,DYDC2,0,1,Absent,0.172,0.172,0,0,0,0
17236,9188,0.12,DDX21,0,1,Absent,0.17,0.17,0,0,0,0
10269,53820,0.121,RIPPLY3,0,1,Absent,0.45,0.45,0,0,0,0
10332,541468,0.121,LURAP1,0,0,Absent,0.002,0.002,0,0,0,0
650,10725,0.122,NFAT5,0,1,Present,0.553,0.553,0,0,0,0
1183,113263,0.122,GLCCI1,0,1,Absent,0.97,0.97,0,0,0,0
3316,168850,0.122,ZNF800,0,1,Absent,0.6,0.6,0,0,0,0
6917,311,0.122,ANXA11,0,1,Absent,0.781,0.781,0,0,0,0
6922,3115,0.122,HLA-DPB1,0,1,Present,0.152,0.152,0,0,0,0
13081,643226,0.122,GRXCR2,0,1,Absent,0.299,0.299,0,0,0,0
14836,79720,0.122,VPS37B,0,1,Present,0.219,0.219,0,0,0,0
14927,79832,0.122,QSER1,0,1,Absent,0.144,0.144,0,0,0,0
882,11017,0.123,SNRNP27,0,1,Present,0.177,0.177,0,0,0,0
1073,11234,0.123,HPS5,0,1,Absent,0.926,0.926,0,0,0,0
10058,51764,0.123,GNG13,0,1,Present,0.411,0.411,0,0,0,0
427,10468,0.124,FST,0,1,Present,0.179,0.179,0,0,0,0
704,10797,0.124,MTHFD2,0,1,Present,0.017,0.017,0,0,0,0
3536,1909,0.124,EDNRA,0,1,Present,0.643,0.643,0,0,0,0
4531,23144,0.124,ZC3H3,0,1,Absent,0.317,0.317,0,0,0,0
8722,4250,0.124,SCGB2A2,0,0,Absent,0.667,0.667,0,0,0,0
10176,5306,0.124,PITPNA,0,1,Absent,0.895,0.895,0,0,0,0
10551,54737,0.124,MPHOSPH8,0,1,Absent,0.086,0.086,0,0,0,0
11914,57132,0.124,CHMP1B,0,1,Present,0.025,0.025,0,0,0,0
12993,64122,0.124,FN3K,0,1,Absent,0.647,0.647,0,0,0,0
14814,79694,0.124,MANEA,0,1,Absent,0.323,0.323,0,0,0,0
17202,917,0.124,CD3G,0,1,Present,0.203,0.203,0,0,0,0
11681,56648,0.125,EIF5A2,0,1,Absent,0.176,0.176,0,0,0,0
13252,64770,0.125,CCDC14,0,1,Absent,0.409,0.409,0,0,0,0
17262,9205,0.125,ZMYM5,0,1,Absent,0.272,0.272,0,0,0,0
64,10063,0.126,COX17,0,1,Present,0.229,0.229,0,0,0,0
1922,128488,0.126,WFDC12,0,1,Absent,0.094,0.094,0,0,0,0
1951,1290,0.126,COL5A2,0,1,Present,0.317,0.317,0,0,0,0
5629,26269,0.126,FBXO8,0,1,Absent,0.817,0.817,0,0,0,0
6877,30819,0.126,KCNIP2,0,0,Absent,0.98,0.98,0,0,0,0
7326,3416,0.126,IDE,0,1,Present,0.294,0.294,0,0,0,0
8556,4074,0.126,M6PR,0,1,Present,0.924,0.924,0,0,0,0
13704,6745,0.126,SSR1,0,1,Present,0.803,0.803,0,0,0,0
16367,8508,0.126,NIPSNAP1,0,1,Absent,0.613,0.613,0,0,0,0
2113,133690,0.127,CAPSL,0,0,Absent,0.531,0.531,0,0,0,0
2372,140881,0.127,DEFB129,0,0,Absent,0.276,0.276,0,0,0,0
2384,1410,0.127,CRYAB,0,0,Present,0.007,0.007,0,0,0,0
12900,63906,0.127,GPATCH3,0,1,Absent,0.232,0.232,0,0,0,0
156,10164,0.128,CHST4,0,0,Present,0.03,0.03,0,0,0,0
746,10859,0.128,LILRB1,0,1,Present,0.151,0.151,0,0,0,0
1674,123688,0.128,HYKK,0,1,Absent,0.934,0.934,0,0,0,0
1916,128372,0.128,OR6N1,0,1,Present,0.363,0.363,0,0,0,0
2107,133522,0.128,PPARGC1B,0,1,Absent,0.822,0.822,0,0,0,0
2920,154386,0.128,C6orf195,0,0,Absent,0.818,0.818,0,0,0,0
6282,284338,0.128,PRR19,0,1,Absent,0.266,0.266,0,0,0,0
6397,285600,0.128,KIAA0825,0,1,Absent,0.464,0.464,0,0,0,0
8393,4005,0.128,LMO2,0,1,Absent,0.652,0.652,0,0,0,0
9438,50801,0.128,KCNK4,0,1,Absent,0.707,0.707,0,0,0,0
11609,5625,0.128,PRODH,0,0,Present,0.309,0.309,0,0,0,0
1821,1265,0.129,CNN2,0,1,Absent,0.677,0.677,0,0,0,0
5143,254956,0.129,MORN5,0,1,Absent,0.272,0.272,0,0,0,0
5474,26013,0.129,L3MBTL1,0,1,Absent,0.332,0.332,0,0,0,0
8111,389151,0.129,PRR23B,0,1,Absent,0.579,0.579,0,0,0,0
10046,5175,0.129,PECAM1,0,1,Present,0.404,0.404,0,0,0,0
10585,54797,0.129,MED18,0,1,Absent,0.394,0.394,0,0,0,0
11410,55830,0.129,GLT8D1,0,1,Absent,0.884,0.884,0,0,0,0
13018,64167,0.129,ERAP2,0,1,Absent,0.695,0.695,0,0,0,0
13255,64773,0.129,PCED1A,0,1,Absent,0.285,0.285,0,0,0,0
77,1008,0.13,CDH10,0,1,Absent,0.445,0.445,0,0,0,0
2192,136306,0.13,SVOPL,0,0,Absent,0.166,0.166,0,0,0,0
2243,138429,0.13,PIP5KL1,0,1,Present,0.113,0.113,0,0,0,0
3348,170591,0.13,S100Z,0,1,Absent,0.894,0.894,0,0,0,0
3681,2001,0.13,ELF5,0,1,Absent,0.229,0.229,0,0,0,0
3711,200844,0.13,C3orf67,0,1,Absent,0.698,0.698,0,0,0,0
3995,219484,0.13,OR5M8,0,0,Present,0.673,0.673,0,0,0,0
4299,22852,0.13,ANKRD26,0,1,Absent,0.698,0.698,0,0,0,0
7613,3596,0.13,IL13,0,0,Present,0.259,0.259,0,0,0,0
10492,54579,0.13,UGT1A5,0,1,Present,0.927,0.927,0,0,0,0
12267,57786,0.13,RBAK,0,1,Absent,0.277,0.277,0,0,0,0
16826,8976,0.13,WASL,0,1,Present,0.399,0.399,0,0,0,0
3680,200081,0.131,TXLNA,0,1,Absent,0.14,0.14,0,0,0,0
4381,22943,0.131,DKK1,0,1,Present,0.361,0.361,0,0,0,0
5257,2574,0.131,GAGE2C,0,1,Absent,0.857,0.857,0,0,0,0
12323,5810,0.131,RAD1,0,1,Absent,0.716,0.716,0,0,0,0
2146,134728,0.132,IRAK1BP1,0,1,Absent,0.368,0.368,0,0,0,0
2693,1491,0.132,CTH,0,0,Present,0.516,0.516,0,0,0,0
3342,170482,0.132,CLEC4C,0,1,Absent,0.781,0.781,0,0,0,0
4383,22947,0.132,DUX4L1,0,0.5,Absent,1,1,0,0,0,0
5423,25940,0.132,FAM98A,0,1,Absent,0.953,0.953,0,0,0,0
7160,337979,0.132,KRTAP22-1,0,0,Absent,0.075,0.075,0,0,0,0
7690,3676,0.132,ITGA4,0,1,Present,0.055,0.055,0,0,0,0
8340,398,0.132,ARHGDIG,0,1,Absent,0.566,0.566,0,0,0,0
10594,54808,0.132,DYM,0,1,Absent,0.835,0.835,0,0,0,0
12507,5936,0.132,RBM4,0,1,Absent,0.782,0.782,0,0,0,0
16917,90199,0.132,WFDC8,0,1,Absent,0.127,0.127,0,0,0,0
1284,114804,0.133,RNF157,0,1,Absent,0.292,0.292,0,0,0,0
4904,23608,0.133,MKRN1,0,1,Absent,0.904,0.904,0,0,0,0
11862,57054,0.133,DAZ3,0,0.5,Absent,0.492,0.492,0,0,0,0
14644,79157,0.133,MFSD11,0,1,Absent,0.776,0.776,0,0,0,0
15544,8312,0.133,AXIN1,0,1,Present,0.251,0.251,0,0,0,0
410,10451,0.134,VAV3,0,1,Present,0.407,0.407,0,0,0,0
628,10690,0.134,FUT9,0,0,Present,0.461,0.461,0,0,0,0
3305,168391,0.134,GALNTL5,0,1,Present,0.658,0.658,0,0,0,0
3318,1690,0.134,COCH,0,1,Absent,0.463,0.463,0,0,0,0
3524,1892,0.134,ECHS1,0,1,Present,0.247,0.247,0,0,0,0
4650,2328,0.134,FMO3,0,1,Present,0.491,0.491,0,0,0,0
5415,2593,0.134,GAMT,0,1,Present,0.256,0.256,0,0,0,0
5531,26095,0.134,PTPN20B,0,1,Absent,0.17,0.17,0,0,0,0
5974,27288,0.134,RBMXL2,0,0,Absent,0.358,0.358,0,0,0,0
8819,440026,0.134,TMEM41B,0,1,Absent,0.257,0.257,0,0,0,0
12445,5902,0.134,RANBP1,0,1,Absent,0.644,0.644,0,0,0,0
13775,6836,0.134,SURF4,0,1,Absent,0.079,0.079,0,0,0,0
15963,84293,0.134,FAM213A,0,1,Absent,0.943,0.943,0,0,0,0
5752,266727,0.135,MDGA1,0,1,Absent,0.936,0.936,0,0,0,0
11372,55789,0.135,DEPDC1B,0,1,Absent,0.685,0.685,0,0,0,0
16041,84450,0.135,ZNF512,0,1,Absent,0.46,0.46,0,0,0,0
1818,126410,0.136,CYP4F22,0,0,Absent,0.313,0.313,0,0,0,0
5900,27130,0.136,INVS,0,1,Absent,0.889,0.889,0,0,0,0
9753,51305,0.136,KCNK9,0,1,Absent,0.875,0.875,0,0,0,0
10918,55176,0.136,SEC61A2,0,1,Present,0.236,0.236,0,0,0,0
10984,55240,0.136,STEAP3,0,1,Present,0.746,0.746,0,0,0,0
11904,57121,0.136,LPAR5,0,1,Absent,0.411,0.411,0,0,0,0
15575,8341,0.136,HIST1H2BN,0,1,Present,0.177,0.177,0,0,0,0
15969,843,0.136,CASP10,0,1,Present,0.761,0.761,0,0,0,0
16505,8577,0.136,TMEFF1,0,0.5,Absent,0.561,0.561,0,0,0,0
407,10449,0.137,ACAA2,0,1,Present,0.438,0.438,0,0,0,0
4202,222659,0.137,PXT1,0,0,Absent,0.031,0.031,0,0,0,0
5048,2512,0.137,FTL,0,1,Present,0.395,0.395,0,0,0,0
5123,254359,0.137,ZDHHC24,0,1,Absent,0.304,0.304,0,0,0,0
5358,25890,0.137,ABI3BP,0,0,Absent,0.563,0.563,0,0,0,0
6099,280658,0.137,SSX7,0,0,Absent,0.373,0.373,0,0,0,0
8210,390243,0.137,FOLR4,0,0,Present,0.726,0.726,0,0,0,0
8939,4487,0.137,MSX1,0,1,Absent,0.324,0.324,0,0,0,0
9280,494143,0.137,CHAC2,0,1,Absent,0.557,0.557,0,0,0,0
10619,54836,0.137,BSPRY,0,1,Absent,0.716,0.716,0,0,0,0
12559,5997,0.137,RGS2,0,1,Absent,0.788,0.788,0,0,0,0
95,101,0.138,ADAM8,0,1,Absent,0.695,0.695,0,0,0,0
3809,203286,0.138,ANKS6,0,1,Absent,0.057,0.057,0,0,0,0
4928,23644,0.138,EDC4,0,1,Present,0.686,0.686,0,0,0,0
9101,4735,0.138,2-Sep,0,0.5,Absent,0.926,0.926,0,0,0,0
9174,4820,0.138,NKTR,0,1,Absent,0.94,0.94,0,0,0,0
11783,56935,0.138,SMCO4,0,1,Absent,0.197,0.197,0,0,0,0
13433,65266,0.138,WNK4,0,0,Absent,0.326,0.326,0,0,0,0
15567,8336,0.138,HIST1H2AM,0,1,Present,0.601,0.601,0,0,0,0
15729,83858,0.138,ATAD3B,0,1,Absent,0.063,0.063,0,0,0,0
17506,9367,0.138,RAB9A,0,1,Absent,0.183,0.183,0,0,0,0
17877,9737,0.138,GPRASP1,0,1,Absent,0.376,0.376,0,0,0,0
1878,127670,0.139,TEDDM1,0,1,Absent,0.317,0.317,0,0,0,0
10717,54943,0.139,DNAJC28,0,1,Absent,0.567,0.567,0,0,0,0
11463,5590,0.139,PRKCZ,0,1,Present,0.193,0.193,0,0,0,0
15626,83549,0.139,UCK1,0,1,Present,0.057,0.057,0,0,0,0
1964,1295,0.14,COL8A1,0,1,Absent,0.512,0.512,0,0,0,0
2352,140739,0.14,UBE2F,0,1,Present,0.19,0.19,0,0,0,0
3998,2195,0.14,FAT1,0,1,Absent,0.074,0.074,0,0,0,0
5251,257218,0.14,SHPRH,0,1,Absent,0.434,0.434,0,0,0,0
9985,5165,0.14,PDK3,0,1,Absent,0.658,0.658,0,0,0,0
10146,5272,0.14,SERPINB9,0,1,Present,0.445,0.445,0,0,0,0
11610,56252,0.14,YLPM1,0,1,Absent,0.512,0.512,0,0,0,0
12099,57514,0.14,ARHGAP31,0,1,Absent,0.827,0.827,0,0,0,0
12317,5801,0.14,PTPRR,0,1,Present,0.928,0.928,0,0,0,0
13490,654463,0.14,FER1L6,0,1,Absent,0.332,0.332,0,0,0,0
16304,84942,0.14,WDR73,0,1,Absent,0.031,0.031,0,0,0,0
16319,84959,0.14,UBASH3B,0,1,Absent,0.658,0.658,0,0,0,0
17118,91272,0.14,BOD1,0,1,Absent,0.579,0.579,0,0,0,0
17953,9821,0.14,RB1CC1,0,1,Absent,0.958,0.958,0,0,0,0
18016,9894,0.14,TELO2,0,1,Absent,0.392,0.392,0,0,0,0
2130,134353,0.141,LSM11,0,1,Absent,0.294,0.294,0,0,0,0
4462,23061,0.141,TBC1D9B,0,1,Absent,0.06,0.06,0,0,0,0
7295,340547,0.141,VSIG1,0,0,Absent,0.53,0.53,0,0,0,0
11380,55798,0.141,METTL2B,0,1,Present,0.074,0.074,0,0,0,0
14675,79230,0.141,ZNF557,0,1,Absent,0.569,0.569,0,0,0,0
16300,84938,0.141,ATG4C,0,1,Present,0.134,0.134,0,0,0,0
6142,283116,0.142,TRIM49B,0,1,Absent,0.373,0.373,0,0,0,0
6395,285596,0.142,FAM153A,0,1,Absent,0.634,0.634,0,0,0,0
7997,387638,0.142,C10orf113,0,1,Absent,0.464,0.464,0,0,0,0
8347,3987,0.142,LIMS1,0,1,Absent,0.731,0.731,0,0,0,0
8503,403313,0.142,PPAPDC2,0,1,Absent,0.91,0.91,0,0,0,0
9193,4843,0.142,NOS2,0,1,Present,0.347,0.347,0,0,0,0
9439,50804,0.142,MYEF2,0,1,Absent,0.12,0.12,0,0,0,0
10971,55227,0.142,LRRC1,0,1,Absent,0.387,0.387,0,0,0,0
12421,5880,0.142,RAC2,0,1,Present,0.023,0.023,0,0,0,0
13807,6875,0.142,TAF4B,0,1,Present,0.881,0.881,0,0,0,0
15844,84106,0.142,PRAM1,0,1,Absent,0.113,0.113,0,0,0,0
16689,8804,0.142,CREG1,0,1,Absent,0.998,0.998,0,0,0,0
17275,92126,0.142,DSEL,0,1,Absent,0.003,0.003,0,0,0,0
17485,9356,0.142,SLC22A6,0,1,Absent,0.635,0.635,0,0,0,0
17937,9802,0.142,DAZAP2,0,1,Absent,0.12,0.12,0,0,0,0
18084,9967,0.142,THRAP3,0,1,Absent,0.453,0.453,0,0,0,0
2462,144321,0.143,GLIPR1L2,0,1,Absent,0.292,0.292,0,0,0,0
13389,65095,0.143,KRI1,0,1,Absent,0.904,0.904,0,0,0,0
1059,11216,0.144,AKAP10,0,1,Absent,0.215,0.215,0,0,0,0
4617,23243,0.144,ANKRD28,0,1,Absent,0.439,0.439,0,0,0,0
6453,286343,0.144,LURAP1L,0,1,Absent,0.114,0.114,0,0,0,0
7041,324,0.144,APC,0,0,Present,0.493,0.493,0,0,0,0
7265,340061,0.144,TMEM173,0,1,Present,0.492,0.492,0,0,0,0
7601,358,0.144,AQP1,0,1,Present,0.767,0.767,0,0,0,0
9464,50854,0.144,C6orf48,0,1,Absent,0.518,0.518,0,0,0,0
10295,53940,0.144,FTHL17,0,1,Absent,0.438,0.438,0,0,0,0
12625,60529,0.144,ALX4,0,1,Absent,0.157,0.157,0,0,0,0
13305,64857,0.144,PLEKHG2,0,1,Absent,0.717,0.717,0,0,0,0
14241,7399,0.144,USH2A,0,1,Absent,0.448,0.448,0,0,0,0
16398,85302,0.144,FBF1,0,1,Absent,0.662,0.662,0,0,0,0
16864,89886,0.144,SLAMF9,0,1,Absent,0.187,0.187,0,0,0,0
16982,9049,0.144,AIP,0,1,Absent,0.137,0.137,0,0,0,0
2354,140767,0.145,NRSN1,0,1,Absent,0.135,0.135,0,0,0,0
6976,317761,0.145,C14orf39,0,1,Absent,0.108,0.108,0,0,0,0
8721,4249,0.145,MGAT5,0,1,Present,0.531,0.531,0,0,0,0
10205,53339,0.145,BTBD1,0,1,Absent,0.813,0.813,0,0,0,0
11309,55722,0.145,CEP72,0,1,Absent,0.113,0.113,0,0,0,0
12499,59347,0.145,TPT1P8,0,0.5,Absent,0.313,0.313,0,0,0,0
12715,6184,0.145,RPN1,0,1,Present,0.799,0.799,0,0,0,0
12834,6334,0.145,SCN8A,0,1,Absent,0.749,0.749,0,0,0,0
16225,84838,0.145,ZNF496,0,1,Absent,0.963,0.963,0,0,0,0
99,10102,0.146,TSFM,0,1,Absent,0.777,0.777,0,0,0,0
2744,150290,0.146,DUSP18,0,1,Absent,0.771,0.771,0,0,0,0
5563,26155,0.146,NOC2L,0,1,Absent,0.817,0.817,0,0,0,0
5636,26276,0.146,VPS33B,0,1,Absent,0.4,0.4,0,0,0,0
7193,338751,0.146,OR52L1,0,0,Present,0.089,0.089,0,0,0,0
7649,3626,0.146,INHBC,0,1,Present,0.735,0.735,0,0,0,0
7793,374928,0.146,ZNF773,0,1,Absent,0.583,0.583,0,0,0,0
8208,390226,0.146,GUCY2EP,0,0.5,Absent,0.919,0.919,0,0,0,0
11133,5546,0.146,PRCC,0,1,Absent,0.513,0.513,0,0,0,0
12957,64067,0.146,NPAS3,0,1,Absent,0.108,0.108,0,0,0,0
14156,7295,0.146,TXN,0,1,Absent,0.834,0.834,0,0,0,0
15790,83989,0.146,FAM172A,0,1,Absent,0.164,0.164,0,0,0,0
18103,9989,0.146,PPP4R1,0,1,Absent,0.831,0.831,0,0,0,0
9613,51135,0.147,IRAK4,0,1,Present,0.317,0.317,0,0,0,0
16430,85406,0.147,DNAJC14,0,1,Absent,0.439,0.439,0,0,0,0
641,10715,0.148,CERS1,0,1,Absent,0.2,0.2,0,0,0,0
3057,1595,0.148,CYP51A1,0,1,Present,0.153,0.153,0,0,0,0
3736,201232,0.148,SLC16A13,0,1,Absent,0.744,0.744,0,0,0,0
3817,2035,0.148,EPB41,0,1,Present,0.529,0.529,0,0,0,0
6037,2743,0.148,GLRB,0,1,Present,0.247,0.247,0,0,0,0
7243,339665,0.148,SLC35E4,0,1,Absent,0.083,0.083,0,0,0,0
7991,3875,0.148,KRT18,0,0,Present,0.182,0.182,0,0,0,0
10181,5311,0.148,PKD2,0,1,Absent,0.667,0.667,0,0,0,0
11340,55756,0.148,INTS9,0,1,Absent,0.715,0.715,0,0,0,0
15446,81792,0.148,ADAMTS12,0,0,Absent,0.033,0.033,0,0,0,0
16344,84992,0.148,PIGY,0,1,Present,0.995,0.995,0,0,0,0
16919,9020,0.148,MAP3K14,0,1,Present,0.07,0.07,0,0,0,0
7383,343563,0.149,OR2T29,0,0,Present,0.363,0.363,0,0,0,0
9182,4830,0.149,NME1,0,1,Present,0.766,0.766,0,0,0,0
9714,51267,0.149,CLEC1A,0,1,Absent,0.411,0.411,0,0,0,0
1289,114823,0.15,LENG8,0,1,Absent,0.927,0.927,0,0,0,0
2162,135293,0.15,PM20D2,0,1,Absent,0.711,0.711,0,0,0,0
3451,1801,0.15,DPH1,0,0,Absent,0.501,0.501,0,0,0,0
4953,23732,0.15,FRRS1L,0,1,Absent,0.731,0.731,0,0,0,0
6059,277,0.15,AMY1B,0,1,Present,0.764,0.764,0,0,0,0
8350,3990,0.15,LIPC,0,1,Present,0.255,0.255,0,0,0,0
11817,56979,0.15,PRDM9,0,1,Absent,0.564,0.564,0,0,0,0
13840,6910,0.15,TBX5,0,0,Absent,0.798,0.798,0,0,0,0
17127,91304,0.15,TMEM259,0,1,Absent,0.176,0.176,0,0,0,0
17141,9139,0.15,CBFA2T2,0,1,Absent,0.911,0.911,0,0,0,0
6685,2981,0.151,GUCA2B,0,1,Absent,0.661,0.661,0,0,0,0
17902,9765,0.151,ZFYVE16,0,1,Present,0.674,0.674,0,0,0,0
893,11027,0.152,LILRA2,0,1,Present,0.343,0.343,0,0,0,0
2326,140609,0.152,NEK7,0,1,Absent,0.282,0.282,0,0,0,0
2378,140894,0.152,CNBD2,0,1,Absent,0.509,0.509,0,0,0,0
4046,219970,0.152,GLYATL2,0,1,Absent,0.375,0.375,0,0,0,0
5255,257364,0.152,SNX33,0,1,Absent,0.767,0.767,0,0,0,0
5328,25844,0.152,YIPF3,0,1,Absent,0.069,0.069,0,0,0,0
6596,29110,0.152,TBK1,0,1,Present,0.246,0.246,0,0,0,0
6693,29850,0.152,TRPM5,0,0,Present,0.099,0.099,0,0,0,0
8018,387923,0.152,SERP2,0,1,Absent,0.691,0.691,0,0,0,0
9453,50834,0.152,TAS2R1,0,1,Present,0.063,0.063,0,0,0,0
10630,54851,0.152,ANKRD49,0,1,Absent,0.175,0.175,0,0,0,0
12752,6230,0.152,RPS25,0,1,Present,0.181,0.181,0,0,0,0
12879,6385,0.152,SDC4,0,1,Present,0.461,0.461,0,0,0,0
13835,6905,0.152,TBCE,0,1,Absent,0.358,0.358,0,0,0,0
15646,83605,0.152,CCM2,0,1,Absent,0.246,0.246,0,0,0,0
15958,84287,0.152,ZDHHC16,0,1,Absent,0.739,0.739,0,0,0,0
903,11040,0.153,PIM2,0,1,Present,0.714,0.714,0,0,0,0
9680,51225,0.153,ABI3,0,1,Absent,0.787,0.787,0,0,0,0
12032,57409,0.153,MIF4GD,0,1,Absent,0.534,0.534,0,0,0,0
13373,65056,0.153,GPBP1,0,1,Absent,0.408,0.408,0,0,0,0
2165,135458,0.154,HUS1B,0,1,Absent,0.326,0.326,0,0,0,0
2276,139324,0.154,HDX,0,1,Absent,0.612,0.612,0,0,0,0
2619,1478,0.154,CSTF2,0,1,Present,0.751,0.751,0,0,0,0
2991,157922,0.154,CAMSAP1,0,1,Absent,0.812,0.812,0,0,0,0
3468,1819,0.154,DRG2,0,1,Absent,0.319,0.319,0,0,0,0
4696,23339,0.154,VPS39,0,1,Absent,0.702,0.702,0,0,0,0
6467,2867,0.154,FFAR2,0,1,Absent,0.059,0.059,0,0,0,0
8575,4090,0.154,SMAD5,0,1,Present,0.64,0.64,0,0,0,0
8816,440,0.154,ASNS,0,1,Present,0.886,0.886,0,0,0,0
9277,4940,0.154,OAS3,0,1,Present,0.441,0.441,0,0,0,0
9324,4992,0.154,OR1F1,0,1,Present,0.592,0.592,0,0,0,0
9794,51360,0.154,MBTPS2,0,1,Present,0.361,0.361,0,0,0,0
10224,5339,0.154,PLEC,0,1,Absent,0.672,0.672,0,0,0,0
12307,5793,0.154,PTPRG,0,1,Absent,0.764,0.764,0,0,0,0
13925,7041,0.154,TGFB1I1,0,1,Absent,0.66,0.66,0,0,0,0
14171,7306,0.154,TYRP1,0,1,Present,0.15,0.15,0,0,0,0
17256,9201,0.154,DCLK1,0,1,Absent,0.895,0.895,0,0,0,0
17639,9477,0.154,MED20,0,1,Absent,0.476,0.476,0,0,0,0
1249,114335,0.155,CGB1,0,1,Absent,0.873,0.873,0,0,0,0
2283,1395,0.155,CRHR2,0,1,Present,0.416,0.416,0,0,0,0
6288,284355,0.155,TPRX1,0,0,Absent,0.131,0.131,0,0,0,0
7116,3346,0.155,HTN1,0,1,Present,0.291,0.291,0,0,0,0
7261,339983,0.155,NAT8L,0,1,Absent,0.176,0.176,0,0,0,0
7377,343406,0.155,OR10R2,0,0,Present,0.663,0.663,0,0,0,0
11449,55879,0.155,GABRQ,0,1,Present,0.307,0.307,0,0,0,0
15907,84229,0.155,DRC7,0,1,Absent,0.256,0.256,0,0,0,0
2818,151827,0.156,LRRC34,0,1,Absent,0.112,0.112,0,0,0,0
3854,2055,0.156,CLN8,0,1,Absent,0.308,0.308,0,0,0,0
5315,25830,0.156,SULT4A1,0,1,Absent,0.23,0.23,0,0,0,0
5640,2628,0.156,GATM,0,1,Present,0.09,0.09,0,0,0,0
5943,27229,0.156,TUBGCP4,0,1,Absent,0.433,0.433,0,0,0,0
6543,290,0.156,ANPEP,0,1,Present,0.545,0.545,0,0,0,0
8651,4152,0.156,MBD1,0,1,Absent,0.216,0.216,0,0,0,0
9038,4669,0.156,NAGLU,0,1,Present,0.337,0.337,0,0,0,0
10387,54433,0.156,GAR1,0,1,Present,0.46,0.46,0,0,0,0
11004,55260,0.156,TMEM143,0,1,Absent,0.316,0.316,0,0,0,0
12440,5899,0.156,RALB,0,1,Present,0.508,0.508,0,0,0,0
15841,84102,0.156,SLC41A2,0,1,Absent,0.721,0.721,0,0,0,0
16193,84765,0.156,ZNF577,0,1,Absent,0.607,0.607,0,0,0,0
17269,9210,0.156,BMP15,0,1,Absent,0.519,0.519,0,0,0,0
17451,9330,0.156,GTF3C3,0,1,Absent,0.465,0.465,0,0,0,0
17452,9331,0.156,B4GALT6,0,1,Present,0.226,0.226,0,0,0,0
8749,4295,0.157,MLN,0,1,Absent,0.151,0.151,0,0,0,0
12534,5972,0.157,REN,0,1,Present,0.833,0.833,0,0,0,0
220,10233,0.158,LRRC23,0,1,Absent,0.477,0.477,0,0,0,0
1224,113763,0.158,ZBED6CL,0,0,Absent,0.691,0.691,0,0,0,0
2558,146722,0.158,CD300LF,0,1,Absent,0.682,0.682,0,0,0,0
2581,147007,0.158,TMEM199,0,1,Absent,0.721,0.721,0,0,0,0
3910,2122,0.158,MECOM,0,1,Present,0.448,0.448,0,0,0,0
4241,2258,0.158,FGF13,0,1,Present,0.484,0.484,0,0,0,0
