,GeneSymbol,EntrezID,Zscore,OffTarget_pValue,AssignedScore
13140,ROM1,6094,-0.165,1,0
13141,ROMO1,140823,0.42,1,0
13142,ROPN1,54763,0.186,1,0
13143,ROPN1B,152015,0.49,1,0
13144,ROPN1L,83853,-0.284,1,0
13145,ROR1,4919,-0.728,1,0
13146,ROR2,4920,-0.27,0.568,0
13147,RORA,6095,-0.912,1,0
13148,RORB,6096,0.112,1,0
13149,RORC,6097,1.742,1,0
13150,ROS1,6098,0.682,1,0
13151,RP1,6101,0.76,1,0
13152,RP1L1,94137,0.026,1,0
13153,RP2,6102,0.422,1,0
13154,RP9,6100,-0.485,1,0
13155,RPA1,6117,1.22,1,0
13156,RPA2,6118,-0.802,1,0
13157,RPA4,29935,0.522,1,0
13158,RPAIN,84268,1.026,1,0
13159,RPAP1,26015,0.052,1,0
13160,RPAP2,79871,-1.607,1,0.5
13161,RPAP3,79657,-2.897,1,1
13162,RPE,6120,-1.562,1,0.5
13163,RPE65,6121,0.254,1,0
13164,RPF1,80135,-1.046,1,0.5
13165,RPF2,84154,0.922,1,0
13166,RPGR,6103,-0.054,1,0
13167,RPGRIP1,57096,-3.381,0.159,1
13168,RPGRIP1L,23322,-2.082,1,0.5
13169,RPH3A,22895,0.448,1,0
13170,RPH3AL,9501,-0.846,1,0
13171,RPIA,22934,1.762,1,0
13172,RPL10,6134,-0.412,1,0
13173,RPL10A,4736,-0.237,1,0
13174,RPL10L,140801,-0.124,1,0
13175,RPL11,6135,-0.626,1,0
13176,RPL13,6137,1.917,1,0
13177,RPL13A,23521,0.581,1,0
13178,RPL14,9045,-0.562,1,0
13179,RPL15,6138,0.285,1,0
13180,RPL17,6139,0.648,1,0
13181,RPL18,6141,-0.258,1,0
13182,RPL18A,6142,-0.15,1,0
13183,RPL18P4,392979,2.178,1,0
13184,RPL19,6143,-1.084,1,0.5
13185,RPL19P9,653314,0.904,1,0
13186,RPL21,6144,-0.22,1,0
13187,RPL21P44,402176,-0.844,1,0
13188,RPL22,6146,0.59,1,0
13189,RPL23,9349,-1.86,1,1
13190,RPL23A,6147,-0.956,1,0
13191,RPL23AP82,284942,0.226,1,0
13192,RPL24,6152,-1.623,1,0.5
13193,RPL26,6154,1.073,1,0
13194,RPL26L1,51121,-1.381,1,0.5
13195,RPL27,6155,-1.373,0.388,0.5
13196,RPL27A,6157,-0.554,1,0
13197,RPL28,6158,1.174,1,0
13198,RPL29,6159,1.215,1,0
13199,RPL3,6122,-0.873,1,0
13200,RPL30,6156,0.514,1,0
13201,RPL31,6160,-1.94,1,1
13202,RPL32,6161,-1.594,0.583,0.5
13203,RPL34,6164,0.87,1,0
13204,RPL35,11224,0.76,1,0
13205,RPL35A,6165,-0.432,1,0
13206,RPL36,25873,-0.526,1,0
13207,RPL36A,6173,1.264,1,0
13208,RPL36AL,6166,-2.518,1,1
13209,RPL37,6167,-1.758,1,1
13210,RPL37A,6168,0.896,1,0
13211,RPL38,6169,-0.446,1,0
13212,RPL39L,116832,-0.064,1,0
13213,RPL3L,6123,-1.573,0.511,0.5
13214,RPL4,6124,-1.328,1,0.5
13215,RPL41,6171,0.714,1,0
13216,RPL5,6125,-0.066,1,0
13217,RPL6,6128,0.28,1,0
13218,RPL7,6129,0.328,1,0
13219,RPL7A,6130,0.518,1,0
13220,RPL7L1,285855,-2.397,1,1
13221,RPL8,6132,0.972,1,0
13222,RPL9,6133,0.946,1,0
13223,RPLP0,6175,0.521,1,0
13224,RPLP2,6181,-2.604,1,1
13225,RPN1,6184,0.145,1,0
13226,RPN2,6185,-0.318,1,0
13227,RPP14,11102,0.113,1,0
13228,RPP21,79897,-0.616,1,0
13229,RPP25,54913,-2.135,1,1
13230,RPP25L,138716,-1.079,1,0.5
13231,RPP30,10556,0.032,1,0
13232,RPP38,10557,0.75,1,0
13233,RPP40,10799,-1.169,1,0.5
13234,RPRD1A,55197,-0.125,1,0
13235,RPRD1B,58490,-0.216,1,0
13236,RPRD2,23248,-1.778,1,1
13237,RPRM,56475,0.492,1,0
13238,RPRML,388394,-0.878,1,0
13239,RPS10,6204,-0.204,1,0
13240,RPS11,6205,2.05,1,0
13241,RPS12,6206,1.185,1,0
13242,RPS13,6207,0.424,1,0
13243,RPS14,6208,0.249,1,0
13244,RPS15,6209,0.284,1,0
13245,RPS15A,6210,0.632,1,0
13246,RPS16,6217,-0.482,1,0
13247,RPS17,6218,-0.702,1,0
13248,RPS17P16,402057,0.384,0.95,0
13249,RPS18,6222,-0.49,0.779,0
13250,RPS19,6223,-0.107,1,0
13251,RPS19BP1,91582,-0.519,1,0
13252,RPS2,6187,-1.848,1,1
13253,RPS20,6224,-0.09,1,0
13254,RPS21,6227,-1.363,0.004,0
13255,RPS23,6228,0.88,1,0
13256,RPS24,6229,0.968,1,0
13257,RPS25,6230,0.152,1,0
13258,RPS27A,6233,-0.922,1,0
13259,RPS27L,51065,-0.138,1,0
13260,RPS28,6234,-0.57,1,0
13261,RPS29,6235,-0.719,1,0
13262,RPS3,6188,1.018,1,0
13263,RPS3A,6189,0.368,0.599,0
13264,RPS4X,6191,0.998,1,0
13265,RPS4Y1,6192,-0.128,0.681,0
13266,RPS4Y2,140032,-2.35,1,1
13267,RPS5,6193,1.538,1,0
13268,RPS6,6194,1.313,1,0
13269,RPS6KA1,6195,0.078,1,0
13270,RPS6KA2,6196,1.534,1,0
13271,RPS6KA3,6197,0.671,1,0
13272,RPS6KA4,8986,-0.836,1,0
13273,RPS6KA5,9252,0.752,1,0
13274,RPS6KA6,27330,0.182,1,0
13275,RPS6KB1,6198,0.844,1,0
13276,RPS6KB2,6199,0.538,0.599,0
13277,RPS6KC1,26750,0.386,1,0
13278,RPS6KL1,83694,1.228,1,0
13279,RPS7,6201,0.081,1,0
13280,RPS8,6202,-1.397,1,0.5
13281,RPS9,6203,-0.285,1,0
13282,RPSA,3921,-0.702,1,0
13283,RPTOR,57521,0.114,1,0
13284,RPUSD1,113000,1.458,1,0
13285,RPUSD2,27079,0.391,1,0
13286,RPUSD3,285367,-0.822,1,0
13287,RPUSD4,84881,-1.215,1,0.5
13288,RRAD,6236,-1.075,1,0.5
13289,RRAGA,10670,-1.462,1,0.5
13290,RRAGB,10325,0.418,1,0
13291,RRAGC,64121,0.57,1,0
13292,RRAGD,58528,0.53,1,0
13293,RRAS,6237,0.172,1,0
13294,RRAS2,22800,0.511,1,0
13295,RRBP1,6238,0.204,1,0
13296,RREB1,6239,-1.373,1,0.5
13297,RRH,10692,-1.079,1,0.5
13298,RRM1,6240,-0.144,1,0
13299,RRM2,6241,-0.254,1,0
13300,RRM2B,50484,1.036,1,0
13301,RRN3,54700,0.609,1,0
13302,RRNAD1,51093,-0.49,1,0
13303,RRP1,8568,-1.921,1,1
13304,RRP12,23223,-0.18,1,0
13305,RRP15,51018,0.756,1,0
13306,RRP1B,23076,-0.247,1,0
13307,RRP36,88745,0.935,1,0
13308,RRP7A,27341,-0.27,0.583,0
13309,RRP8,23378,-1.344,1,0.5
13310,RRP9,9136,-0.73,1,0
13311,RRS1,23212,0.541,1,0
13312,RS1,6247,-0.569,1,0
13313,RSAD1,55316,1.411,1,0
13314,RSAD2,91543,0.814,1,0
13315,RSBN1,54665,0.239,1,0
13316,RSBN1L,222194,-0.314,1,0
13317,RSC1A1,6248,0.842,1,0
13318,RSF1,51773,0.53,1,0
13319,RSL1D1,26156,-0.128,1,0
13320,RSL24D1,51187,-0.18,1,0
13321,RSPH1,89765,0.222,1,0
13322,RSPH10B,222967,-0.778,1,0
13323,RSPH14,27156,-0.854,1,0
13324,RSPH3,83861,0.916,1,0
13325,RSPH4A,345895,-0.216,1,0
13326,RSPH6A,81492,0.23,1,0
13327,RSPH9,221421,-0.724,1,0
13328,RSPO1,284654,0.538,1,0
13329,RSPO2,340419,-1.113,1,0.5
13330,RSPO3,84870,-1.391,1,0.5
13331,RSPO4,343637,-0.564,1,0
13332,RSPRY1,89970,-0.137,1,0
13333,RSRC1,51319,-1.306,1,0.5
13334,RSRC2,65117,1.625,1,0
13335,RSRP1,57035,0.064,1,0
13336,RSU1,6251,0,1,0
13337,RTBDN,83546,-0.191,1,0
13338,RTCA,8634,-0.754,1,0
13339,RTCB,51493,0.481,1,0
13340,RTEL1,51750,0.658,1,0
13341,RTF1,23168,1.044,1,0
13342,RTF2,51507,1.25,1,0
13343,RTKN,6242,-0.55,1,0
13344,RTKN2,219790,0.685,1,0
13345,RTL10,79680,-0.151,1,0
13346,RTL3,203430,0.22,1,0
13347,RTL4,340595,0.344,1,0
13348,RTL5,340526,0,1,0
13349,RTL6,84247,-0.851,1,0
13350,RTL8A,26071,-1.218,1,0.5
13351,RTL8B,441518,-0.754,1,0
13352,RTL8C,8933,-0.04,1,0
13353,RTL9,57529,-1.051,1,0.5
13354,RTN1,6252,-0.022,1,0
13355,RTN2,6253,-0.788,1,0
13356,RTN3,10313,0.774,1,0
13357,RTN4,57142,-1.847,1,1
13358,RTN4IP1,84816,-1.545,0.004,0
13359,RTN4R,65078,-0.738,1,0
13360,RTN4RL1,146760,-0.447,1,0
13361,RTP1,132112,0.886,1,0
13362,RTP2,344892,-0.133,1,0
13363,RTP3,83597,0.084,1,0
13364,RTP4,64108,0.114,1,0
13365,RTP5,285093,-1.161,1,0.5
13366,RTRAF,51637,0.252,1,0
13367,RTTN,25914,-0.335,1,0
13368,RUBCNL,80183,0.89,1,0
13369,RUFY1,80230,0.438,1,0
13370,RUFY2,55680,0.215,1,0
13371,RUFY3,22902,0.2,1,0
13372,RUFY4,285180,-1.1,1,0.5
13373,RUNDC1,146923,0.038,1,0
13374,RUNDC3A,10900,0.363,1,0
13375,RUNDC3B,154661,1.213,1,0
13376,RUNX1,861,-1.69,1,1
13377,RUNX1T1,862,-0.221,1,0
13378,RUNX2,860,-2.721,0.802,1
13379,RUNX3,864,0.359,1,0
13380,RUSC1,23623,-0.356,1,0
13381,RUSC1-AS1,284618,0.742,1,0
13382,RUSC2,9853,-0.352,1,0
13383,RUVBL1,8607,1.308,1,0
13384,RUVBL2,10856,0.47,1,0
13385,RWDD1,51389,0.77,1,0
13386,RWDD2A,112611,-0.066,1,0
13387,RWDD2B,10069,1.738,1,0
13388,RWDD3,25950,-0.045,1,0
13389,RWDD4,201965,-1.236,1,0.5
13390,RXFP1,59350,-0.394,1,0
13391,RXFP2,122042,-0.692,1,0
13392,RXFP3,51289,-0.238,1,0
13393,RXFP4,339403,0.818,1,0
13394,RXRA,6256,0.372,1,0
13395,RXRB,6257,-0.488,1,0
13396,RXRG,6258,-0.38,1,0
13397,RXYLT1,10329,0.584,1,0
13398,RYBP,23429,0.871,1,0
13399,RYK,6259,-0.304,1,0
13400,RYR1,6261,-0.012,1,0
13401,RYR2,6262,-0.348,1,0
13402,RYR3,6263,0.79,1,0
13403,S100A1,6271,0.514,1,0
13404,S100A10,6281,0.95,1,0
13405,S100A11,6282,0.824,1,0
13406,S100A12,6283,-0.216,1,0
13407,S100A13,6284,0.488,1,0
13408,S100A14,57402,-0.409,1,0
13409,S100A16,140576,-0.513,1,0
13410,S100A2,6273,-1.079,1,0.5
13411,S100A3,6274,-0.8,1,0
13412,S100A4,6275,0.626,1,0
13413,S100A5,6276,0.923,1,0
13414,S100A6,6277,0.544,1,0
13415,S100A7,6278,-0.09,1,0
13416,S100A7A,338324,-1.405,0.647,0.5
13417,S100A7L2,645922,0.044,1,0
13418,S100A8,6279,-1.929,1,1
13419,S100A9,6280,-0.668,1,0
13420,S100B,6285,0.176,1,0
13421,S100G,795,-0.21,1,0
13422,S100P,6286,-0.59,0.233,0
13423,S100PBP,64766,-1.304,0.105,0.5
13424,S100Z,170591,0.13,1,0
13425,S1PR1,1901,-0.735,0.511,0
13426,S1PR2,9294,-0.949,1,0
13427,S1PR3,1903,0.68,1,0
13428,S1PR4,8698,0.973,1,0
13429,S1PR5,53637,-0.714,1,0
13430,SAA2,6289,-0.263,1,0
13431,SAA4,6291,0.214,1,0
13432,SAAL1,113174,1.033,1,0
13433,SAC3D1,29901,2.203,1,0
13434,SACM1L,22908,0.841,1,0
13435,SACS,26278,0.196,1,0
13436,SAE1,10055,1.416,1,0
13437,SAFB,6294,-1.635,0.754,1
13438,SAFB2,9667,-0.338,0.599,0
13439,SAG,6295,-0.81,1,0
13440,SAGE1,55511,1.345,1,0
13441,SALL1,6299,1.052,1,0
13442,SALL2,6297,-0.446,1,0
13443,SALL3,27164,-2.026,1,1
13444,SALL4,57167,-0.362,1,0
13445,SAMD1,90378,2.172,1,0
13446,SAMD10,140700,-1.354,1,0.5
13447,SAMD11,148398,1.036,1,0
13448,SAMD12,401474,1.003,1,0
13449,SAMD13,148418,0.328,1,0
13450,SAMD14,201191,0.864,1,0
13451,SAMD15,161394,-0.354,1,0
13452,SAMD3,154075,0.47,1,0
13453,SAMD4A,23034,0.684,1,0
13454,SAMD4B,55095,-0.804,1,0
13455,SAMD5,389432,0.406,1,0
13456,SAMD7,344658,-1.362,1,0.5
13457,SAMD8,142891,-0.438,1,0
13458,SAMD9,54809,0.531,1,0
13459,SAMD9L,219285,0.274,1,0
13460,SAMHD1,25939,1.556,1,0
13461,SAMM50,25813,-0.476,1,0
13462,SAMSN1,64092,-1.078,1,0.5
13463,SAP130,79595,-0.26,1,0
13464,SAP18,10284,-0.9,1,0
13465,SAP30,8819,-0.483,1,0
13466,SAP30BP,29115,-1.03,1,0.5
13467,SAP30L,79685,0.04,1,0
13468,SAPCD1,401251,-0.256,1,0
13469,SAPCD2,89958,1.204,1,0
13470,SAR1A,56681,1.23,1,0
13471,SAR1B,51128,0.762,1,0
13472,SARAF,51669,0.772,1,0
13473,SARDH,1757,0.805,1,0
13474,SARM1,23098,1.014,1,0
13475,SARNP,84324,-0.492,1,0
13476,SARS,6301,0.394,1,0
13477,SARS2,54938,-1.308,1,0.5
13478,SART1,9092,-0.578,1,0
13479,SART3,9733,0.828,1,0
13480,SASH1,23328,0.458,1,0
13481,SASH3,54440,-1.637,1,1
13482,SASS6,163786,2.592,1,0
13483,SAT1,6303,-0.054,1,0
13484,SAT2,112483,-0.325,1,0
13485,SATB1,6304,-1.144,1,0.5
13486,SATB2,23314,0.444,1,0
13487,SATL1,340562,0.45,1,0
13488,SAXO1,158297,1.286,1,0
13489,SAXO2,283726,0.09,1,0
13490,SAYSD1,55776,0.966,1,0
13491,SBDS,51119,0.838,1,0
13492,SBF1,6305,0.186,1,0
13493,SBF2,81846,-1.369,0.004,0
13494,SBK1,388228,-0.416,1,0
13495,SBNO1,55206,-0.851,1,0
13496,SBNO2,22904,-0.166,1,0
13497,SBSN,374897,-2.393,1,1
13498,SBSPON,157869,0.706,1,0
13499,SC5D,6309,-1.372,1,0.5
13500,SCAF1,58506,-0.03,1,0
13501,SCAF11,9169,0.37,1,0
13502,SCAF4,57466,1.626,1,0
13503,SCAF8,22828,0.938,1,0
13504,SCAI,286205,-0.334,1,0
13505,SCAMP1,9522,1.881,1,0
13506,SCAMP2,10066,1.336,1,0
13507,SCAMP3,10067,0.557,1,0
13508,SCAMP4,113178,-0.871,1,0
13509,SCAMP5,192683,-0.636,1,0
13510,SCAND1,51282,1.044,1,0
13511,SCAP,22937,-0.116,1,0
13512,SCAPER,49855,-0.569,1,0
13513,SCARA3,51435,-0.248,1,0
13514,SCARA5,286133,-0.729,1,0
13515,SCARB1,949,1.622,1,0
13516,SCARB2,950,-0.958,0.233,0
13517,SCARF1,8578,0.276,1,0
13518,SCARF2,91179,1.153,1,0
13519,SCCPDH,51097,1.482,1,0
13520,SCD,6319,-0.146,1,0
13521,SCD5,79966,-0.228,1,0
13522,SCEL,8796,-0.646,1,0
13523,SCFD1,23256,0.62,1,0
13524,SCFD2,152579,0.212,1,0
13525,SCG2,7857,-0.094,1,0
13526,SCG5,6447,1.208,1,0
13527,SCGB1A1,7356,0.17,1,0
13528,SCGB1C1,147199,-0.82,1,0
13529,SCGB1D1,10648,-0.712,1,0
13530,SCGB1D2,10647,2.032,1,0
13531,SCGB1D4,404552,1.449,1,0
13532,SCGB2A1,4246,-0.209,1,0
13533,SCGB2A2,4250,0.124,1,0
13534,SCGB2B2,284402,-0.074,1,0
13535,SCGB3A1,92304,0.008,1,0
13536,SCGB3A2,117156,-0.512,1,0
13537,SCGN,10590,-0.764,1,0
13538,SCHIP1,29970,-0.751,1,0
13539,SCIMP,388325,0.56,1,0
13540,SCIN,85477,-0.6,1,0
13541,SCLT1,132320,-0.082,1,0
13542,SCLY,51540,-0.434,1,0
13543,SCMH1,22955,-0.12,1,0
13544,SCML1,6322,0.374,0.511,0
13545,SCML2,10389,-0.908,1,0
13546,SCML4,256380,-1.188,1,0.5
13547,SCN10A,6336,0.03,1,0
13548,SCN11A,11280,0.016,1,0
13549,SCN1A,6323,0.886,1,0
13550,SCN1B,6324,1.818,1,0
13551,SCN2A,6326,-0.435,1,0
13552,SCN2B,6327,0.437,1,0
13553,SCN3A,6328,0.377,1,0
13554,SCN3B,55800,0.218,1,0
13555,SCN4A,6329,-0.232,1,0
13556,SCN4B,6330,-0.51,1,0
13557,SCN5A,6331,-0.689,1,0
13558,SCN7A,6332,-0.432,1,0
13559,SCN8A,6334,0.145,1,0
13560,SCN9A,6335,1.363,1,0
13561,SCNM1,79005,-1.732,0.004,0.5
13562,SCNN1A,6337,-1.117,1,0.5
13563,SCNN1B,6338,-0.63,1,0
13564,SCNN1D,6339,-0.134,1,0
13565,SCNN1G,6340,-1.264,1,0.5
13566,SCO1,6341,-0.508,1,0
13567,SCO2,9997,-0.901,0.499,0
13568,SCOC,60592,-0.139,1,0
13569,SCP2D1,140856,1.097,1,0
13570,SCPEP1,59342,-0.151,1,0
13571,SCRG1,11341,-3.302,1,1
13572,SCRIB,23513,0.658,1,0
13573,SCRN1,9805,0.196,1,0
13574,SCRN2,90507,0.158,1,0
13575,SCRN3,79634,-0.002,1,0
13576,SCRT1,83482,0.239,1,0
13577,SCRT2,85508,-0.63,1,0
13578,SCT,6343,-1.08,1,0.5
13579,SCTR,6344,1.49,1,0
13580,SCUBE1,80274,-1.302,1,0.5
13581,SCUBE2,57758,-0.206,1,0
13582,SCUBE3,222663,0.429,1,0
13583,SCYL1,57410,0.45,1,0
13584,SCYL2,55681,0.507,1,0
13585,SCYL3,57147,0.311,1,0
13586,SDAD1,55153,0.714,1,0
13587,SDC1,6382,1.777,1,0
13588,SDC2,6383,-0.172,1,0
13589,SDC3,9672,-0.554,1,0
13590,SDC4,6385,0.152,1,0
13591,SDCBP,6386,0.284,1,0
13592,SDCBP2,27111,0.062,1,0
13593,SDCCAG8,10806,0.345,1,0
13594,SDE2,163859,-2.146,1,1
13595,SDF2,6388,0.904,1,0
13596,SDF4,51150,0.464,1,0
13597,SDHA,6389,-0.334,1,0
13598,SDHAF1,644096,-0.746,1,0
13599,SDHAF2,54949,-0.493,1,0
13600,SDHAF3,57001,-0.006,1,0
13601,SDHAF4,135154,-0.676,1,0
13602,SDHB,6390,0.422,1,0
13603,SDHC,6391,-1.739,1,1
13604,SDHD,6392,-2.149,1,1
13605,SDK1,221935,-0.618,1,0
13606,SDK2,54549,-2.31,1,1
13607,SDR16C5,195814,0.09,1,0
13608,SDR39U1,56948,-0.334,1,0
13609,SDR42E1,93517,-0.178,1,0
13610,SDR9C7,121214,-1.565,1,0.5
13611,SDS,10993,0.754,1,0
13612,SDSL,113675,-1.026,1,0.5
13613,SEBOX,645832,0.1,1,0
13614,SEC11A,23478,0.01,1,0
13615,SEC11B,157708,-0.795,0.681,0
13616,SEC11C,90701,-0.915,0.511,0
13617,SEC13,6396,-0.324,1,0
13618,SEC14L1,6397,-1.807,1,1
13619,SEC14L2,23541,-1.286,1,0.5
13620,SEC14L3,266629,-0.69,1,0
13621,SEC14L4,284904,1.561,1,0
13622,SEC16A,9919,-0.45,1,0
13623,SEC16B,89866,0.318,1,0
13624,SEC22A,26984,0.202,1,0
13625,SEC22B,9554,0.24,1,0
13626,SEC22C,9117,-0.256,1,0
13627,SEC23A,10484,-0.006,1,0
13628,SEC23B,10483,-1.562,1,0.5
13629,SEC23IP,11196,0.262,1,0
13630,SEC24A,10802,-0.256,1,0
13631,SEC24B,10427,0.928,1,0
13632,SEC24C,9632,-0.139,1,0
13633,SEC24D,9871,0.25,1,0
13634,SEC31A,22872,1.456,1,0
13635,SEC31B,25956,-1.54,0.511,0.5
13636,SEC61A1,29927,-1.605,1,0.5
13637,SEC61A2,55176,0.136,1,0
13638,SEC61B,10952,-0.681,1,0
13639,SEC61G,23480,0.92,1,0
13640,SEC62,7095,-0.534,1,0
13641,SEC63,11231,-1.313,0.518,0.5
13642,SECISBP2,79048,-1.289,1,0.5
13643,SECISBP2L,9728,0.357,1,0
13644,SECTM1,6398,-0.858,1,0
13645,SEH1L,81929,-1.176,0.102,0.5
13646,SEL1L,6400,0.364,1,0
13647,SEL1L3,23231,-0.33,1,0
13648,SELE,6401,0.041,1,0
13649,SELENBP1,8991,1.124,1,0
13650,SELENOF,9403,0.362,1,0
13651,SELENOH,280636,0.112,1,0
13652,SELENOI,85465,0.544,1,0
13653,SELENOK,58515,1.069,1,0
13654,SELENOM,140606,0.253,1,0
13655,SELENON,57190,-0.394,1,0
13656,SELENOO,83642,-0.38,1,0
13657,SELENOP,6414,0.428,1,0
13658,SELENOS,55829,-0.134,1,0
13659,SELENOT,51714,0.814,1,0
13660,SELENOV,348303,-0.33,1,0
13661,SELENOW,6415,-0.542,0.647,0
13662,SELL,6402,1.648,1,0
13663,SELP,6403,0.544,1,0
13664,SELPLG,6404,-0.853,1,0
13665,SEM1,7979,0.282,1,0
13666,SEMA3A,10371,0.376,1,0
13667,SEMA3B,7869,0.677,1,0
13668,SEMA3C,10512,-0.422,1,0
13669,SEMA3D,223117,-0.316,1,0
13670,SEMA3E,9723,-0.224,1,0
13671,SEMA3F,6405,-0.228,1,0
13672,SEMA3G,56920,0.282,1,0
13673,SEMA4A,64218,0.534,1,0
13674,SEMA4B,10509,0.113,1,0
13675,SEMA4C,54910,0.107,1,0
13676,SEMA4D,10507,1.182,1,0
13677,SEMA4F,10505,-0.874,1,0
13678,SEMA4G,57715,0.401,1,0
13679,SEMA5A,9037,-0.981,1,0
13680,SEMA5B,54437,-0.731,1,0
13681,SEMA6A,57556,0.831,1,0
13682,SEMA6B,10501,0.799,1,0
13683,SEMA6C,10500,0.77,1,0
13684,SEMA6D,80031,0.502,1,0
13685,SEMA7A,8482,0.262,1,0
13686,SEMG1,6406,-1.351,1,0.5
13687,SEMG2,6407,-0.068,1,0
13688,SENP1,29843,0.228,1,0
13689,SENP2,59343,-0.619,1,0
13690,SENP3,26168,0.436,1,0
13691,SENP5,205564,0.422,1,0
13692,SENP6,26054,1.146,1,0
13693,SENP7,57337,-0.195,1,0
13694,SENP8,123228,-0.051,1,0
13695,SEPHS1,22929,0.093,1,0
13696,SEPHS2,22928,0.369,1,0
13697,SEPSECS,51091,0.279,1,0
13698,1-Sep,1731,0.802,1,0
13699,10-Sep,151011,-0.328,1,0
13700,11-Sep,55752,-2.281,1,1
13701,12-Sep,124404,-0.814,1,0
13702,14-Sep,346288,0.341,1,0
13703,2-Sep,4735,0.138,1,0
13704,3-Sep,55964,0.426,1,0
13705,4-Sep,5414,-0.752,1,0
13706,5-Sep,5413,-0.585,1,0
13707,6-Sep,23157,-0.73,1,0
13708,7-Sep,989,0.682,1,0
13709,9-Sep,10801,0.425,1,0
13710,SERAC1,84947,0.532,1,0
13711,SERBP1,26135,-0.304,1,0
13712,SERF1A,8293,-0.708,1,0
13713,SERF2,10169,-0.59,1,0
13714,SERGEF,26297,0.979,1,0
13715,SERHL,94009,0.194,1,0
13716,SERHL2,253190,-0.004,1,0
13717,SERINC1,57515,-1.004,1,0.5
13718,SERINC2,347735,0.826,1,0
13719,SERINC3,10955,1.156,1,0
13720,SERINC4,619189,-0.046,1,0
13721,SERINC5,256987,0.174,1,0
13722,SERP1,27230,-0.133,1,0
13723,SERP2,387923,0.152,1,0
13724,SERPINA1,5265,0.356,0.388,0
13725,SERPINA10,51156,-0.177,1,0
13726,SERPINA11,256394,0.68,1,0
13727,SERPINA12,145264,-0.313,1,0
13728,SERPINA13P,388007,-0.758,1,0
13729,SERPINA3,12,-1.022,1,0.5
13730,SERPINA4,5267,-2.97,1,0.5
13731,SERPINA5,5104,-0.41,0.233,0
13732,SERPINA6,866,0.094,1,0
13733,SERPINA7,6906,-0.078,1,0
13734,SERPINA9,327657,-0.307,1,0
13735,SERPINB1,1992,-2.733,1,1
13736,SERPINB10,5273,-2.091,1,1
13737,SERPINB11,89778,0.588,1,0
13738,SERPINB12,89777,-0.539,1,0
13739,SERPINB13,5275,0.751,1,0
13740,SERPINB2,5055,0.522,1,0
13741,SERPINB3,6317,0.052,1,0
13742,SERPINB4,6318,0.602,1,0
13743,SERPINB5,5268,-0.374,1,0
13744,SERPINB6,5269,-0.187,1,0
13745,SERPINB7,8710,0.786,1,0
13746,SERPINB8,5271,0.058,1,0
13747,SERPINB9,5272,0.14,1,0
13748,SERPINC1,462,-0.01,1,0
13749,SERPIND1,3053,-0.795,1,0
13750,SERPINE1,5054,0.403,1,0
13751,SERPINE2,5270,0.538,1,0
13752,SERPINF1,5176,0.876,1,0
13753,SERPINF2,5345,0.034,1,0
13754,SERPING1,710,-0.856,1,0
13755,SERPINH1,871,-0.006,1,0
13756,SERPINI1,5274,-0.133,1,0
13757,SERPINI2,5276,-1.706,1,1
13758,SERTAD1,29950,0.896,1,0
13759,SERTAD2,9792,-0.084,1,0
13760,SERTAD3,29946,0.695,1,0
13761,SERTAD4,56256,-1.286,1,0.5
13762,SERTM1,400120,-0.591,1,0
13763,SESN1,27244,1.149,1,0
13764,SESN2,83667,-0.066,1,0
13765,SESN3,143686,-1.698,1,1
13766,SESTD1,91404,-0.608,1,0
13767,SET,6418,-0.171,1,0
13768,SETBP1,26040,0.509,1,0
13769,SETD1A,9739,0.56,1,0
13770,SETD2,29072,-0.033,1,0
13771,SETD3,84193,-0.172,1,0
13772,SETD4,54093,0.117,1,0
13773,SETD5,55209,-0.606,1,0
13774,SETD6,79918,0.862,1,0
13775,SETD7,80854,-0.204,1,0
13776,SETD9,133383,0.441,1,0
13777,SETDB1,9869,0.532,1,0
13778,SETDB2,83852,0.95,1,0
13779,SETMAR,6419,-1.51,1,0.5
13780,SETX,23064,0.927,1,0
13781,SEZ6,124925,0.588,1,0
13782,SEZ6L,23544,1.324,1,0
13783,SEZ6L2,26470,-0.458,1,0
13784,SF1,7536,0.062,1,0
13785,SF3A1,10291,-0.011,1,0
13786,SF3A2,8175,0.733,1,0
13787,SF3A3,10946,-0.682,1,0
13788,SF3B1,23451,-2.427,1,1
13789,SF3B2,10992,-1.06,1,0.5
13790,SF3B3,23450,1.197,1,0
13791,SF3B4,10262,0.578,1,0
13792,SF3B5,83443,-0.204,1,0
13793,SF3B6,51639,-1.693,1,1
13794,SFI1,9814,0.802,1,0
13795,SFMBT1,51460,0.168,1,0
13796,SFMBT2,57713,0.69,1,0
13797,SFN,2810,-1.198,1,0.5
13798,SFPQ,6421,-1.56,0.18,0.5
13799,SFR1,119392,-0.441,1,0
13800,SFRP1,6422,-0.379,1,0
13801,SFRP2,6423,0.247,1,0
13802,SFRP4,6424,-0.051,1,0
13803,SFRP5,6425,1.54,1,0
13804,SFSWAP,6433,0.046,1,0
13805,SFT2D1,113402,0.426,1,0
13806,SFT2D2,375035,1.516,1,0
13807,SFT2D3,84826,0.377,1,0
13808,SFTA2,389376,-0.788,1,0
13809,SFTPA1,653509,-0.323,1,0
13810,SFTPB,6439,0.366,1,0
13811,SFTPC,6440,-1.487,1,0.5
13812,SFTPD,6441,0.05,1,0
13813,SFXN1,94081,-0.652,1,0
13814,SFXN2,118980,-0.046,1,0
