,GeneSymbol,EntrezID,Zscore,OffTarget_pValue,AssignedScore
13815,SFXN3,81855,-0.224,1,0
13816,SFXN4,119559,1.21,1,0
13817,SFXN5,94097,-0.084,1,0
13818,SGCA,6442,-0.412,1,0
13819,SGCB,6443,0.524,1,0
13820,SGCD,6444,-0.191,1,0
13821,SGCE,8910,-0.538,0.048,0
13822,SGCG,6445,-0.838,1,0
13823,SGCZ,137868,1.03,1,0
13824,SGF29,112869,0.354,1,0
13825,SGIP1,84251,0.176,1,0
13826,SGK1,6446,-0.359,1,0
13827,SGK2,10110,-0.604,1,0
13828,SGK3,23678,0.05,1,0
13829,SGK494,124923,-2.397,1,1
13830,SGMS1,259230,0.264,1,0
13831,SGMS2,166929,0.662,1,0
13832,SGO1,151648,0.084,1,0
13833,SGO2,151246,0.856,1,0
13834,SGPL1,8879,-1.979,1,1
13835,SGPP1,81537,0.587,1,0
13836,SGPP2,130367,-2.133,0.499,1
13837,SGSH,6448,-0.088,1,0
13838,SGSM1,129049,0.116,1,0
13839,SGSM2,9905,1.175,1,0
13840,SGSM3,27352,0.158,1,0
13841,SGTA,6449,-1.127,1,0.5
13842,SGTB,54557,0.072,1,0
13843,SH2B1,25970,1.035,1,0
13844,SH2B2,10603,1.062,1,0
13845,SH2B3,10019,0.039,1,0
13846,SH2D1A,4068,-0.067,1,0
13847,SH2D1B,117157,0.696,1,0
13848,SH2D2A,9047,1.375,1,0
13849,SH2D3A,10045,0.592,1,0
13850,SH2D3C,10044,0.601,1,0
13851,SH2D4B,387694,0.033,1,0
13852,SH2D6,284948,-0.223,1,0
13853,SH3BGR,6450,-1.194,1,0.5
13854,SH3BGRL,6451,-0.446,0.681,0
13855,SH3BGRL2,83699,-0.394,1,0
13856,SH3BGRL3,83442,-1.922,1,1
13857,SH3BP1,23616,0.174,1,0
13858,SH3BP2,6452,-0.76,1,0
13859,SH3BP4,23677,0.868,1,0
13860,SH3BP5,9467,0.094,1,0
13861,SH3BP5L,80851,0.236,1,0
13862,SH3D19,152503,-1.3,0.852,0.5
13863,SH3D21,79729,-0.266,1,0
13864,SH3GL1,6455,-0.716,1,0
13865,SH3GL2,6456,0.308,1,0
13866,SH3GL3,6457,0.839,1,0
13867,SH3GLB1,51100,-1.228,1,0.5
13868,SH3GLB2,56904,-1.42,1,0.5
13869,SH3KBP1,30011,-0.589,1,0
13870,SH3PXD2A,9644,1.533,1,0
13871,SH3PXD2B,285590,-0.339,1,0
13872,SH3RF1,57630,0.235,1,0
13873,SH3RF2,153769,0.458,1,0
13874,SH3RF3,344558,-0.156,1,0
13875,SH3TC1,54436,0.572,1,0
13876,SH3TC2,79628,1.628,1,0
13877,SH3YL1,26751,-0.272,1,0
13878,SHANK1,50944,0.473,1,0
13879,SHANK2,22941,0.441,1,0
13880,SHANK3,85358,1.008,1,0
13881,SHARPIN,81858,-0.376,1,0
13882,SHB,6461,-0.034,1,0
13883,SHBG,6462,-0.246,1,0
13884,SHC1,6464,-0.666,1,0
13885,SHC2,25759,-0.98,1,0
13886,SHC3,53358,-0.65,1,0
13887,SHC4,399694,-0.022,0.599,0
13888,SHCBP1,79801,-1.28,1,0.5
13889,SHCBP1L,81626,0.984,1,0
13890,SHD,56961,0.345,1,0
13891,SHE,126669,0.207,1,0
13892,SHF,90525,-0.656,1,0
13893,SHH,6469,0.312,1,0
13894,SHISA2,387914,1.145,1,0
13895,SHISA3,152573,0.094,1,0
13896,SHISA4,149345,-1.383,1,0.5
13897,SHISA5,51246,-1.784,0.281,1
13898,SHISA6,388336,-1.544,1,0.5
13899,SHISAL2A,348378,0.312,1,0
13900,SHKBP1,92799,0.618,1,0
13901,SHLD1,149840,-0.26,1,0
13902,SHLD2,54537,-0.226,1,0
13903,SHMT1,6470,-0.594,1,0
13904,SHMT2,6472,-0.31,1,0
13905,SHOC2,8036,1.183,1,0
13906,SHOX,6473,0.907,1,0
13907,SHOX2,6474,-0.592,1,0
13908,SHPK,23729,0.746,1,0
13909,SHPRH,257218,0.14,1,0
13910,SHQ1,55164,0.356,1,0
13911,SHROOM1,134549,-1.853,1,1
13912,SHROOM2,357,0.801,1,0
13913,SHROOM3,57619,0.887,1,0
13914,SHROOM4,57477,-0.816,1,0
13915,SHTN1,57698,-0.246,1,0
13916,SI,6476,-0.601,1,0
13917,SIAE,54414,0.569,1,0
13918,SIAH1,6477,-0.245,1,0
13919,SIAH2,6478,-0.046,1,0
13920,SIAH3,283514,-0.97,1,0
13921,SIDT1,54847,0.214,1,0
13922,SIDT2,51092,0.706,1,0
13923,SIGIRR,59307,0.65,1,0
13924,SIGLEC1,6614,1.132,1,0
13925,SIGLEC10,89790,-1.306,1,0.5
13926,SIGLEC11,114132,-0.682,0.511,0
13927,SIGLEC12,89858,0.41,1,0
13928,SIGLEC15,284266,-0.367,1,0
13929,SIGLEC5,8778,0.546,1,0
13930,SIGLEC6,946,-1.321,1,0.5
13931,SIGLEC7,27036,0.486,1,0
13932,SIGLEC8,27181,1.49,1,0
13933,SIGLEC9,27180,-1.108,1,0.5
13934,SIGLECL1,284369,0.942,1,0
13935,SIGMAR1,10280,0.402,1,0
13936,SIK1,150094,-0.228,1,0
13937,SIK2,23235,-0.829,1,0
13938,SIK3,23387,0.288,1,0
13939,SIKE1,80143,0.963,1,0
13940,SIL1,64374,-0.547,1,0
13941,SIM1,6492,-1.716,1,1
13942,SIM2,6493,-0.74,0.697,0
13943,SIMC1,375484,0.243,1,0
13944,SIN3A,25942,-0.992,1,0
13945,SIN3B,23309,-1.524,0.262,0.5
13946,SINHCAF,58516,-0.358,1,0
13947,SIPA1,6494,-0.09,1,0
13948,SIPA1L1,26037,-0.881,1,0
13949,SIPA1L2,57568,-0.572,1,0
13950,SIPA1L3,23094,0.108,1,0
13951,SIRPA,140885,-0.072,1,0
13952,SIRPB1,10326,-1.298,1,0.5
13953,SIRPD,128646,2.155,1,0
13954,SIRPG,55423,0.712,1,0
13955,SIRT1,23411,1.25,1,0
13956,SIRT2,22933,0.369,1,0
13957,SIRT3,23410,0.35,1,0
13958,SIRT4,23409,-0.844,1,0
13959,SIRT5,23408,0.008,1,0
13960,SIRT6,51548,-0.325,1,0
13961,SIRT7,51547,0.686,1,0
13962,SIT1,27240,-1.02,1,0.5
13963,SIVA1,10572,1.75,1,0
13964,SIX1,6495,0.216,1,0
13965,SIX2,10736,-1.66,1,1
13966,SIX3,6496,-0.312,1,0
13967,SIX4,51804,-0.417,1,0
13968,SIX5,147912,0.354,1,0
13969,SIX6,4990,0.002,1,0
13970,SKA1,220134,0.728,1,0
13971,SKA2,348235,0.854,1,0
13972,SKA3,221150,-0.912,1,0
13973,SKAP1,8631,-1.115,1,0.5
13974,SKAP2,8935,-0.117,1,0
13975,SKI,6497,-0.795,1,0
13976,SKIDA1,387640,-0.905,1,0
13977,SKIL,6498,-0.275,1,0
13978,SKIV2L,6499,-0.641,1,0
13979,SKOR1,390598,1.172,1,0
13980,SKOR2,652991,-0.526,1,0
13981,SKP1,6500,-0.666,1,0
13982,SKP2,6502,-0.32,1,0
13983,SLA,6503,0.224,1,0
13984,SLA2,84174,-1.55,1,0.5
13985,SLAIN1,122060,0.988,1,0
13986,SLAMF1,6504,0.498,1,0
13987,SLAMF6,114836,1.292,1,0
13988,SLAMF7,57823,-0.283,1,0
13989,SLAMF8,56833,0.753,1,0
13990,SLAMF9,89886,0.144,1,0
13991,SLBP,7884,0.182,1,0
13992,SLC10A1,6554,0.46,1,0
13993,SLC10A2,6555,-1.784,1,0.5
13994,SLC10A3,8273,-0.891,1,0
13995,SLC10A4,201780,0.448,1,0
13996,SLC10A5,347051,-0.422,1,0
13997,SLC10A6,345274,0.569,1,0
13998,SLC10A7,84068,-0.511,1,0
13999,SLC11A1,6556,-1.56,1,0.5
14000,SLC11A2,4891,-0.886,0.568,0
14001,SLC12A1,6557,0.021,1,0
14002,SLC12A2,6558,-0.672,1,0
14003,SLC12A3,6559,0.118,1,0
14004,SLC12A4,6560,-0.082,1,0
14005,SLC12A5,57468,1.391,1,0
14006,SLC12A6,9990,0.543,1,0
14007,SLC12A7,10723,0.88,1,0
14008,SLC12A8,84561,-1.083,1,0.5
14009,SLC12A9,56996,0.314,1,0
14010,SLC13A1,6561,0.373,1,0
14011,SLC13A2,9058,-1.322,1,0.5
14012,SLC13A3,64849,1.727,1,0
14013,SLC13A4,26266,-2.511,1,0.5
14014,SLC13A5,284111,0.646,1,0
14015,SLC14A1,6563,0.52,1,0
14016,SLC14A2,8170,-0.125,1,0
14017,SLC15A1,6564,-0.217,1,0
14018,SLC15A2,6565,0.346,1,0
14019,SLC15A3,51296,0.43,1,0
14020,SLC15A4,121260,-0.186,1,0
14021,SLC16A1,6566,-0.852,1,0
14022,SLC16A10,117247,-2.265,1,1
14023,SLC16A11,162515,1.56,1,0
14024,SLC16A12,387700,-0.968,1,0
14025,SLC16A13,201232,0.148,1,0
14026,SLC16A14,151473,-0.494,1,0
14027,SLC16A2,6567,-0.637,1,0
14028,SLC16A3,9123,0.314,1,0
14029,SLC16A4,9122,-1.428,1,0.5
14030,SLC16A5,9121,-0.788,1,0
14031,SLC16A6,9120,-0.15,1,0
14032,SLC16A7,9194,0.695,0.666,0
14033,SLC16A8,23539,-1.626,1,0.5
14034,SLC16A9,220963,0.546,1,0
14035,SLC17A1,6568,-1.114,1,0.5
14036,SLC17A2,10246,0.685,1,0
14037,SLC17A3,10786,-1.831,1,1
14038,SLC17A4,10050,-0.655,1,0
14039,SLC17A5,26503,0.304,1,0
14040,SLC17A6,57084,-1.05,1,0.5
14041,SLC17A7,57030,1.831,1,0
14042,SLC17A8,246213,-0.822,1,0
14043,SLC17A9,63910,0.854,1,0
14044,SLC18A1,6570,0.511,1,0
14045,SLC18A2,6571,-1.192,1,0.5
14046,SLC18A3,6572,0.059,1,0
14047,SLC18B1,116843,0.174,1,0
14048,SLC19A1,6573,0.09,1,0
14049,SLC19A2,10560,1.282,1,0
14050,SLC19A3,80704,1.321,1,0
14051,SLC1A1,6505,1.024,1,0
14052,SLC1A2,6506,-0.734,1,0
14053,SLC1A3,6507,-0.872,1,0
14054,SLC1A4,6509,0.694,1,0
14055,SLC1A5,6510,0.01,1,0
14056,SLC1A6,6511,-2.071,1,0.5
14057,SLC1A7,6512,-0.328,1,0
14058,SLC20A1,6574,0.794,1,0
14059,SLC20A2,6575,1.855,1,0
14060,SLC22A1,6580,0.166,1,0
14061,SLC22A10,387775,0.978,1,0
14062,SLC22A11,55867,-0.9,1,0
14063,SLC22A12,116085,0.668,1,0
14064,SLC22A13,9390,0.182,1,0
14065,SLC22A14,9389,-0.462,1,0
14066,SLC22A15,55356,-0.53,1,0
14067,SLC22A16,85413,0.216,1,0
14068,SLC22A17,51310,-0.854,1,0
14069,SLC22A18,5002,-1.295,1,0.5
14070,SLC22A2,6582,-0.624,1,0
14071,SLC22A23,63027,0.09,1,0
14072,SLC22A24,283238,-1.206,1,0.5
14073,SLC22A25,387601,-0.78,1,0
14074,SLC22A3,6581,0.982,1,0
14075,SLC22A4,6583,0.354,1,0
14076,SLC22A5,6584,0.484,1,0
14077,SLC22A6,9356,0.142,1,0
14078,SLC22A7,10864,-0.443,1,0
14079,SLC22A8,9376,0.558,1,0
14080,SLC22A9,114571,1.2,1,0
14081,SLC23A1,9963,1.093,1,0
14082,SLC23A2,9962,-0.384,1,0
14083,SLC23A3,151295,-0.466,1,0
14084,SLC24A1,9187,0.252,1,0
14085,SLC24A2,25769,1.306,1,0
14086,SLC24A3,57419,-2.114,0.363,0.5
14087,SLC24A4,123041,0.484,1,0
14088,SLC24A5,283652,0.42,1,0
14089,SLC25A1,6576,-0.296,1,0
14090,SLC25A10,1468,-1.639,0.499,1
14091,SLC25A11,8402,1.148,1,0
14092,SLC25A12,8604,-0.563,1,0
14093,SLC25A13,10165,0.452,1,0
14094,SLC25A14,9016,-2.22,1,1
14095,SLC25A15,10166,-0.277,1,0
14096,SLC25A16,8034,0.497,1,0
14097,SLC25A17,10478,0.52,1,0
14098,SLC25A18,83733,-1.161,1,0.5
14099,SLC25A19,60386,-0.819,1,0
14100,SLC25A2,83884,-0.288,1,0
14101,SLC25A20,788,1.014,1,0
14102,SLC25A21,89874,-1.004,1,0.5
14103,SLC25A22,79751,1.315,1,0
14104,SLC25A23,79085,0.668,1,0
14105,SLC25A24,29957,-0.026,1,0
14106,SLC25A25,114789,-0.334,1,0
14107,SLC25A26,115286,-0.511,1,0
14108,SLC25A27,9481,-0.832,1,0
14109,SLC25A28,81894,-0.624,1,0
14110,SLC25A29,123096,-0.048,1,0
14111,SLC25A3,5250,-0.683,1,0
14112,SLC25A30,253512,-1.763,1,1
14113,SLC25A31,83447,0.052,1,0
14114,SLC25A32,81034,0.507,1,0
14115,SLC25A33,84275,1.546,1,0
14116,SLC25A34,284723,1.121,1,0
14117,SLC25A35,399512,-1.177,0.155,0.5
14118,SLC25A36,55186,-0.343,1,0
14119,SLC25A37,51312,-0.558,1,0
14120,SLC25A38,54977,0.972,1,0
14121,SLC25A39,51629,0.476,1,0
14122,SLC25A4,291,0.302,1,0
14123,SLC25A40,55972,-0.362,1,0
14124,SLC25A41,284427,1.706,1,0
14125,SLC25A42,284439,-0.453,1,0
14126,SLC25A43,203427,0.483,1,0
14127,SLC25A44,9673,-2.514,1,1
14128,SLC25A45,283130,-1.709,1,1
14129,SLC25A46,91137,-0.632,1,0
14130,SLC25A47,283600,0.501,1,0
14131,SLC25A48,153328,0.215,1,0
14132,SLC25A5,292,0.543,1,0
14133,SLC25A51,92014,-0.235,1,0
14134,SLC25A52,147407,0.658,1,0
14135,SLC25A53,401612,-1.049,0.568,0.5
14136,SLC25A6,293,1.872,1,0
14137,SLC26A10,65012,1.87,1,0
14138,SLC26A11,284129,-1.006,1,0.5
14139,SLC26A2,1836,-1.2,1,0.5
14140,SLC26A3,1811,-0.057,1,0
14141,SLC26A4,5172,-1.224,1,0.5
14142,SLC26A5,375611,-0.103,1,0
14143,SLC26A6,65010,-0.076,1,0
14144,SLC26A7,115111,0.677,1,0
14145,SLC26A8,116369,-0.885,1,0
14146,SLC26A9,115019,-2.293,1,1
14147,SLC27A1,376497,0.604,1,0
14148,SLC27A2,11001,0.446,1,0
14149,SLC27A3,11000,0.752,1,0
14150,SLC27A4,10999,0.636,1,0
14151,SLC27A5,10998,0.212,1,0
14152,SLC27A6,28965,0.596,1,0
14153,SLC28A2,9153,-0.02,1,0
14154,SLC28A3,64078,0.582,1,0
14155,SLC29A1,2030,-1.528,1,0.5
14156,SLC29A2,3177,-0.238,1,0
14157,SLC29A3,55315,-0.078,1,0
14158,SLC29A4,222962,0.052,1,0
14159,SLC2A1,6513,-2.116,1,1
14160,SLC2A10,81031,0.674,1,0
14161,SLC2A11,66035,1.367,1,0
14162,SLC2A12,154091,-0.586,1,0
14163,SLC2A13,114134,-0.523,1,0
14164,SLC2A14,144195,-0.975,1,0
14165,SLC2A2,6514,0.452,1,0
14166,SLC2A3,6515,0.492,1,0
14167,SLC2A4,6517,-0.386,1,0
14168,SLC2A4RG,56731,-0.442,1,0
14169,SLC2A5,6518,0.036,1,0
14170,SLC2A6,11182,-0.355,1,0
14171,SLC2A7,155184,-0.387,1,0
14172,SLC2A8,29988,0.457,1,0
14173,SLC2A9,56606,-0.646,1,0
14174,SLC30A1,7779,0.412,1,0
14175,SLC30A10,55532,-0.024,1,0
14176,SLC30A2,7780,0.276,1,0
14177,SLC30A3,7781,0.272,1,0
14178,SLC30A4,7782,-0.52,1,0
14179,SLC30A5,64924,0.346,1,0
14180,SLC30A6,55676,0.19,1,0
14181,SLC30A7,148867,-0.424,1,0
14182,SLC30A8,169026,1.036,1,0
14183,SLC30A9,10463,-0.986,1,0
14184,SLC31A1,1317,-0.852,0.233,0
14185,SLC31A2,1318,0.352,1,0
14186,SLC32A1,140679,-0.61,1,0
14187,SLC33A1,9197,1.323,1,0
14188,SLC34A1,6569,0.986,1,0
14189,SLC34A2,10568,-1.73,1,1
14190,SLC34A3,142680,-0.194,1,0
14191,SLC35A1,10559,0.631,1,0
14192,SLC35A2,7355,0.068,1,0
14193,SLC35A3,23443,-1.028,1,0.5
14194,SLC35A4,113829,-0.7,1,0
14195,SLC35A5,55032,0.334,1,0
14196,SLC35B1,10237,-0.126,1,0
14197,SLC35B2,347734,1.617,1,0
14198,SLC35B3,51000,0.459,1,0
14199,SLC35B4,84912,-1.342,1,0.5
14200,SLC35C1,55343,-0.344,1,0
14201,SLC35C2,51006,0.309,1,0
14202,SLC35D1,23169,0.368,1,0
14203,SLC35D2,11046,-1.389,1,0.5
14204,SLC35D3,340146,0.604,1,0
14205,SLC35E1,79939,0.113,1,0
14206,SLC35E2A,9906,-0.508,1,0
14207,SLC35E3,55508,-0.99,1,0
14208,SLC35E4,339665,0.148,1,0
14209,SLC35F1,222553,-0.028,1,0
14210,SLC35F2,54733,-1.333,1,0.5
14211,SLC35F3,148641,-0.284,1,0
14212,SLC35F4,341880,0.777,1,0
14213,SLC35F5,80255,1.167,1,0
14214,SLC35F6,54978,0.684,1,0
14215,SLC35G1,159371,0.228,1,0
14216,SLC35G2,80723,-0.968,1,0
14217,SLC35G3,146861,-1.028,1,0.5
14218,SLC35G5,83650,0.208,1,0
14219,SLC36A1,206358,-0.712,1,0
14220,SLC36A2,153201,0.997,1,0
14221,SLC36A3,285641,-2.715,1,0.5
14222,SLC36A4,120103,0.403,1,0
14223,SLC37A1,54020,-0.238,1,0
14224,SLC37A2,219855,-0.43,1,0
14225,SLC37A3,84255,0.034,1,0
14226,SLC37A4,2542,0.016,1,0
14227,SLC38A1,81539,-1.234,1,0.5
14228,SLC38A10,124565,0.797,1,0
14229,SLC38A11,151258,1.211,1,0
14230,SLC38A2,54407,0.712,1,0
14231,SLC38A3,10991,-2.214,1,1
14232,SLC38A4,55089,0.888,1,0
14233,SLC38A5,92745,-0.064,1,0
14234,SLC38A6,145389,-1.147,1,0.5
14235,SLC38A7,55238,0.992,1,0
14236,SLC38A8,146167,-0.822,1,0
14237,SLC38A9,153129,0.304,1,0
14238,SLC39A1,27173,-0.549,1,0
14239,SLC39A10,57181,-0.984,1,0
14240,SLC39A11,201266,-0.078,1,0
14241,SLC39A12,221074,0.002,1,0
14242,SLC39A13,91252,-0.666,0.972,0
14243,SLC39A14,23516,-0.248,1,0
14244,SLC39A2,29986,-0.476,1,0
14245,SLC39A3,29985,-0.215,1,0
14246,SLC39A4,55630,0.596,1,0
14247,SLC39A5,283375,-0.144,1,0
14248,SLC39A6,25800,-1.395,1,0.5
14249,SLC39A7,7922,0.66,1,0
14250,SLC39A8,64116,1.065,1,0
14251,SLC39A9,55334,-0.521,1,0
14252,SLC3A1,6519,-0.182,1,0
14253,SLC3A2,6520,-1.022,0.499,0.5
14254,SLC40A1,30061,0.978,1,0
14255,SLC41A1,254428,1.727,1,0
14256,SLC41A2,84102,0.156,1,0
14257,SLC41A3,54946,1.497,1,0
14258,SLC43A1,8501,-1.49,1,0.5
14259,SLC43A2,124935,-0.348,1,0
14260,SLC43A3,29015,-0.206,1,0
14261,SLC44A1,23446,-0.199,1,0
14262,SLC44A2,57153,1.472,1,0
14263,SLC44A3,126969,0.322,1,0
14264,SLC44A4,80736,-0.222,1,0
14265,SLC44A5,204962,0.614,1,0
14266,SLC45A1,50651,-0.343,1,0
14267,SLC45A2,51151,0.808,1,0
14268,SLC45A3,85414,1.508,1,0
14269,SLC45A4,57210,0.85,1,0
14270,SLC46A1,113235,-0.564,1,0
14271,SLC46A2,57864,-0.163,1,0
14272,SLC46A3,283537,-0.164,1,0
14273,SLC47A1,55244,-1.343,1,0.5
14274,SLC47A2,146802,-0.548,1,0
14275,SLC48A1,55652,-0.082,1,0
14276,SLC49A3,84179,-0.37,1,0
14277,SLC4A1,6521,0.558,1,0
14278,SLC4A10,57282,1.086,1,0
14279,SLC4A11,83959,1.357,1,0
14280,SLC4A1AP,22950,-0.754,1,0
14281,SLC4A2,6522,0.75,1,0
14282,SLC4A3,6508,0.52,1,0
14283,SLC4A4,8671,-0.991,1,0
14284,SLC4A5,57835,0.257,1,0
14285,SLC4A7,9497,-1.137,1,0.5
14286,SLC4A8,9498,1.347,1,0
14287,SLC4A9,83697,-0.39,1,0
14288,SLC50A1,55974,0.098,1,0
14289,SLC51A,200931,-0.185,1,0
14290,SLC51B,123264,1.002,1,0
14291,SLC52A1,55065,-0.084,1,0
14292,SLC52A2,79581,1.11,1,0
14293,SLC52A3,113278,0.742,1,0
14294,SLC5A1,6523,-0.026,1,0
14295,SLC5A10,125206,0.952,1,0
14296,SLC5A11,115584,-0.342,1,0
14297,SLC5A12,159963,0.458,1,0
14298,SLC5A2,6524,0.646,1,0
14299,SLC5A3,6526,-0.164,1,0
14300,SLC5A4,6527,-0.274,1,0
14301,SLC5A5,6528,-1.361,1,0.5
14302,SLC5A6,8884,0.612,1,0
14303,SLC5A7,60482,0.22,1,0
14304,SLC5A8,160728,-1.385,1,0.5
14305,SLC5A9,200010,0.498,1,0
14306,SLC6A1,6529,-1.306,0.681,0.5
14307,SLC6A11,6538,0.415,1,0
14308,SLC6A12,6539,0.013,1,0
14309,SLC6A13,6540,-0.38,1,0
14310,SLC6A14,11254,-2.791,1,0.5
14311,SLC6A15,55117,-0.164,1,0
14312,SLC6A16,28968,-2.349,1,1
14313,SLC6A17,388662,-0.063,1,0
14314,SLC6A18,348932,-0.5,1,0
14315,SLC6A19,340024,0.531,1,0
14316,SLC6A2,6530,-0.114,1,0
14317,SLC6A20,54716,-1.275,1,0.5
14318,SLC6A3,6531,-1.196,1,0.5
14319,SLC6A4,6532,0.68,1,0
14320,SLC6A5,9152,-0.2,1,0
14321,SLC6A6,6533,-0.058,1,0
14322,SLC6A7,6534,-0.176,1,0
14323,SLC6A8,6535,1.249,1,0
14324,SLC6A9,6536,-0.308,1,0
14325,SLC7A1,6541,0.337,1,0
14326,SLC7A10,56301,0.792,1,0
14327,SLC7A11,23657,-0.018,1,0
14328,SLC7A13,157724,-0.237,1,0
14329,SLC7A14,57709,-1.893,1,0.5
14330,SLC7A2,6542,0.578,1,0
14331,SLC7A3,84889,0.32,1,0
14332,SLC7A4,6545,1.165,1,0
14333,SLC7A5,8140,-1.286,1,0.5
14334,SLC7A6,9057,0.614,1,0
14335,SLC7A6OS,84138,0.358,1,0
14336,SLC7A7,9056,-1.868,1,1
14337,SLC7A8,23428,0.323,1,0
14338,SLC7A9,11136,-1.31,0.795,0.5
14339,SLC8A1,6546,0.524,1,0
14340,SLC8A2,6543,-0.681,1,0
14341,SLC8A3,6547,1.272,1,0
14342,SLC8B1,80024,-1.849,1,1
14343,SLC9A1,6548,0.118,1,0
14344,SLC9A2,6549,-1.152,1,0.5
14345,SLC9A3,6550,0.399,1,0
14346,SLC9A3R1,9368,0.238,1,0
14347,SLC9A3R2,9351,0.578,1,0
14348,SLC9A4,389015,0.278,1,0
14349,SLC9A5,6553,0.942,1,0
14350,SLC9A6,10479,0.822,1,0
14351,SLC9A7,84679,0.43,1,0
14352,SLC9A8,23315,-0.12,1,0
14353,SLC9A9,285195,-0.696,0.823,0
14354,SLC9B1,150159,0.398,1,0
14355,SLC9B2,133308,-0.488,1,0
14356,SLC9C1,285335,-0.796,1,0
14357,SLC9C2,284525,0.928,1,0
14358,SLCO1A2,6579,1.236,1,0
14359,SLCO1B1,10599,0.051,1,0
14360,SLCO1B3,28234,0.554,1,0
14361,SLCO1B7,338821,-1.53,1,0.5
14362,SLCO1C1,53919,-1.634,1,0.5
14363,SLCO2A1,6578,0.52,1,0
14364,SLCO2B1,11309,-0.128,1,0
14365,SLCO3A1,28232,0.346,1,0
14366,SLCO4A1,28231,-0.452,1,0
14367,SLCO4C1,353189,0.018,1,0
14368,SLCO5A1,81796,0.024,1,0
14369,SLCO6A1,133482,-0.25,1,0
14370,SLF1,84250,-0.899,1,0
14371,SLF2,55719,-0.21,1,0
14372,SLFN11,91607,0.628,1,0
14373,SLFN12,55106,-2.191,1,1
14374,SLFN13,146857,1.117,1,0
14375,SLFN5,162394,-0.088,1,0
14376,SLFNL1,200172,-0.664,1,0
14377,SLIRP,81892,-0.273,1,0
14378,SLIT1,6585,-0.236,1,0
14379,SLIT2,9353,0.114,1,0
14380,SLIT3,6586,1.458,1,0
14381,SLITRK1,114798,1.205,1,0
14382,SLITRK2,84631,0.578,1,0
14383,SLITRK3,22865,-0.138,1,0
14384,SLITRK4,139065,-0.63,1,0
14385,SLITRK5,26050,0.216,1,0
14386,SLITRK6,84189,0.226,1,0
14387,SLK,9748,0.004,1,0
14388,SLMAP,7871,-0.813,1,0
14389,SLN,6588,0.58,1,0
14390,SLPI,6590,1.184,1,0
14391,SLTM,79811,0.264,1,0
14392,SLU7,10569,-0.144,1,0
14393,SLURP1,57152,0.69,1,0
14394,SLX1A,548593,0.424,1,0
14395,SLX1B,79008,-0.17,1,0
14396,SLX4,84464,-2.62,1,1
14397,SLX4IP,128710,-1.036,0.795,0.5
14398,SMAD1,4086,-2.119,1,1
14399,SMAD2,4087,0.533,1,0
14400,SMAD3,4088,0.061,1,0
14401,SMAD4,4089,-1.858,0.363,1
14402,SMAD5,4090,0.154,1,0
14403,SMAD6,4091,-1.133,1,0.5
14404,SMAD7,4092,0.626,1,0
14405,SMAD9,4093,0.032,1,0
14406,SMAGP,57228,-0.746,1,0
14407,SMAP1,60682,-0.042,1,0
14408,SMAP2,64744,-0.156,1,0
14409,SMARCA1,6594,-3.555,1,1
14410,SMARCA2,6595,0.172,1,0
14411,SMARCA4,6597,-0.326,1,0
14412,SMARCA5,8467,0.426,1,0
14413,SMARCAD1,56916,0.522,1,0
14414,SMARCAL1,50485,1.612,1,0
14415,SMARCB1,6598,-0.778,1,0
14416,SMARCC1,6599,0.723,1,0
14417,SMARCC2,6601,1.371,1,0
14418,SMARCD1,6602,0.332,1,0
14419,SMARCD2,6603,0.594,1,0
14420,SMARCD3,6604,0.635,1,0
14421,SMARCE1,6605,-2.346,1,1
14422,SMC1A,8243,0.919,1,0
14423,SMC1B,27127,0.3,1,0
14424,SMC2,10592,0.116,1,0
14425,SMC3,9126,2.281,1,0
14426,SMC4,10051,0.449,1,0
14427,SMC5,23137,1.084,1,0
14428,SMC6,79677,0.992,1,0
14429,SMCO1,255798,0.01,1,0
14430,SMCO3,440087,-1,1,0.5
14431,SMCO4,56935,0.138,1,0
14432,SMCP,4184,0.048,1,0
14433,SMCR8,140775,-0.939,1,0
14434,SMDT1,91689,-1.663,1,1
14435,SMG1,23049,-0.817,1,0
14436,SMG5,23381,1.324,1,0
14437,SMG6,23293,-0.772,1,0
14438,SMG7,9887,1.552,1,0
14439,SMG8,55181,-0.028,1,0
14440,SMG9,56006,1.314,1,0
14441,SMIM11A,54065,0.736,1,0
14442,SMIM12,113444,1.246,1,0
14443,SMIM14,201895,-0.72,1,0
14444,SMIM15,643155,0.185,1,0
14445,SMIM19,114926,-0.2,1,0
14446,SMIM21,284274,0.32,1,0
14447,SMIM29,221491,0.312,1,0
14448,SMIM3,85027,-0.546,1,0
14449,SMIM7,79086,-1.006,1,0.5
14450,SMIM8,57150,0.345,1,0
14451,SMN1,6606,0.306,1,0
14452,SMN2,6607,-0.414,1,0
14453,SMNDC1,10285,-0.891,1,0
14454,SMO,6608,-0.254,1,0
14455,SMOC1,64093,-0.456,1,0
14456,SMOC2,64094,-0.074,1,0
14457,SMOX,54498,1.246,1,0
14458,SMPD1,6609,-0.568,1,0
14459,SMPD2,6610,-1.874,1,1
14460,SMPD3,55512,0.404,1,0
14461,SMPD4,55627,-0.222,1,0
14462,SMPDL3A,10924,-0.546,1,0
14463,SMPDL3B,27293,-0.39,1,0
14464,SMPX,23676,0.204,1,0
14465,SMR3A,26952,0.372,1,0
