"GeneSymbol","EntrezID","sgRNA","CRISPR.beta","CRISPR.z","CRISPR.p.value","CRISPR.fdr","CRISPR.wald.p.value","CRISPR.wald.fdr","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","Pathway"
"TMEM258",746,6,-0.16321,-0.43672,0.00027654,0.0032698,0.66232,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM259",91304,6,0.10006,0.27116,0.021478,0.074584,0.78627,0.96328,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM26",219623,6,0.25729,0.89871,0.15975,0.29866,0.36881,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM260",54916,6,0.30379,0.91762,0.25607,0.41281,0.35882,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM27",57393,6,0.27198,0.54612,0.18721,0.33385,0.58499,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM30A",55754,6,0.29091,0.907,0.22505,0.37704,0.36441,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM30B",161291,6,-0.075645,-0.20358,0.0012444,0.010105,0.83868,0.97085,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM31",203562,6,-0.049518,-0.13471,0.0020279,0.014194,0.89284,0.98047,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM33",55161,6,0.38614,0.77167,0.52044,0.66474,0.44031,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM37",140738,6,0.25898,0.55211,0.16265,0.30193,0.58087,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM38A",79041,6,-0.01378,-0.04042,0.0037793,0.022301,0.96776,0.99274,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM38B",55151,6,0.52261,1.1903,0.83343,0.89631,0.23395,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM39A",55254,6,0.31379,0.47506,0.2829,0.442,0.63475,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM39B",55116,6,0.26185,0.62223,0.16804,0.30904,0.53379,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM40",55287,6,-0.052244,-0.17744,0.0018897,0.013603,0.85916,0.9737,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM41A",90407,6,0.091516,0.26532,0.019081,0.068839,0.79076,0.96404,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM41B",440026,6,0.35933,0.8451,0.42093,0.57672,0.39805,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM42",131616,6,0.56326,1.2262,0.64239,0.76097,0.22011,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM43",79188,6,0.24292,0.50174,0.13771,0.26992,0.61585,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM44",93109,6,-0.11974,-0.2901,0.00059916,0.0061787,0.77174,0.96228,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM45A",55076,6,0.76159,1.1272,0.093607,0.20665,0.25967,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM45B",120224,6,0.40387,1.1622,0.59644,0.7261,0.24516,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM47",83604,6,0.48607,0.74071,0.97967,0.98668,0.45887,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM5",10329,6,0.16883,0.3083,0.056183,0.14514,0.75785,0.96206,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TMEM50A",23585,6,0.32509,0.80211,0.31345,0.47367,0.42249,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM50B",757,6,0.87343,1.3806,0.020832,0.072856,0.1674,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM51",55092,6,0.014522,0.043678,0.0056229,0.029027,0.96516,0.99247,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM52",339456,6,-0.29796,-0.89967,0,0,0.3683,0.95824,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"TMEM52B",120939,6,0.39715,0.88395,0.56833,0.70374,0.37672,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM53",79639,6,0.17319,0.38911,0.059087,0.14994,0.69719,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM54",113452,6,0.23345,0.4642,0.12495,0.25339,0.6425,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM56",148534,6,0.26299,0.79628,0.16993,0.31177,0.42587,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM56-RWDD3",100527978,1,0.06015,0.1702,0.26031,0.41769,0.86485,0.97494,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM59",9528,6,0.48097,0.88742,0.95539,0.97264,0.37485,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM59L",25789,6,0.058804,0.14337,0.011799,0.049102,0.886,0.97962,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM60",85025,6,-0.042022,-0.13815,0.0022123,0.014967,0.89012,0.98033,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM61",199964,6,0.22916,0.28207,0.11891,0.24457,0.77789,0.96318,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM62",80021,6,0.41178,0.68282,0.6293,0.75076,0.49472,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM63A",9725,6,0.22106,0.77814,0.10693,0.22643,0.43649,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM63B",55362,6,0.23302,0.57495,0.12472,0.25311,0.56533,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM63C",57156,6,-0.028353,-0.055273,0.0027193,0.017226,0.95592,0.99064,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM64",169200,6,-0.023804,-0.062749,0.0031341,0.019318,0.94997,0.98996,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM65",157378,6,0.25948,0.75732,0.16371,0.30343,0.44886,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM67",91147,6,0.50773,0.43139,0.90939,0.94556,0.66618,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM68",137695,6,0.46243,0.97818,0.86086,0.91339,0.32799,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM69",51249,6,0.16907,0.47034,0.056367,0.14551,0.63811,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM70",54968,6,-0.12749,-0.26146,0.00055307,0.0058622,0.79374,0.96404,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM71",137835,6,0.34585,0.79797,0.37314,0.53186,0.42489,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM72",643236,6,0.3865,0.87019,0.52219,0.66584,0.3842,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM74",157753,6,0.11428,0.26809,0.026778,0.086781,0.78863,0.96394,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM74B",55321,6,0.038329,0.097161,0.0084804,0.039216,0.9226,0.98298,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM79",84283,6,0.19479,0.61431,0.077292,0.18096,0.53901,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM81",388730,6,0.4797,0.84291,0.94903,0.96922,0.39928,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM82",388595,6,0.61358,0.94385,0.43808,0.59144,0.34524,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM86A",144110,6,0.53499,0.94878,0.77536,0.85871,0.34273,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM86B",255043,6,0.32058,0.83416,0.30096,0.46083,0.40419,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TMEM87A",25963,6,0.34801,0.34633,0.38116,0.53996,0.7291,0.95952,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM87B",84910,6,-0.19998,-0.52344,0.000092179,0.0013717,0.60067,0.95824,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"TMEM88",92162,6,0.47493,0.86341,0.92483,0.95552,0.38791,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM88B",643965,6,-0.14206,-0.44458,0.0004148,0.0047418,0.65662,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM89",440955,6,0.70959,0.60559,0.16827,0.3093,0.54479,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM8A",58986,6,-0.17395,-0.49386,0.00018436,0.0024067,0.6214,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM8B",51754,6,-0.15024,-0.49381,0.00027654,0.0032698,0.62144,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM9",252839,6,0.026382,0.071102,0.0070517,0.034522,0.94332,0.98851,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM91",641649,6,0.066774,0.18251,0.012859,0.052062,0.85518,0.97313,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM92",162461,6,0.25038,0.59238,0.14868,0.28405,0.5536,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM95",339168,6,0.062478,0.17709,0.012168,0.050038,0.85944,0.9737,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM97",27346,6,0.31283,0.78867,0.28013,0.43942,0.4303,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM98",26022,6,0.0034325,0.012275,0.0047472,0.025744,0.99021,0.99799,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM99",147184,6,0.33211,0.83637,0.33129,0.49112,0.40295,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMEM9B",56674,6,0.48178,1.0942,0.95935,0.97499,0.27385,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMF1",7110,6,0.7131,1.1818,0.16145,0.30058,0.23728,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMIE",259236,6,0.40307,0.79788,0.59358,0.72399,0.42494,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMIGD1",388364,6,0.072551,0.22444,0.014057,0.055184,0.82242,0.96892,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMIGD2",126259,6,0.023757,0.062746,0.0064986,0.032177,0.94997,0.98996,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMLHE",55217,6,0.37692,0.9414,0.48527,0.63443,0.3465,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TMOD1",7111,6,0.26135,0.53408,0.16684,0.30743,0.59329,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMOD2",29767,6,0.6448,1.3077,0.32912,0.48881,0.19097,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMOD3",29766,6,0.043993,0.16234,0.0094483,0.042347,0.87104,0.97664,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMOD4",29765,6,0.35404,0.80818,0.40204,0.55949,0.41899,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMPO",7112,6,0.019088,0.058092,0.0059455,0.030063,0.95368,0.99048,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMPPE",643853,6,0.083667,0.25369,0.0165,0.061735,0.79973,0.96404,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMPRSS11A",339967,6,0.46354,1.162,0.86717,0.91745,0.24523,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMPRSS11B",132724,6,0.32691,0.70325,0.31742,0.4772,0.4819,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMPRSS11D",9407,6,0.38881,0.81778,0.53275,0.67494,0.41349,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMPRSS11E",28983,6,0.04923,0.099736,0.010001,0.043653,0.92055,0.98283,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMPRSS11F",389208,6,0.4074,0.85479,0.61165,0.73675,0.39267,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMPRSS12",283471,6,0.63802,1.1544,0.35194,0.5118,0.24832,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMPRSS13",84000,6,-0.04227,-0.11252,0.0022123,0.014967,0.91041,0.98165,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMPRSS15",5651,6,0.23409,0.67391,0.12578,0.25445,0.50037,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMPRSS2",7113,6,0.12395,0.45457,0.031018,0.096612,0.64942,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMPRSS3",64699,6,0.12108,0.27549,0.029589,0.093423,0.78294,0.96318,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMPRSS4",56649,6,0.36774,0.91345,0.45168,0.6036,0.361,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMPRSS5",80975,6,0.32054,0.57569,0.30082,0.46069,0.56483,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMPRSS6",164656,6,0.19268,0.49994,0.07508,0.17721,0.61712,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMPRSS7",344805,6,0.41578,0.99216,0.6464,0.76385,0.32112,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMPRSS9",360200,6,0.17884,0.53077,0.063096,0.15669,0.59558,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMSB10",9168,6,0.47407,0.81591,0.91948,0.95172,0.41455,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMSB15A",11013,5,0.57529,1.2455,0.62092,0.74386,0.21293,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMSB15B",286527,3,0.4301,0.59817,0.76776,0.85268,0.54973,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMSB4X",7114,4,0.20765,0.48158,0.16044,0.29932,0.6301,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TMSB4Y",9087,4,0.12065,0.3148,0.072867,0.17374,0.75291,0.96206,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TMTC1",83857,6,0.24635,0.54751,0.1426,0.2762,0.58403,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMTC2",160335,6,0.36952,0.92963,0.45757,0.60912,0.35256,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMTC3",160418,6,0.17567,0.57338,0.060976,0.15332,0.56638,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMTC4",84899,6,0.14883,0.37271,0.042587,0.12012,0.70937,0.95856,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMUB1",83590,6,0.10079,0.3321,0.0218,0.075378,0.73981,0.96077,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMUB2",79089,6,0.30692,0.75243,0.26405,0.42175,0.45179,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMX1",81542,6,-0.025836,-0.054329,0.0029497,0.018508,0.95667,0.99102,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMX2",51075,6,-0.46021,-1.166,0,0,0.24363,0.95824,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"TMX3",54495,6,0.36337,1.0306,0.43435,0.58808,0.30271,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TMX4",56255,6,-0.24951,-0.86582,0.000046089,0.00085106,0.38659,0.95824,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"TNC",3371,6,0.039712,0.14916,0.008757,0.04011,0.88143,0.97912,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNF",7124,6,0.29308,0.86652,0.22999,0.38302,0.3862,0.95824,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TNFAIP1",7126,6,0.022579,0.059239,0.0064525,0.032081,0.95276,0.9904,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNFAIP2",7127,6,-0.012163,-0.037948,0.0038715,0.022709,0.96973,0.99331,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNFAIP3",7128,6,0.33696,0.67642,0.34673,0.5067,0.49877,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFAIP6",7130,6,0.13773,0.48121,0.036733,0.1082,0.63037,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNFAIP8",25816,6,0.13725,0.34589,0.036595,0.10803,0.72943,0.95952,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNFAIP8L1",126282,6,0.34182,0.83253,0.36116,0.52105,0.40511,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNFAIP8L2",79626,6,0.11438,0.42314,0.026778,0.086781,0.6722,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNFAIP8L2-SCNM1",100534012,1,-1.116,-1.2349,0,0,0.21687,0.95824,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"TNFAIP8L3",388121,6,-0.053008,-0.16058,0.0018897,0.013603,0.87243,0.97677,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNFRSF10A",8797,6,0.11716,0.41531,0.02793,0.089552,0.67791,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF10B",8795,6,0.053068,0.13548,0.011015,0.047066,0.89223,0.98041,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF10C",8794,6,0.36103,0.89142,0.42683,0.58189,0.37271,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF10D",8793,6,0.65571,1.099,0.29658,0.45638,0.27176,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF11A",8792,6,0.19274,0.46897,0.075126,0.17721,0.63909,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF11B",4982,6,0.28628,0.76905,0.21501,0.3658,0.44186,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF12A",51330,6,0.37239,0.96755,0.46794,0.61841,0.33327,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF13B",23495,6,0.039675,0.12361,0.008757,0.04011,0.90162,0.98059,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF13C",115650,6,-0.18018,-0.35169,0.00013827,0.0019255,0.72507,0.95946,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF14",8764,6,-0.14654,-0.34797,0.00027654,0.0032698,0.72787,0.95952,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF17",608,6,0.20554,0.59055,0.08863,0.19913,0.55482,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF18",8784,6,-0.053185,-0.18587,0.0018897,0.013603,0.85255,0.97274,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF19",55504,6,0.51799,1.0239,0.85616,0.91059,0.30589,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF1A",7132,6,0.28839,0.704,0.21975,0.37096,0.48143,0.95824,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TNFRSF1B",7133,6,-0.086105,-0.21682,0.00096788,0.0081871,0.82835,0.96988,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF21",27242,6,0.51435,1.0441,0.87643,0.92324,0.29646,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF25",8718,6,-0.14521,-0.35623,0.00032263,0.0037716,0.72167,0.95923,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF4",7293,6,-0.16688,-0.43078,0.00023045,0.0029656,0.66663,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF6B",8771,6,0.39688,0.66195,0.56708,0.70276,0.508,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF8",943,6,0.36985,0.4042,0.45891,0.60992,0.68606,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFRSF9",3604,6,0.33283,0.88912,0.33364,0.49315,0.37394,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFSF10",8743,6,0.3064,0.69129,0.26266,0.42019,0.48938,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFSF11",8600,6,0.46996,1.1586,0.89722,0.93749,0.24664,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFSF12",8742,6,0.5579,0.92609,0.66687,0.77903,0.3544,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFSF12-TNFSF13",407977,5,0.19307,0.47814,0.10126,0.21841,0.63255,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNFSF13",8741,6,-0.046424,-0.14617,0.002074,0.014507,0.88379,0.97936,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFSF13B",10673,6,0.64868,0.95738,0.3176,0.47735,0.33838,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFSF14",8740,6,0.14293,0.38326,0.03913,0.11303,0.70152,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFSF15",9966,6,0.60538,1.1468,0.46836,0.6188,0.25145,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFSF18",8995,6,0.45579,1.1026,0.82924,0.89415,0.27019,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFSF4",7292,6,0.26597,1.0444,0.17555,0.31893,0.2963,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFSF8",944,6,0.19153,0.51402,0.074158,0.17579,0.60723,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNFSF9",8744,6,0.43784,0.62778,0.74637,0.8382,0.53015,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNIK",23043,6,0.3891,0.86277,0.53371,0.67577,0.38826,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNIP1",10318,6,0.50017,0.91593,0.94792,0.96859,0.3597,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNIP2",79155,6,0.39314,0.96844,0.55164,0.69025,0.33282,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNIP3",79931,6,0.54582,0.71185,0.72416,0.82283,0.47656,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNK1",8711,6,0.43811,0.82716,0.74734,0.83868,0.40815,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNK2",10188,6,0.59948,1.1912,0.48993,0.6384,0.23359,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNKS",8658,6,0.51733,0.92458,0.85957,0.91265,0.35518,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNKS1BP1",85456,6,0.1494,0.62534,0.042863,0.12053,0.53175,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNKS2",80351,6,0.31672,0.61217,0.29013,0.44967,0.54043,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNMD",64102,6,0.020969,0.070851,0.0062681,0.031394,0.94352,0.98853,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TNN",63923,6,0.050253,0.13022,0.01037,0.04491,0.8964,0.98055,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TNNC1",7134,6,0.18892,0.36219,0.071807,0.17183,0.71721,0.9589,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TNNC2",7125,6,0.16262,0.39042,0.050698,0.13451,0.69623,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
